Date,Airline,DelayType,DelayValue
2015-05,NK,WeatherDelay,0.91
2015-05,NK,NASDelay,8.63
2015-05,NK,SecurityDelay,0.08
2015-05,NK,LateAircraftDelay,10.31
2015-05,OO,CarrierDelay,3.12
2015-05,OO,WeatherDelay,0.32
2015-05,OO,NASDelay,2.03
2015-05,OO,SecurityDelay,0.01
2015-05,OO,LateAircraftDelay,3.99
2015-05,EV,CarrierDelay,4.45
2015-05,EV,WeatherDelay,0.45
2015-05,EV,NASDelay,3.39
2015-05,EV,LateAircraftDelay,5.42
2015-05,HA,CarrierDelay,2.03
2015-05,HA,WeatherDelay,0.05
2015-05,HA,NASDelay,0.1
2015-05,HA,LateAircraftDelay,1.19
2015-05,MQ,CarrierDelay,3.58
2015-05,MQ,WeatherDelay,2
2015-05,MQ,NASDelay,2.95
2015-05,MQ,SecurityDelay,0.03
2015-05,MQ,LateAircraftDelay,4.17
2015-05,F9,CarrierDelay,3.81
2015-05,F9,WeatherDelay,0.09
2015-05,F9,NASDelay,6.88
2015-05,F9,LateAircraftDelay,6.25
2015-05,AA,CarrierDelay,4.13
2015-05,AA,WeatherDelay,1.42
2015-05,AA,NASDelay,2.78
2015-05,AA,SecurityDelay,0.01
2015-05,AA,LateAircraftDelay,4.82
2015-06,NK,CarrierDelay,9.69
2015-06,NK,WeatherDelay,0.68
2015-06,NK,NASDelay,12.39
2015-06,NK,SecurityDelay,0.06
2015-06,NK,LateAircraftDelay,15.24
2015-06,EV,CarrierDelay,6.03
2015-06,EV,WeatherDelay,0.49
2015-06,EV,NASDelay,4.67
2015-06,EV,LateAircraftDelay,7.17
2015-06,UA,CarrierDelay,6.85
2015-06,UA,WeatherDelay,0.96
2015-06,UA,NASDelay,4.42
2015-06,UA,LateAircraftDelay,9.87
2015-06,WN,CarrierDelay,4.54
2015-06,WN,WeatherDelay,0.86
2015-06,WN,NASDelay,1.68
2015-06,WN,SecurityDelay,0.01
2015-06,WN,LateAircraftDelay,7.57
2015-06,DL,CarrierDelay,3.73
2015-06,DL,WeatherDelay,1.06
2015-06,DL,NASDelay,2.95
2015-06,DL,SecurityDelay,0.01
2015-06,DL,LateAircraftDelay,3.62
2015-06,B6,CarrierDelay,3.4
2015-06,B6,WeatherDelay,0.48
2015-06,B6,NASDelay,4.63
2015-06,B6,SecurityDelay,0.02
2015-06,B6,LateAircraftDelay,5.15
2015-06,HA,CarrierDelay,2.49
2015-06,HA,WeatherDelay,0.01
2015-06,HA,NASDelay,0.03
2015-06,HA,SecurityDelay,0
2015-06,HA,LateAircraftDelay,0.75
2015-06,AA,CarrierDelay,5.1
2015-06,AA,WeatherDelay,0.83
2015-06,AA,NASDelay,3.13
2015-06,AA,SecurityDelay,0.01
2015-06,AA,LateAircraftDelay,6.19
2015-07,DL,CarrierDelay,3.24
2015-07,DL,WeatherDelay,0.55
2015-07,DL,NASDelay,2.29
2015-07,DL,SecurityDelay,0.01
2015-07,DL,LateAircraftDelay,2.89
2015-07,F9,CarrierDelay,4.01
2015-07,F9,WeatherDelay,0.16
2015-07,F9,NASDelay,7.18
2015-07,F9,LateAircraftDelay,6.96
2015-07,UA,CarrierDelay,5.84
2015-07,UA,WeatherDelay,0.53
2015-07,UA,NASDelay,3.09
2015-07,UA,LateAircraftDelay,7.68
2015-07,VX,CarrierDelay,2.13
2015-07,VX,WeatherDelay,0.51
2015-07,VX,NASDelay,4.65
2015-07,VX,SecurityDelay,0.06
2015-07,VX,LateAircraftDelay,4.49
2015-07,WN,CarrierDelay,4.36
2015-07,WN,WeatherDelay,0.51
2015-07,WN,NASDelay,1.77
2015-07,WN,SecurityDelay,0.01
2015-07,WN,LateAircraftDelay,7.85
2015-08,DL,CarrierDelay,3.14
2015-08,DL,WeatherDelay,0.65
2015-08,DL,NASDelay,2.09
2015-08,DL,SecurityDelay,0
2015-08,DL,LateAircraftDelay,2.68
2015-08,AA,CarrierDelay,4.06
2015-08,AA,WeatherDelay,0.55
2015-08,AA,NASDelay,2.53
2015-08,AA,SecurityDelay,0.03
2015-08,AA,LateAircraftDelay,3.79
2015-08,AS,CarrierDelay,2.15
2015-08,AS,WeatherDelay,0.27
2015-08,AS,NASDelay,2.67
2015-08,AS,SecurityDelay,0.08
2015-08,AS,LateAircraftDelay,2.48
2015-08,B6,CarrierDelay,4.62
2015-08,B6,WeatherDelay,0.74
2015-08,B6,NASDelay,3.64
2015-08,B6,SecurityDelay,0.17
2015-08,B6,LateAircraftDelay,6.75
2015-08,EV,CarrierDelay,3.89
2015-08,EV,WeatherDelay,0.25
2015-08,EV,NASDelay,2.75
2015-08,EV,LateAircraftDelay,4.37
2015-08,F9,CarrierDelay,2.94
2015-08,F9,WeatherDelay,0.26
2015-08,F9,NASDelay,5.86
2015-08,F9,LateAircraftDelay,4.97
2015-08,HA,CarrierDelay,4.04
2015-08,HA,WeatherDelay,0.15
2015-08,HA,NASDelay,0.09
2015-08,HA,SecurityDelay,0.01
2015-08,HA,LateAircraftDelay,4.3
2015-08,MQ,CarrierDelay,3.63
2015-08,MQ,WeatherDelay,0.63
2015-08,MQ,NASDelay,2.33
2015-08,MQ,SecurityDelay,0.01
2015-08,MQ,LateAircraftDelay,3.89
2015-08,NK,CarrierDelay,4.54
2015-08,NK,WeatherDelay,0.3
2015-08,NK,NASDelay,12.1
2015-08,NK,SecurityDelay,0.03
2015-08,NK,LateAircraftDelay,6.96
2015-08,OO,CarrierDelay,3.5
2015-08,OO,WeatherDelay,0.35
2015-08,OO,NASDelay,2.11
2015-08,OO,SecurityDelay,0.03
2015-08,OO,LateAircraftDelay,4.71
2015-08,UA,CarrierDelay,4.12
2015-08,UA,WeatherDelay,0.63
2015-08,UA,NASDelay,2.83
2015-08,UA,SecurityDelay,0.02
2015-08,UA,LateAircraftDelay,5.23
2015-08,VX,CarrierDelay,2.1
2015-08,VX,WeatherDelay,0.23
2015-08,VX,NASDelay,3.58
2015-08,VX,SecurityDelay,0.03
2015-08,VX,LateAircraftDelay,4.23
2015-08,WN,CarrierDelay,3.36
2015-08,WN,WeatherDelay,0.64
2015-08,WN,NASDelay,1.55
2015-08,WN,SecurityDelay,0.01
2015-08,WN,LateAircraftDelay,5.52
2015-09,MQ,CarrierDelay,2.69
2015-09,MQ,WeatherDelay,0.63
2015-09,MQ,NASDelay,2.05
2015-09,MQ,SecurityDelay,0.02
2015-09,MQ,LateAircraftDelay,2.73
2015-09,OO,CarrierDelay,2.8
2015-09,OO,WeatherDelay,0.22
2015-09,OO,NASDelay,1.68
2015-09,OO,SecurityDelay,0.02
2015-09,OO,LateAircraftDelay,3.2
2015-09,EV,CarrierDelay,2.98
2015-09,EV,WeatherDelay,0.17
2015-09,EV,NASDelay,2.07
2015-09,EV,LateAircraftDelay,2.69
2015-09,UA,CarrierDelay,2.76
2015-09,UA,WeatherDelay,0.25
2015-09,UA,NASDelay,1.96
2015-09,UA,SecurityDelay,0
2015-09,UA,LateAircraftDelay,3.04
2015-09,WN,CarrierDelay,1.87
2015-09,WN,WeatherDelay,0.29
2015-09,WN,NASDelay,0.94
2015-09,WN,SecurityDelay,0.01
2015-09,WN,LateAircraftDelay,2.64
2015-09,AA,CarrierDelay,3.01
2015-09,AA,WeatherDelay,0.36
2015-09,AA,NASDelay,1.82
2015-09,AA,SecurityDelay,0.02
2015-09,AA,LateAircraftDelay,2.42
2015-09,AS,CarrierDelay,1.95
2015-09,AS,WeatherDelay,0.13
2015-09,AS,NASDelay,1.42
2015-09,AS,SecurityDelay,0.08
2015-09,AS,LateAircraftDelay,1.42
2015-09,HA,CarrierDelay,2.86
2015-09,HA,WeatherDelay,0.45
2015-09,HA,NASDelay,0.06
2015-09,HA,SecurityDelay,0.01
2015-09,HA,LateAircraftDelay,2.67
2015-10,AA,CarrierDelay,2.89
2015-10,AA,WeatherDelay,0.45
2015-10,AA,NASDelay,1.83
2015-10,AA,SecurityDelay,0.01
2015-10,AA,LateAircraftDelay,2.52
2015-10,AS,CarrierDelay,1.56
2015-10,AS,WeatherDelay,0.18
2015-10,AS,NASDelay,1.58
2015-10,AS,SecurityDelay,0.02
2015-10,AS,LateAircraftDelay,1.62
2015-10,B6,CarrierDelay,3.35
2015-10,B6,WeatherDelay,0.18
2015-10,B6,NASDelay,2.91
2015-10,B6,SecurityDelay,0.01
2015-10,B6,LateAircraftDelay,3.31
2015-10,DL,CarrierDelay,2.33
2015-10,DL,WeatherDelay,0.1
2015-10,DL,NASDelay,0.94
2015-10,DL,SecurityDelay,0
2015-10,DL,LateAircraftDelay,1.02
2015-10,UA,CarrierDelay,2.77
2015-10,UA,WeatherDelay,0.12
2015-10,UA,NASDelay,1.65
2015-10,UA,LateAircraftDelay,2.96
2015-10,OO,CarrierDelay,2.75
2015-10,OO,WeatherDelay,0.17
2015-10,OO,NASDelay,1.47
2015-10,OO,SecurityDelay,0.01
2015-10,OO,LateAircraftDelay,3.1
2015-10,VX,CarrierDelay,2.23
2015-10,VX,WeatherDelay,0.25
2015-10,VX,NASDelay,2.72
2015-10,VX,SecurityDelay,0.02
2015-10,VX,LateAircraftDelay,3.95
2015-10,WN,CarrierDelay,1.94
2015-10,WN,WeatherDelay,0.25
2015-10,WN,NASDelay,0.95
2015-10,WN,SecurityDelay,0
2015-10,WN,LateAircraftDelay,2.79
2015-10,EV,CarrierDelay,3.21
2015-10,EV,WeatherDelay,0.1
2015-10,EV,NASDelay,2.12
2015-10,EV,LateAircraftDelay,3.13
2015-10,F9,CarrierDelay,2.36
2015-10,F9,WeatherDelay,0.02
2015-10,F9,NASDelay,2.52
2015-10,F9,LateAircraftDelay,2.89
2015-10,HA,CarrierDelay,2.17
2015-10,HA,WeatherDelay,0.04
2015-10,HA,NASDelay,0.17
2015-10,HA,SecurityDelay,0.01
2015-10,HA,LateAircraftDelay,1.03
2015-10,MQ,CarrierDelay,2.65
2015-10,MQ,WeatherDelay,0.64
2015-10,MQ,NASDelay,1.19
2015-10,MQ,SecurityDelay,0.01
2015-10,MQ,LateAircraftDelay,2.39
2015-10,NK,CarrierDelay,0.55
2015-10,NK,WeatherDelay,0.02
2015-10,NK,NASDelay,10.11
2015-10,NK,SecurityDelay,0.02
2015-10,NK,LateAircraftDelay,0.94
2015-11,AA,CarrierDelay,3.1
2015-11,AA,WeatherDelay,0.54
2015-11,AA,NASDelay,2.18
2015-11,AA,SecurityDelay,0.06
2015-11,AA,LateAircraftDelay,2.96
2015-11,AS,CarrierDelay,1.98
2015-11,AS,WeatherDelay,0.23
2015-11,AS,NASDelay,2.17
2015-11,AS,SecurityDelay,0.03
2015-11,AS,LateAircraftDelay,2.4
2015-11,B6,CarrierDelay,3.16
2015-11,B6,WeatherDelay,0.08
2015-11,B6,NASDelay,2.43
2015-11,B6,SecurityDelay,0.03
2015-11,B6,LateAircraftDelay,3.02
2015-11,DL,CarrierDelay,2.57
2015-11,DL,WeatherDelay,0.28
2015-11,DL,NASDelay,1.37
2015-11,DL,SecurityDelay,0.01
2015-11,DL,LateAircraftDelay,1.53
2015-11,UA,CarrierDelay,3.39
2015-11,UA,WeatherDelay,0.53
2015-11,UA,NASDelay,2.85
2015-11,UA,SecurityDelay,0
2015-11,UA,LateAircraftDelay,4.33
2015-11,VX,CarrierDelay,2.19
2015-11,VX,WeatherDelay,0.42
2015-11,VX,NASDelay,2.09
2015-11,VX,SecurityDelay,0.04
2015-11,VX,LateAircraftDelay,2.74
2015-11,WN,CarrierDelay,2.46
2015-11,WN,WeatherDelay,0.27
2015-11,WN,NASDelay,1.13
2015-11,WN,SecurityDelay,0.01
2015-11,WN,LateAircraftDelay,3.52
2015-11,OO,CarrierDelay,3.33
2015-11,OO,WeatherDelay,0.58
2015-11,OO,NASDelay,2.52
2015-11,OO,SecurityDelay,0.01
2015-11,OO,LateAircraftDelay,4.38
2015-11,EV,CarrierDelay,3.82
2015-11,EV,WeatherDelay,0.28
2015-11,EV,NASDelay,2.86
2015-11,EV,LateAircraftDelay,4.07
2015-11,F9,CarrierDelay,3.64
2015-11,F9,WeatherDelay,0.15
2015-11,F9,NASDelay,6.25
2015-11,F9,LateAircraftDelay,5.91
2015-11,HA,CarrierDelay,1.43
2015-11,HA,WeatherDelay,0.04
2015-11,HA,NASDelay,0.01
2015-11,HA,LateAircraftDelay,0.56
2015-11,MQ,CarrierDelay,3.27
2015-11,MQ,WeatherDelay,1.4
2015-11,MQ,NASDelay,2.44
2015-11,MQ,SecurityDelay,0
2015-11,MQ,LateAircraftDelay,3.4
2015-11,NK,CarrierDelay,2.96
2015-11,NK,WeatherDelay,0.31
2015-11,NK,NASDelay,6.05
2015-11,NK,SecurityDelay,0.04
2015-11,NK,LateAircraftDelay,3.26
2015-12,AA,CarrierDelay,4.02
2015-12,AA,WeatherDelay,0.63
2015-12,AA,NASDelay,2.74
2015-12,AA,SecurityDelay,0.03
2015-12,AA,LateAircraftDelay,3.84
2015-12,AS,CarrierDelay,2.1
2015-12,AS,WeatherDelay,0.29
2015-12,AS,NASDelay,2.05
2015-12,AS,SecurityDelay,0.04
2015-12,AS,LateAircraftDelay,2.26
2015-12,B6,CarrierDelay,6.19
2015-12,B6,WeatherDelay,0.48
2015-12,B6,NASDelay,3.85
2015-12,B6,SecurityDelay,0.07
2015-12,B6,LateAircraftDelay,8.55
2015-12,DL,CarrierDelay,3.72
2015-12,DL,WeatherDelay,1.24
2015-12,DL,NASDelay,2.49
2015-12,DL,SecurityDelay,0.01
2015-12,DL,LateAircraftDelay,3.62
2015-12,MQ,CarrierDelay,2.77
2015-12,MQ,WeatherDelay,1.92
2015-12,MQ,NASDelay,2.11
2015-12,MQ,SecurityDelay,0.03
2015-12,MQ,LateAircraftDelay,3.47
2015-12,HA,CarrierDelay,2.23
2015-12,HA,WeatherDelay,0.03
2015-12,HA,NASDelay,0.02
2015-12,HA,SecurityDelay,0.01
2015-12,HA,LateAircraftDelay,0.7
2015-12,EV,CarrierDelay,4.72
2015-12,EV,WeatherDelay,0.27
2015-12,EV,NASDelay,3
2015-12,EV,LateAircraftDelay,5.28
2015-12,NK,CarrierDelay,4.46
2015-12,NK,WeatherDelay,0.31
2015-12,NK,NASDelay,5.92
2015-12,NK,SecurityDelay,0.07
2015-12,NK,LateAircraftDelay,6.34
2015-12,OO,CarrierDelay,4.77
2015-12,OO,WeatherDelay,0.71
2015-12,OO,NASDelay,3.66
2015-12,OO,SecurityDelay,0.03
2015-12,OO,LateAircraftDelay,7.02
2015-12,F9,CarrierDelay,3.85
2015-12,F9,WeatherDelay,0.62
2015-12,F9,NASDelay,5.69
2015-12,F9,LateAircraftDelay,7.9
2015-12,UA,CarrierDelay,5.01
2015-12,UA,WeatherDelay,0.81
2015-12,UA,NASDelay,3.56
2015-12,UA,LateAircraftDelay,6.84
2015-12,VX,CarrierDelay,2.58
2015-12,VX,WeatherDelay,0.58
2015-12,VX,NASDelay,7.43
2015-12,VX,SecurityDelay,0.08
2015-12,VX,LateAircraftDelay,8.56
2015-12,WN,CarrierDelay,3.46
2015-12,WN,WeatherDelay,0.46
2015-12,WN,NASDelay,1.42
2015-12,WN,SecurityDelay,0.02
2015-12,WN,LateAircraftDelay,6.41
2016-01,AA,CarrierDelay,4.02
2016-01,AA,WeatherDelay,0.5
2016-01,AA,NASDelay,2.03
2016-01,AA,SecurityDelay,0.02
2016-01,AA,LateAircraftDelay,3
2016-01,AS,CarrierDelay,1.66
2016-01,AS,WeatherDelay,0.32
2016-01,AS,NASDelay,1.9
2016-01,AS,SecurityDelay,0.02
2016-01,AS,LateAircraftDelay,2
2016-01,B6,CarrierDelay,5.5
2016-01,B6,WeatherDelay,0.54
2016-01,B6,NASDelay,3.06
2016-01,B6,SecurityDelay,0.05
2016-01,B6,LateAircraftDelay,6.9
2016-01,DL,CarrierDelay,3.33
2016-01,DL,WeatherDelay,0.89
2016-01,DL,NASDelay,1.95
2016-01,DL,SecurityDelay,0
2016-01,DL,LateAircraftDelay,2.39
2016-01,WN,CarrierDelay,2.13
2016-01,WN,WeatherDelay,0.24
2016-01,WN,NASDelay,0.99
2016-01,WN,SecurityDelay,0.01
2016-01,WN,LateAircraftDelay,3.09
2016-01,UA,CarrierDelay,3.22
2016-01,UA,WeatherDelay,0.43
2016-01,UA,NASDelay,2.29
2016-01,UA,SecurityDelay,0
2016-01,UA,LateAircraftDelay,2.99
