Tail_Number,AVG(TaxiIn)
N8AUAA,14.7241
N8LDAA,12.8214
N975JB,7.8797
N976JB,9.4187
N494HA,6.6616
N672NK,10.1199
N673NK,9.9449
N8519R,5.8122
N8520Q,5.8434
N7885A,5.3831
N8523W,5.9032
N8522P,5.8627
N7852A,5.3254
N891UA,7.5586
N15969,10.2053
N2331U,15.2767
N2332U,16.2025
N267AK,8.3299
N268AK,8.2914
N188SY,6.2985
N187SY,6.3087
N189SY,6.3270
N873DN,7.4277
N874DN,7.6591
N307FR,10.2190
N718FR,10.9250
N191SY,6.2488
N205SY,8.3166
N206SY,8.5479
N930AA,10.9921
N3PEAA,10.1462
N933AA,10.2344
N928AA,10.5351
N932AA,10.3449
N495HA,6.5689
N2333U,15.4513
N270AK,8.1957
N8524Z,5.7973
N8525S,5.7761
N8526W,5.7671
N318DX,7.7986
N875DN,7.4355
N876DN,7.3220
N319DN,7.9616
N674NK,10.1429
N647NK,9.5264
N648NK,9.5839
N101NK,8.9444
N8527Q,5.6149
N7854B,5.1566
N8528Q,5.8006
N7853B,5.1916
N2135U,13.2595
N892UA,7.5923
N59034,16.2051
N900AA,10.8966
N3PFAA,10.3880
N3PGAA,10.3813
N8AWAA,12.1905
N8AVAA,11.0870
N308FR,9.9063
N309FR,10.1403
N192SY,6.5151
N208SY,8.2572
N978JB,9.6334
N979JB,9.4492
N8529Z,5.7930
N8530W,5.6512
N675NK,9.7949
N536NK,9.0673
N535NK,9.2575
N649NK,9.7287
N310FR,10.3394
N272AK,8.5072
N273AK,8.2553
N831NW,9.3746
N877DN,7.6056
N377DE,6.6002
N320DN,8.0742
N921VA,9.2528
N893UA,7.6530
N207SY,8.5876
N256SY,7.0947
N257SY,7.2337
N211SY,8.6589
N209SY,8.5506
N258SY,6.9877
N3PHAA,10.1882
N901AA,10.1128
N934AA,10.2172
N902AA,10.1289
N3PJAA,9.8284
N922VA,9.4975
N311FR,10.1069
N719FR,10.7368
N301DV,7.8247
N878DA,7.3273
N776DE,6.6520
N879DN,7.5527
N775DE,7.0779
N774DE,6.5861
N321DH,8.0608
N322DN,7.8992
N894UA,7.4840
N2341U,13.5147
N2737U,14.0602
N2140U,13.8472
N2136U,14.1860
N2639U,12.5360
N7856A,5.2260
N8531Q,5.6315
N8534Z,5.7781
N8533S,5.6809
N7855A,5.2240
N8532S,5.7302
N8536Z,5.6978
N8537Z,5.6819
N7857B,5.1101
N259SY,6.8979
N260SY,7.0408
N213SY,8.6230
N3PKAA,10.3491
N903AA,10.2669
N3PLAA,10.3914
N8LGAA,11.5250
N8LEAA,11.6563
N981JB,9.4443
N274AK,8.1923
N275AK,8.4225
N904AA,10.0278
N905AA,9.9962
N907AA,10.5691
N3PMAA,9.7211
N906AA,10.1022
N8LJAA,10.8571
N880DN,7.6950
N881DN,7.4379
N324DX,8.0170
N323DN,8.0032
N676NK,10.1574
N677NK,10.3378
N8535S,5.6405
N8539V,5.7119
N8538V,5.6948
N8540V,5.7234
N8541W,5.6142
N980JB,9.4759
N895UA,7.3136
N2142U,16.4746
N7858A,5.0386
N8543Z,5.5528
N8542Z,5.4672
N8544Z,5.6555
N3PNAA,10.0868
N3PPAA,10.0777
N8LHAA,10.8667
N2138U,12.3947
N2243U,10.3922
N882DN,7.5764
N325DN,7.8656
N883DN,7.5589
N650NK,9.4605
N277AK,8.3166
N884DN,7.5860
N678NK,10.0678
N982JB,9.6511
N984JB,9.4992
N7859B,5.0844
N8546V,5.4608
N8545V,5.5092
N8547V,5.5497
N896UA,7.6076
N77539,7.9338
N2644U,11.1489
N313FR,9.9725
N3PRAA,10.3686
N910AA,10.3867
N909AA,10.2544
N8LKAA,11.7600
N8LLAA,15.1429
N278AK,8.4153
N78540,7.5534
N26970,11.2632
N193SY,6.3421
N194SY,6.5759
N8712L,5.4559
N8711Q,5.7915
N8705Q,5.6080
N8706W,5.6565
N8710M,5.5738
N8707P,5.5898
N8708Q,5.5389
N8709Q,5.5444
N8713M,5.7107
N8714Q,5.5835
N7860A,5.1712
N7861J,5.0312
N8548P,5.4798
N79541,7.6859
N2534U,9.3729
N326DN,7.9875
N327DN,7.9776
N720FR,10.8494
N316FR,9.9870
N280AK,8.5031
N361HA,10.1822
N679NK,10.2939
N983JB,9.2196
N528JB,0.0000
N986JB,9.8311
N700TA,0.0000
N3PTAA,10.3529
N3PSAA,10.4493
N8LMAA,10.7000
N77542,7.7205
N8716B,5.5345
N8549Z,5.5715
N8551Q,5.4613
N8715Q,5.5732
N8550Q,5.5383
N7862A,5.1637
N8552Z,5.5646
N886DN,7.4081
N885DN,7.4519
N878DN,7.7163
N328DN,8.1527
N680NK,10.3797
N985JB,9.1483
N988JB,9.4505
N923VA,9.5240
N261SY,6.8233
N281AK,8.5047
N312FR,10.1567
N317FR,10.0470
N3PUAA,10.9524
N8LNAA,11.1667
N3RAAA,12.0309
N3RBAA,9.6444
N925VA,9.9459
N651NK,9.4592
N681NK,10.3074
N652NK,9.6424
N682NK,10.2818
N282AK,8.5325
N283AK,8.5653
N887DN,7.7426
N329DN,7.9442
N330DX,7.9048
N331DN,7.9805
N202HA,7.7342
N195SY,6.7036
N3PVAA,9.5946
N3PXAA,12.0800
N3PWAA,12.0816
N8LPAA,9.8571
N7863A,5.1264
N8553W,5.5463
N8554X,5.5859
N8555Z,5.5768
N8704Q,5.7221
N8556Z,5.6843
N987JB,9.0447
N989JB,9.7343
N990JB,9.5205
N721FR,10.7705
N323FR,10.2829
N324FR,10.0338
N318FR,10.1306
N322FR,10.1076
N29971,11.3846
N284AK,8.7709
N295PQ,7.5033
N308PQ,7.4086
N306PQ,7.4027
N305PQ,7.4170
N912XJ,7.2460
N331PQ,7.4290
N324PQ,7.3249
N909XJ,7.2595
N309PQ,7.3429
N315PQ,7.4509
N8891A,6.9587
N8896A,6.9642
N320PQ,7.3490
N304PQ,7.4406
N316PQ,7.5232
N923XJ,7.3519
N300PQ,7.4265
N349PQ,7.6189
N932XJ,7.3924
N336PQ,7.3020
N293PQ,7.3369
N908XJ,7.2420
N922XJ,7.2935
N833AY,6.9139
N836AY,6.8103
N8894A,6.8830
N801AY,6.9241
N8836A,6.7822
N8883E,6.7052
N8918B,6.9203
N8970D,7.0009
N8869B,6.9424
N8888D,6.5603
N832AY,6.7464
N8976E,6.9001
N800AY,7.1840
N8775A,7.0854
N8837B,6.7836
N8980A,7.0238
N8969A,6.8600
N8721B,6.2939
N297PQ,7.1948
N292PQ,7.5087
N929XJ,7.2479
N325PQ,7.3520
N301PQ,7.2878
N341PQ,7.2932
N303PQ,7.2944
N330PQ,7.2732
N924XJ,7.2431
N928XJ,7.5209
N8986B,7.0495
N8936A,6.7496
N8847A,6.9801
N8783E,6.8598
N8972E,6.5229
N834AY,6.8975
N819AY,6.8464
N8688C,6.7680
N917XJ,7.2851
N8908D,6.8647
N8839E,7.0643
N840AY,7.0685
N8886A,6.9184
N8974C,6.9109
N302PQ,7.4264
N296PQ,7.3231
N933XJ,7.4784
N294PQ,7.3772
N337PQ,7.3847
N916XJ,7.3174
N934XJ,7.4226
N914XJ,7.3438
N918XJ,7.2197
N335PQ,7.3143
N903XJ,7.3175
N919XJ,7.3986
N906XJ,7.5077
N299PQ,7.3917
N307PQ,7.4086
N326PQ,7.5560
N913XJ,7.4848
N319PQ,7.4044
N310PQ,7.5167
N905XJ,7.3591
N901XJ,7.3106
N311PQ,7.1085
N313PQ,7.4780
N605LR,7.4748
N927XJ,7.3779
N921XJ,7.1825
N314PQ,7.2370
N8928A,6.8973
N601LR,7.3682
N604LR,7.3872
N931XJ,7.4258
N8877A,6.8022
N298PQ,7.2413
N915XJ,7.4280
N926XJ,7.3808
N935XJ,7.4487
N272PQ,7.4127
N920XJ,7.2842
N600LR,7.4112
N937XJ,7.1514
N907XJ,7.4802
N902XJ,7.2423
N279PQ,7.4086
N8694A,6.9562
N8683B,7.0339
N904XJ,7.4487
N910XJ,7.4593
N925XJ,7.3974
N602LR,7.3461
N930XJ,7.4367
N348PQ,7.2921
N329PQ,7.5183
N820AY,7.0276
N8946A,7.0714
N936XJ,7.4905
N835AY,6.9176
N991JB,9.9417
215NV,6.6301
216NV,7.0894
217NV,7.1833
218NV,6.8901
219NV,6.6729
220NV,6.4859
221NV,6.5908
222NV,7.1648
223NV,6.7757
224NV,7.3992
225NV,6.7905
227NV,6.9193
228NV,6.6606
229NV,6.8686
230NV,6.8834
231NV,7.4459
232NV,6.8284
233NV,6.5544
234NV,7.0104
246NV,7.0445
247NV,7.1983
248NV,6.9457
249NV,6.8681
250NV,7.2630
251NV,6.8693
252NV,6.9023
253NV,7.0758
254NV,6.9116
255NV,6.9196
301NV,6.3353
302NV,6.5711
303NV,6.6239
304NV,6.3791
305NV,6.7199
306NV,6.6280
307NV,6.4728
308NV,6.3270
309NV,6.6692
310NV,6.4712
311NV,6.8947
324NV,6.1509
325NV,6.6172
327NV,6.7477
328NV,6.4387
329NV,6.5864
330NV,6.3278
331NV,6.4123
332NV,6.7663
333NV,6.7358
336NV,6.4047
402NV,7.0723
403NV,5.8785
404NV,6.3154
407NV,6.2597
412NV,6.4291
414NV,6.9494
418NV,6.8224
420NV,6.5611
423NV,6.6106
427NV,6.1351
861GA,6.7099
862GA,6.7151
864GA,6.5141
865GA,5.8941
871GA,6.6867
872GA,7.2098
877GA,6.8845
878GA,6.7202
881GA,6.7260
883GA,6.5585
886GA,6.6880
887GA,6.4907
891GA,6.7748
226NV,7.1728
409NV,6.5327
410NV,6.3251
415NV,6.5182
417NV,7.1233
419NV,6.7739
424NV,6.9528
429NV,7.2191
866GA,6.8455
869GA,6.4658
876GA,6.6071
326NV,6.5730
406NV,6.5561
863GA,6.4286
884GA,5.8641
426NV,6.9381
N204HA,7.5518
N528EG,9.0025
N529EA,8.8151
N508AE,8.1870
N532EA,9.0701
N543EA,9.3131
N527EA,8.8549
N506AE,8.4325
N504AE,8.4366
N542EA,9.2781
N535EA,9.2883
N536EA,9.6790
N538EG,9.5162
N507AE,8.5669
N819AE,8.1752
N817AE,8.1304
N831AE,7.9887
N808AE,7.9206
N809AE,8.1099
N856AE,8.0345
N820AE,8.0807
N693AE,8.2286
N661JA,8.6323
N922AE,8.2755
N689EC,8.2376
N918AE,8.2386
N902BC,8.2102
N690AE,8.0921
N932AE,8.2802
N933JN,8.5311
N939AE,8.2009
N668HH,8.4105
N647AE,8.8219
N858AE,7.9175
N650AE,8.0256
N655AE,8.3049
N694AE,8.3787
N652RS,8.0721
N900AE,8.6665
N656AE,8.3484
N648AE,7.9250
N931AE,8.3338
N645AE,8.5867
N907AE,8.4667
N646AE,7.9575
N644AE,8.2749
N697AB,8.1417
N699AE,7.8630
N928AE,8.1720
N906AE,8.3789
N679AE,8.5792
N674RJ,8.5088
N696AE,8.6274
N688AE,8.5018
N657AE,8.5741
N836AE,8.0580
N941LT,8.7670
N905JH,8.5950
N663AR,8.4463
N698CB,8.2949
N662EH,8.2380
N253NN,8.8374
N260NN,8.8774
N258NN,8.8914
N244NN,8.9371
N224NN,8.7309
N239NN,9.0586
N234JW,8.7827
N227NN,8.9974
N236NN,8.8227
N541EA,9.4251
N243NN,8.8319
N653AE,8.5607
N923AE,8.2891
N223NN,8.9366
N530EA,8.2540
N519AE,8.1051
N505AE,8.2299
N523AE,8.5948
N525AE,8.4328
N521AE,8.5372
N531EG,9.0322
N524AE,8.5751
N520DC,8.3018
N533AE,9.3000
N221NN,8.7301
N231AN,9.0877
N245NN,8.9257
N250NN,8.9208
N228NN,8.9528
N261NN,9.0065
N225NN,8.8178
N249NN,8.9932
N255NN,8.8111
N235NN,8.8048
N242NN,8.8000
N262NN,8.5377
N240NN,8.8428
N226NN,8.8884
N222NS,8.5763
N237NN,8.9911
N909AE,8.8011
N651AE,8.2438
N942LL,8.1083
N638AE,7.6667
N935AE,8.5095
N908AE,8.7578
N681AE,8.1348
N925AE,8.6513
N654AE,8.4844
N649PP,8.4438
N658AE,8.0596
N259NN,8.8691
N257NN,8.9146
N233NN,8.7628
N232NN,8.7874
N246NN,8.7738
N263NN,8.7650
N248NN,8.4466
N670AE,7.9846
N230NN,8.8005
N241NN,8.7044
N251NN,8.8856
N254NN,8.9278
N229NN,8.8191
N220NN,8.7839
N256NN,8.7325
N252NN,8.9345
N247NN,8.9413
N238NN,8.8456
N522AE,8.5151
N850AE,8.0273
N807AE,8.0587
N857AE,8.0805
N822AE,8.0194
N827AE,8.1959
N852AE,7.8640
N854AE,8.1283
N846AE,8.2073
N642AE,8.3425
N643AE,8.1905
N664MS,8.0405
N855AE,7.9921
N526EA,8.4343
N444MQ,0.0000
N516AE,7.9561
N546FF,8.1398
N712PS,7.8729
N511AE,7.6694
N545PB,8.2056
N568NN,9.3372
N502AE,8.1465
N716PS,7.8848
N501AE,7.8166
N702PS,7.7998
N720PS,8.1437
N559NN,9.4001
N515AE,8.0000
N719PS,7.8298
N540EA,8.1809
N544AE,7.7764
N251PS,6.7768
N518AE,8.1178
N554NN,9.2136
N725PS,7.8763
N710PS,7.8837
N500AE,7.6671
N576NN,9.4469
N262PS,6.6494
N206PS,6.6305
N514AE,7.8616
N708PS,7.7801
N718PS,8.0274
N226JS,6.4257
N207PS,6.8929
N703PS,8.0155
N228PS,6.3463
N209PS,6.4862
N539EA,8.1923
N256PS,6.4516
N221PS,6.6453
N723PS,7.8528
N567NN,9.3804
N551NN,9.1385
N557NN,9.4011
N215PS,6.6468
N230PS,6.6893
N244PS,6.4183
N246PS,6.6411
N250PS,6.8248
N245PS,6.5463
N229PS,6.9698
N241PS,6.6438
N253PS,6.6836
N257PS,6.6264
N216PS,6.9146
N254PS,6.5087
N242JS,6.6460
N249PS,6.7551
N577NN,9.3372
N586NN,9.4112
N556NN,9.2009
N550NN,9.5760
N598NN,9.5497
N548NN,9.4224
N595NN,9.5393
N582NN,9.4650
N555NN,9.3857
N575NN,9.5649
N574NN,9.5304
N597NN,9.6575
N596NN,9.5325
N570NN,9.5239
N593NN,9.2991
N591NN,9.5193
N587NN,9.2908
N583NN,9.3357
N549NN,9.3533
N547NN,9.2355
N571NN,9.4642
N572NN,9.5615
N560NN,9.2329
N563NN,9.5267
N590NN,9.5197
N599NN,9.5620
N573NN,9.4164
N594NN,9.3630
N600NN,9.4987
N584NN,9.2079
N552NN,9.6576
N585NN,9.2783
N592NN,9.4525
N565NN,9.4755
N569NN,9.2214
N579NN,9.4811
N561NN,9.4838
N564NN,9.2751
N553NN,9.2044
N578NN,9.5785
N562NN,9.3459
N581NN,9.4064
N566NN,9.3597
N709PS,7.8725
N705PS,8.1886
N512AE,7.9278
N510AE,8.0027
N218PS,6.6167
N706PS,7.9501
N503AE,7.8865
N537EA,8.2373
N513AE,8.0417
N534EA,8.3132
N558NN,9.3898
N260JS,6.6326
N247JS,6.4010
N258PS,6.7375
N237PS,6.3811
N261PS,6.8098
N213PS,6.6883
N259PS,6.5996
N589NN,9.4466
N588NN,9.3745
N509AE,8.0376
N517AE,8.0916
N220PS,6.4714
N248PS,6.5572
N202PS,6.4916
N223JS,6.6570
N580NN,9.5284
N7864B,5.1981
N8557Q,5.4723
N8558Z,5.4426
N7865A,5.1086
N7866A,5.1592
N8559Q,5.4812
N8560Z,5.5435
N7886A,5.0139
N84307,7.8528
N86309,7.5471
N85355,7.5053
N86350,7.5757
N89304,7.6511
N515MJ,5.3889
N86336,7.6560
N513MJ,5.5560
N88301,7.7316
N89357,7.4685
N85352,7.5292
N80343,7.6481
N88310,7.5631
N85358,7.5528
N85320,7.6655
N82333,7.8529
N85340,7.5765
N88359,7.6207
N86324,7.8581
N87302,7.7423
N88331,7.7548
N88335,7.6072
N89349,7.7142
N88332,7.5702
N89317,7.6073
N83329,7.6052
N88330,7.6202
N85323,7.4923
N86316,7.6241
N82314,7.4084
N88326,7.5488
N85356,7.5757
N88325,7.8078
N85354,7.6525
N85351,7.8296
N80348,7.6276
N87303,7.6177
N86334,7.6464
N88341,7.6441
N86322,7.7187
N87353,7.6653
N89308,7.6036
N88328,7.7228
N89342,7.6017
N87339,7.6849
N88327,7.6800
N89313,7.6710
N86311,7.6811
N88346,7.6215
N87345,7.5580
N86347,7.9464
N82338,7.6929
N89315,7.4780
N86312,7.5901
N509MJ,5.3687
N521LR,5.3725
N86344,7.6356
N87319,7.8927
N87318,7.6251
N89321,7.6363
N516LR,5.6181
N87337,7.6739
N508MJ,5.3830
N93305,7.6377
N917FJ,7.4279
N929LR,7.5413
N947LR,7.5450
N905J,7.4348
N916FJ,7.5747
N241LR,7.4818
N921FJ,7.6689
N946LR,7.4368
N909FJ,7.4043
N908FJ,7.5419
N918FJ,7.2396
N903FJ,7.4155
N910FJ,7.5040
N927LR,7.5922
N243LR,7.2243
N247LR,7.3648
N938LR,7.5437
N950LR,7.5346
N952LR,7.6505
N920FJ,7.3699
N928LR,7.4317
N942LR,7.7462
N249LR,7.2460
N919FJ,7.4207
N904FJ,7.5508
N956LR,7.5160
N933LR,7.5144
N948LR,7.4495
N913FJ,7.5396
N945LR,7.5072
N915FJ,7.5266
N931LR,7.4881
N930LR,7.8427
N922FJ,7.4709
N955LR,7.8170
N932LR,7.4417
N939LR,7.5737
N953LR,7.6254
N951LR,7.5549
N248LR,7.1811
N926LR,7.7307
N943LR,7.4602
N914FJ,7.3794
N954LR,7.6498
N244LR,7.3819
N957LR,7.6006
N925FJ,7.4441
N912FJ,7.3368
N906FJ,7.4896
N245LR,7.1508
N944LR,7.4784
N329MS,7.5378
N242LR,7.4057
N923FJ,7.4717
N958LR,7.7074
N902FJ,7.6007
N934FJ,7.3104
N935LR,7.3938
N959LR,7.6677
N907FJ,7.3589
N326MS,7.6049
N911FJ,7.5795
N246LR,7.2844
N407SW,7.3771
N511MJ,5.4704
N507MJ,5.5021
N514MJ,5.4761
N87306,7.7202
N510MJ,5.4258
N504MJ,5.5399
N502MJ,5.3581
N518LR,5.5564
N512MJ,5.6041
N522LR,5.6212
N501MJ,5.4841
N503MJ,5.3722
N519LR,5.5111
N505MJ,5.5179
N506MJ,5.4185
N107HQ,8.3552
N417YX,8.2616
N410YX,7.9732
N133HQ,8.3877
N108HQ,8.2237
N428YX,7.9835
N431YX,8.2917
N114HQ,8.1132
N405YX,8.1181
N121HQ,8.3479
N414YX,8.0910
N427YX,8.0149
N102HQ,8.2804
N136HQ,8.6157
N434YX,8.1498
N117HQ,8.4412
N125HQ,8.3360
N404YX,8.0860
N430YX,8.2351
N445YX,8.0910
N118HQ,8.3299
N406YX,8.0630
N127HQ,8.3746
N416YX,7.9165
N119HQ,8.2442
N420YX,8.0741
N441YX,8.0051
N408YX,8.1682
N115HQ,8.2343
N421YX,8.1511
N407YX,8.0047
N411YX,8.0864
N424YX,8.1722
N123HQ,8.1689
N111HQ,8.3567
N412YX,7.9598
N130HQ,8.3079
N429YX,8.0210
N415YX,8.0388
N109HQ,8.2036
N104HQ,8.0997
N113HQ,8.3868
N425YX,8.2582
N131HQ,8.1124
N105HQ,8.4256
N446YX,8.0058
N440YX,8.1147
N116HQ,8.1176
N409YX,8.1149
N135HQ,8.3648
N120HQ,8.3731
N122HQ,8.2945
N137HQ,8.2377
N110HQ,8.2383
N106HQ,8.3433
N126HQ,8.2829
N402YX,8.1389
N101HQ,8.2385
N439YX,8.0599
N413YX,7.9947
N443YX,7.9795
N426YX,7.9354
N138HQ,8.2692
N419YX,8.1842
N129HQ,8.1501
N444YX,7.9590
N437YX,8.0926
N103HQ,8.2230
N435YX,8.1779
N438YX,8.1387
N447YX,7.8883
N442YX,8.0500
N128HQ,8.3545
N132HQ,8.2124
N423YX,8.0582
N436YX,8.0621
N112HQ,8.4662
N401YX,8.1384
N422YX,8.0873
N418YX,8.0751
N809MD,8.9446
N433YX,8.1406
N134HQ,8.3779
N432YX,8.1301
N403YX,8.1266
N124HQ,8.2455
N824MD,8.7186
N201JQ,9.2467
N202JQ,9.1517
N210JQ,9.1109
N875RW,8.5865
N211JQ,9.1558
N870RW,8.6996
N205JQ,8.9290
N860RW,8.7447
N815MD,8.8087
N874RW,8.8944
N216JQ,9.1961
N213JQ,9.1376
N208JQ,9.1738
N879RW,8.6028
N873RW,8.6630
N212JQ,9.0911
N823MD,8.8826
N882RW,8.7515
N209JQ,8.9022
N872RW,8.8025
N357FC,8.6681
N878RW,8.5438
N214JQ,9.1639
N204JQ,9.2122
N215JQ,9.3348
N867RW,8.7291
N203JQ,9.1057
N876RW,8.2068
N868RW,8.9361
N871RW,8.7521
N810MD,8.5952
N880RW,8.5197
N869RW,8.6382
N818MD,8.6077
N207JQ,9.1900
N206JQ,9.0987
N652RW,8.4816
N728YX,8.6810
N724YX,8.7826
N733YX,8.8099
N650RW,8.5725
N732YX,8.7546
N865RW,8.6624
N859RW,8.3420
N722YX,8.7291
N729YX,8.8953
N731YX,8.6382
N654RW,8.5590
N634RW,8.3546
N746YX,8.5859
N653RW,8.4801
N647RW,8.6532
N721YX,8.7456
N640RW,8.4644
N747YX,8.7508
N863RW,8.6194
N727YX,8.8927
N651RW,8.5317
N741YX,8.6967
N748YX,8.7025
N740YX,8.8079
N745YX,8.7344
N726YX,8.7180
N657RW,8.6097
N857RW,8.6294
N643RW,8.2651
N861RW,8.3832
N637RW,8.4860
N979RP,8.6146
N633RW,8.3971
N855RW,8.5501
N644RW,8.5759
N856RW,8.5365
N641RW,8.5745
N739YX,8.7999
N648RW,8.5750
N749YX,8.7658
N655RW,8.4845
N751YX,8.7621
N649RW,8.5925
N639RW,8.7533
N646RW,8.4166
N730YX,8.7546
N725YX,8.6616
N736YX,8.8684
N743YX,8.8171
N744YX,8.8646
N645RW,8.6870
N723YX,8.7314
N632RW,8.7108
N750YX,8.6438
N636RW,8.7129
N858RW,8.5433
N862RW,8.6718
N742YX,8.8588
N752YX,8.6037
N864RW,8.7201
N638RW,8.4509
N631RW,8.6900
N642RW,8.7748
N656RW,8.4298
N635RW,8.4663
N965NN,10.3976
N153AN,9.9528
N121AN,10.9018
N137AA,10.0467
N890NN,10.0518
N947NN,10.2622
N149AN,9.7705
N8030F,9.0211
N9006,9.3920
N9017P,9.3517
N9016,9.0303
N70020,9.1220
N868NN,10.0102
N151AN,10.1789
N9029F,9.0160
N990AU,10.0188
N9022G,9.0113
N158AN,10.0111
N983NN,10.0151
N816NN,9.8619
N971TW,8.9617
N883NN,9.9027
N944AN,9.9468
N916NN,9.9566
N878NN,9.9619
N884NN,10.0670
N962AN,9.6525
N807NN,9.7445
N934NN,9.9375
N948NN,9.9028
N922NN,9.9232
N823NN,9.8430
N968AN,9.5697
N930NN,9.9383
N810NN,9.4688
N979AN,9.9590
N909NN,9.9782
N935NN,9.7836
N956AN,9.9085
N896NN,9.7964
N960AN,10.0964
N950AN,9.9651
N841NN,9.8606
N976AN,9.8567
N808NN,9.6996
N834NN,9.6776
N927NN,9.9366
N301PA,9.9988
N921AN,9.9348
N354PT,10.0871
N895NN,9.9755
N853NN,9.6849
N876NN,10.2055
N846NN,10.1431
N904AN,9.6972
N842NN,10.0051
N906AN,9.8506
N905AU,10.0826
N989AU,10.4586
N134AN,10.7681
N145AN,10.0886
N166NN,9.7828
N995AN,10.3403
N159AN,10.0567
N135NN,10.0904
N991AU,10.4229
N910AU,10.0892
N167AN,10.0969
N146AA,10.3802
N931AM,10.2610
N155NN,10.0630
N142AN,9.9913
N160AN,9.9072
N147AA,10.4559
N9629H,8.9685
N982TW,8.7952
N967TW,8.7546
N9615W,8.8785
N9621A,9.0263
N9681B,8.9733
N70425,8.3677
N9620D,9.0719
N983TW,9.0654
N9625W,8.4888
N555AN,8.6645
N972TW,9.0376
N9677W,8.8589
N965TW,8.8533
N966TW,8.9686
N9619V,8.8836
N7541A,8.9774
N980TW,9.0557
N9617R,8.9334
N7548A,8.8607
N7528A,7.8700
N958AN,9.8934
N813NN,9.8581
N942AN,10.0297
N941AN,10.0799
N996NN,9.9589
N894NN,9.7041
N872NN,10.0378
N946NN,10.0989
N921NN,9.7470
N871NN,9.8832
N849NN,9.8355
N944NN,9.9778
N936AN,9.7337
N852NN,9.6826
N916AN,9.7589
N833NN,9.6663
N915AN,9.8038
N882NN,9.7525
N938NN,9.9635
N897NN,10.1262
N908AN,10.1258
N917NN,9.8406
N874NN,9.9499
N879NN,9.8721
N923NN,10.1661
N829NN,9.8088
N854NN,9.6821
N359PX,10.2428
N809NN,9.6935
N865NN,10.0659
N891NN,9.8165
N305NX,10.0494
N9622A,9.1187
N9618A,8.8690
N9624T,9.2397
N9630A,8.7837
N954AN,10.0157
N306PB,10.1637
N858NN,9.9915
N144AN,9.7930
N139AN,10.1044
N930AU,10.0120
N996AN,10.0013
N900UW,10.1339
N932AM,10.1174
N140AN,10.0322
N164NN,9.9386
N987AM,9.9731
N919AN,9.8791
N993AN,10.0910
N928AM,10.3532
N141NN,10.3363
N933AM,10.0160
N836NN,9.9039
N902AN,9.9271
N925NN,9.9710
N947AN,9.8181
N970AN,9.9034
N837NN,9.8959
N929NN,10.0595
N912NN,9.8148
N946AN,9.7733
N889NN,9.9874
N859NN,9.3995
N315PE,10.2026
N863NN,9.8397
N971AN,10.0364
N806NN,9.8680
N974AN,10.1903
N924AN,9.9451
N907AN,9.8750
N991NN,10.3038
N927AN,9.9845
N982AN,9.6881
N937AN,10.0079
N918AN,10.0738
N898NN,9.8493
N971NN,9.9996
N949AN,9.9951
N113AN,10.4115
N117AN,10.2481
N105NN,10.3605
N917AN,9.5847
N107NN,10.2524
N899NN,10.1093
N970NN,10.2419
N993NN,10.1562
N7547A,8.3578
N969TW,8.9317
N779AN,9.3014
N943AN,9.7232
N976NN,10.0459
N977NN,10.1173
N338PK,10.0152
N936NN,9.8949
N949NN,10.2448
N950NN,9.9576
N967NN,10.2996
N805NN,9.8297
N966AN,10.0577
N860NN,9.7100
N904NN,9.8435
N864NN,9.8424
N953NN,10.1110
N317PG,10.1092
N985NN,10.1208
N951NN,10.1458
N981NN,10.1371
N959NN,10.2734
N8001N,9.0855
N93003,8.9986
N9025B,9.1860
N8009T,9.1627
N9015D,8.9688
N90024,9.1922
N9011P,9.3589
N8031M,9.0962
N9021H,9.1162
N9019F,9.3125
N9008U,9.8796
N12028,9.1231
N9018E,9.2008
N9013A,9.6566
N9002U,9.2422
N9012,9.2006
N727AN,10.1364
N394AN,10.2718
N9405T,8.2746
N964TW,8.9513
N970TW,8.8273
N962TW,8.7019
N963TW,9.1106
N9628W,8.8167
N812NN,9.6688
N955AN,9.9264
N931AN,9.8072
N905NN,9.8947
N908NN,9.8018
N819NN,9.8138
N803NN,9.7109
N906NN,9.9018
N850NN,9.8229
N963AN,9.6668
N990AN,9.6459
N973AN,9.8735
N957AN,9.7178
N905AN,9.8465
N926NN,9.9629
N913AN,10.0517
N825NN,9.8485
N915NN,9.8573
N880NN,9.7975
N981AN,9.9025
N907NN,10.1512
N978AN,10.1246
N969NN,9.8759
N983AN,9.6712
N968NN,9.8986
N822NN,9.6243
N984NN,9.9625
N885NN,9.8936
N200NV,10.0029
N316PF,10.1054
N940NN,9.9721
N980AN,9.9286
N910AN,9.8093
N992NN,9.9879
N881NN,9.7865
N987NN,10.0712
N301NW,10.2533
N942NN,10.4177
N941NN,10.1370
N918NN,9.9327
N961NN,10.2103
N343PN,10.1492
N966NN,10.1705
N998AN,10.3038
N992AU,10.2613
N909AM,10.2346
N136AN,9.7802
N994AN,10.2664
N986AN,10.0574
N156AN,10.2380
N902NN,10.0378
N9626F,9.1229
N7550,8.5184
N984TW,8.6038
N870NN,10.0800
N814NN,9.8617
N827NN,9.7402
N887NN,9.9329
N844NN,9.6317
N817NN,9.8359
N988NN,10.4068
N901AN,9.9575
N992AN,9.5777
N920NN,10.0271
N924NN,10.1591
N982NN,9.8409
N989AN,9.8353
N914AN,9.8297
N945NN,10.0327
