Tail_Number,AVG(TaxiIn)
N33292,8.0635
N33264,7.9624
N13750,7.7125
N76522,8.0594
N17233,8.0789
N65832,8.2346
N68811,8.3322
N67827,8.2823
N76529,8.0739
N66831,8.3186
N69818,8.1792
N74856,10.0917
N75429,8.3578
N54241,8.0108
N37419,8.3714
N26906,10.7518
N37434,8.1785
N38473,8.6079
N27477,8.2624
N54711,7.8330
N38417,8.2647
N57863,10.1034
N69816,8.1677
N87527,8.2617
N12114,9.6997
N39416,8.3929
N430WN,5.6144
N713SW,5.6017
N744SW,5.7283
N825UA,7.5786
N498UA,7.6008
N838UA,7.4818
N808UA,7.4473
N420UA,7.7626
N834UA,7.4566
N847UA,7.4962
N430UA,7.7498
N440UA,7.8091
N422UA,7.5955
N855UA,7.5509
N437UA,7.5529
N402UA,7.6867
N483UA,7.5501
N473UA,7.5445
N411UA,7.8144
N819UA,7.5681
N448UA,7.3849
N802UA,7.6297
N459UA,7.7450
N212UA,8.4457
N418UA,7.6102
N433UA,7.5863
N415UA,7.6746
N419UA,7.5369
N432UA,7.7130
N821UA,7.4126
N405UA,7.5716
N425UA,7.7307
N831UA,7.7184
N434UA,7.6311
N403UA,7.5587
N449UA,7.5117
N816UA,7.4982
N464UA,7.6640
N805UA,7.3637
N445UA,7.6871
N468UA,7.5393
N779UA,8.3109
N824UA,7.5266
N806UA,7.6412
N446UA,7.7168
N545UA,8.5420
N427UA,7.6811
N417UA,7.5832
N489UA,7.6079
N470UA,7.5674
N809UA,7.4867
N832UA,7.4635
N454UA,7.6943
N428UA,7.5955
N480UA,7.5277
N474UA,7.6643
N815UA,7.5326
N484UA,7.6436
N852UA,7.4654
N490UA,7.5216
N550UA,8.5186
N801UA,7.4769
N810UA,7.5255
N478UA,7.6698
N826UA,7.3695
N836UA,7.4688
N544UA,8.6225
N409UA,7.7387
N823UA,7.4685
N410UA,7.7371
N406UA,7.5665
N214UA,8.3849
N455UA,7.6252
N833UA,7.6346
N413UA,7.6192
N803UA,7.6681
N812UA,7.3684
N481UA,7.5229
N461UA,7.5692
N460UA,7.6394
N494UA,7.6191
N804UA,7.4806
N528UA,8.9514
N469UA,7.7293
N479UA,7.7327
N467UA,7.6335
N596UA,9.8134
N496UA,7.7396
N548UA,8.4108
N465UA,7.5904
N845UA,7.4797
N493UA,7.7939
N547UA,8.7231
N535UA,8.8241
N846UA,7.6479
N421UA,7.7223
N814UA,7.5069
N456UA,7.4798
N811UA,7.6574
N462UA,7.6353
N839UA,7.3379
N431UA,7.6987
N471UA,7.6899
N491UA,7.7009
N512UA,10.0860
N587UA,10.0909
N514UA,9.0058
N844UA,7.5831
N466UA,7.6250
N476UA,7.8285
N451UA,7.6237
N444UA,7.8077
N828UA,7.6110
N443UA,7.4761
N840UA,7.5438
N414UA,7.7146
N477UA,7.6714
N436UA,7.6194
N452UA,7.4732
N509UA,8.7056
N589UA,10.0468
N549UA,7.7531
N853UA,7.4013
N488UA,7.6926
N546UA,10.2554
N598UA,10.2488
N505UA,9.8641
N463UA,7.6441
N435UA,7.6899
N830UA,7.4260
N841UA,7.5196
N676UA,10.2175
N416UA,7.7879
N215UA,8.5250
N595UA,9.9577
N447UA,7.5432
N590UA,9.8157
N843UA,7.4660
N820UA,7.6290
N404UA,7.7054
N807UA,7.4649
N837UA,7.4134
N497UA,7.6155
N401UA,7.7223
N522UA,8.7683
N827UA,7.5828
N663UA,9.3494
N835UA,7.5629
N842UA,7.4378
N850UA,7.4066
N457UA,7.7228
N475UA,7.6958
N829UA,7.4680
N576UA,9.1915
N854UA,7.3893
N529UA,8.8804
N526UA,8.7186
N568UA,9.9160
N407UA,7.6850
N851UA,7.5199
N661UA,9.6904
N487UA,7.6683
N429UA,7.6212
N537UA,8.8521
N510UA,10.0549
N68801,8.3593
N87507,8.1118
N58101,9.6725
N78506,8.0474
N16217,8.0375
N77261,8.0841
N69826,8.2150
N26208,8.1996
N17730,7.7907
N24211,8.4543
N12116,9.7285
N14704,7.8615
N13113,9.7455
N75854,10.2072
N36280,7.7305
N14250,8.0115
N77295,8.3977
N79521,8.3746
N57857,10.0759
N23707,7.7718
N76502,7.9694
N68822,8.3635
N16234,8.0202
N16713,7.6704
N15710,7.9010
N69835,8.3242
N23708,7.9006
N39726,8.6906
N68823,8.2223
N75425,8.3891
N57862,10.0892
N13138,9.4172
N37281,8.0161
N33286,7.9213
N39475,8.4632
N57439,8.3442
N37252,7.9296
N38727,7.9915
N12216,8.0867
N39450,8.1545
N27724,7.7819
N32404,7.5407
N37287,8.1075
N37464,8.2578
N27239,7.9556
N47414,8.3637
N68817,8.3657
N76515,8.0265
N27205,8.0213
N26123,9.9621
N16703,7.8064
N19136,9.7620
N69813,8.4001
N34460,8.3571
N76288,8.0259
N66803,8.2898
N18243,8.0865
N63820,8.4318
N11206,8.0849
N73445,8.2803
N29129,9.5729
N81449,8.3756
N38459,8.2713
N14731,7.6792
N73291,8.0350
N18220,8.0182
N38458,8.2112
N37298,8.0717
N75432,8.3155
N75436,8.4173
N76516,8.0460
N69829,8.4288
N26226,8.0810
N25705,7.8176
N37427,8.3711
N15712,7.9251
N38454,8.3817
N24729,7.6887
N35260,8.0400
N75426,8.2946
N75851,10.3402
N73275,8.1129
N75428,8.2326
N38446,8.3277
N78509,8.0350
N38257,7.9723
N39418,8.4350
N77871,10.2695
N31412,7.5748
N77525,8.1161
N37468,8.3459
N78866,10.0225
N76021,10.4526
N12218,7.9581
N16709,7.7232
N17719,7.7569
N17245,8.1108
N73278,7.8897
N37277,8.1195
N69830,8.3711
N24706,7.7498
N38403,7.5607
N34455,8.1966
N76503,8.0241
N38424,8.3212
N39423,8.4177
N13110,9.3762
N39463,8.3112
N67815,8.1951
N73251,7.9476
N14106,9.6841
N76514,8.1870
N69834,8.7204
N76517,8.1039
N17229,8.1255
N24212,8.0967
N27213,8.1550
N45905,11.0185
N53441,8.2326
N66837,8.3100
N39728,7.6749
N12225,8.1881
N13248,8.0403
N27722,7.7686
N69810,8.1684
N33289,8.0763
N17122,9.5295
N68452,8.1997
N75858,10.1800
N57868,10.1751
N73270,7.9565
N14107,9.5338
N39415,8.3288
N17105,10.0467
N37465,8.4038
N16732,7.9122
N24702,7.7198
N38451,8.4096
N38443,8.2880
N75435,8.5517
N30401,7.5421
N37263,8.0411
N19141,9.8251
N18119,9.6100
N77865,10.0960
N37422,8.3613
N17133,9.6109
N37456,8.4145
N34282,7.9239
N18223,8.0585
N37420,8.3589
N76528,8.1890
N73256,7.8545
N14230,8.0978
N37471,8.2253
N36469,8.3218
N68807,8.4392
N37253,8.0245
N27901,11.1073
N76254,8.0952
N76504,8.0115
N66051,9.5717
N53442,8.3171
N77431,8.3125
N23721,8.0898
N317WN,5.7491
N368SW,5.7743
N19130,9.5604
N39297,7.6939
N77867,10.1979
N36447,8.1795
N76519,8.2430
N14228,7.9477
N78285,7.9606
N27733,7.7127
N56859,10.0093
N57855,10.3949
N14231,7.9568
N48127,9.5892
N73406,7.6122
N37470,8.3232
N24224,8.2176
N14115,9.8857
N77019,10.8250
N77430,8.3578
N57864,10.2118
N12125,9.6419
N37413,8.3415
N76054,10.6989
N79279,7.8157
N73283,7.9737
N77296,8.1939
N17139,9.6338
N13716,7.7851
N77510,8.0444
N27908,12.2115
N26909,11.5774
N33103,9.8430
N20904,12.1510
N78511,8.1484
N73860,10.1503
N28478,8.3645
N17128,9.8587
N35407,7.6035
N37462,8.1503
N19117,9.8542
N41135,9.8540
N14102,9.7944
N87531,8.0324
N77066,10.4871
N77006,10.9661
N14237,8.1641
N36444,8.1237
N24715,7.7959
N69063,10.1577
N41140,9.5862
N78060,9.3590
N78001,10.7712
N27903,11.3622
N12109,9.7606
N67134,9.8018
N17126,9.6453
N8656B,6.2570
N669SW,5.9703
N553WN,5.6446
N496WN,5.5850
N730SW,5.5543
N633AW,8.5789
N282AY,9.2401
N276AY,9.0614
N647SW,5.9594
N281AY,9.3009
N7719A,5.5967
N607SW,6.0694
N726SW,5.5841
N728SW,5.6021
N745SW,5.5909
N499WN,5.6418
N8657B,6.3034
N7710A,5.5792
N7731A,5.5836
N643SW,5.9728
N8658A,6.2491
N521NK,9.1282
N512NK,9.0696
N528NK,9.3273
N523NK,9.0245
N534NK,9.1184
N506NK,9.1258
N516NK,9.1725
N502NK,9.2532
N525NK,9.2250
N533NK,9.0884
N515NK,9.1865
N505NK,9.1364
N522NK,9.1333
N514NK,9.1670
N509NK,9.1159
N517NK,9.1695
N508NK,9.1112
N529NK,9.2131
N531NK,9.1042
N633NK,9.1893
N617NK,9.1262
N613NK,9.2596
N621NK,9.4091
N608NK,9.2940
N616NK,9.2859
N622NK,9.3590
N619NK,9.2255
N615NK,9.0745
N624NK,9.3486
N605NK,9.2488
N609NK,9.0742
N604NK,9.1573
N602NK,9.2009
N628NK,9.3082
N629NK,9.2554
N601NK,9.0679
N612NK,9.0987
N626NK,9.4037
N606NK,9.1964
N625NK,9.2295
N627NK,9.3832
N632NK,9.0910
N631NK,9.3413
N623NK,9.4878
N620NK,9.2402
N636NK,9.2378
N630NK,9.3994
N614NK,9.3474
N524NK,9.3575
N510NK,9.1975
N527NK,9.1183
N530NK,9.2859
N519NK,9.0454
N504NK,9.1241
N503NK,9.1979
N507NK,9.1321
N526NK,8.9478
N532NK,9.2235
N618NK,9.2012
N607NK,9.2587
N611NK,9.2860
N635NK,9.3741
N634NK,9.4456
N603NK,9.2079
N626MQ,7.9865
N691MQ,8.6020
N675MQ,9.5466
N618MQ,8.8650
N655MQ,8.5582
N633MQ,9.0555
N656MQ,8.8386
N602MQ,8.8582
N630MQ,8.5116
N909MQ,8.6571
N681MQ,8.3495
N608MQ,8.9083
N671MQ,10.7908
N900MQ,8.3699
N612MQ,9.6030
N848MQ,8.6504
N933MQ,8.5084
N679MQ,8.7737
N906MQ,8.5942
N676MQ,9.2388
N634MQ,8.5510
N923MQ,8.4092
N605MQ,8.4827
N695MQ,8.8125
N823MQ,8.3415
N939MQ,8.4608
N615MQ,9.3045
N649MQ,8.2228
N683MQ,8.5658
N609MQ,8.3603
N932MQ,8.5753
N632MQ,8.4011
N610MQ,8.2585
N668MQ,8.3940
N678MQ,9.2500
N928MQ,8.1104
N657MQ,8.3871
N607MQ,8.9442
N625MQ,8.2423
N640MQ,8.4618
N672MQ,7.3089
N684MQ,8.4273
N663MQ,8.6421
N694MQ,8.6483
N639MQ,8.4936
N611MQ,8.3327
N812MQ,10.3846
N849MQ,9.5934
N852MQ,10.0722
N935MQ,8.3871
N907MQ,8.7740
N833MQ,8.2178
N614MQ,8.3725
N677MQ,7.6539
N905MQ,8.6459
N697MQ,8.2679
N692MQ,8.4299
N623MQ,8.2982
N686MQ,8.6786
N629MQ,9.4359
N603MQ,8.2288
N902MQ,8.5983
N638MQ,8.6521
N673MQ,9.6870
N682MQ,9.2084
N687MQ,10.8333
N512MQ,9.1362
N521MQ,8.5186
N6EAMQ,8.8638
N515MQ,8.7352
N513MQ,8.8031
N504MQ,8.6304
N510MQ,9.7678
N524MQ,8.9744
N544MQ,9.5159
N509MQ,8.9191
N516MQ,8.7360
N542MQ,8.7376
N537MQ,8.7239
N1EAMQ,8.4810
N520MQ,9.0683
N534MQ,8.4590
N5PBMQ,8.4809
N506MQ,8.9655
N532MQ,8.8235
N546MQ,8.3472
N809MQ,8.5012
N853MQ,8.6618
N661MQ,8.5158
N826MQ,8.5894
N838MQ,8.6625
N827MQ,8.5357
N820MQ,8.2730
N836MQ,8.2590
N854MQ,9.0349
N815MQ,8.3817
N814MQ,9.0065
N843MQ,8.4833
N637NK,9.2837
N587NK,8.2880
N588NK,8.3468
N869AS,8.1640
N464SW,8.3725
N466SW,7.6613
N863AS,7.9661
N435SW,8.3075
N492SW,8.1505
N477CA,7.0544
N417SW,8.5228
N465SW,7.3897
N866AS,8.2215
N693BR,7.3565
N862AS,8.4114
N868CA,6.6736
N864AS,8.0250
N951SW,6.9558
N290SW,6.8581
N568SW,6.9749
N298SW,5.8023
N585SW,7.2345
N569SW,6.4733
N586SW,6.4358
N582SW,5.9660
N291SW,6.0100
N578SW,6.7849
N295SW,6.9436
N579SW,6.8314
N221SW,6.7009
N584SW,6.5784
N701BR,7.4015
N679SA,7.4993
N910SW,7.2549
N915SW,7.2932
N937SW,7.3646
N479CA,7.3043
N967SW,7.2972
N956SW,7.2745
N593ML,7.4734
N975SW,7.3470
N923SW,7.4235
N978SW,7.2943
N932EV,7.4666
N973SW,7.2569
N971SW,7.3998
N941SW,7.2355
N953SW,5.9765
N924SW,7.2281
N567SW,6.1270
N308SW,3.9628
N296SW,5.1437
N565SW,3.7186
N564SW,5.1685
N560SW,6.4118
N224SW,4.8879
N561SW,6.0500
N954SW,7.3712
N946SW,7.5079
N930SW,7.4015
N824AS,6.9369
N917SW,7.3274
N983CA,6.9758
N920SW,7.1576
N934SW,7.2491
N909SW,7.4162
N702BR,6.3146
N943SW,7.1944
N970SW,7.4024
N958SW,7.4036
N962SW,7.3413
N908SW,7.3443
N594SW,7.1881
N874AS,7.2591
N237SW,5.3838
N566SW,5.9878
N563SW,6.6998
N919SW,7.4127
N980SW,7.2638
N929EV,7.4437
N948SW,7.1313
N929SW,7.2395
N957SW,7.3133
N495CA,6.5988
N507CA,6.8055
N905SW,7.2793
N986CA,7.4608
N984CA,6.8106
N928SW,7.1592
N959SW,7.4104
N963SW,7.2762
N964SW,7.3756
N652BR,7.4795
N471CA,7.2928
N928EV,7.9173
N986SW,7.3987
N976SW,7.4480
N965SW,7.2985
N945SW,7.3407
N938SW,7.2869
N472CA,7.3258
N913SW,7.2947
N952SW,7.4025
N916SW,7.3546
N979SW,7.5267
N983SW,7.4133
N912SW,7.3840
N926SW,7.2892
N903SW,7.3819
N969SW,7.2594
N960SW,7.3996
N982SW,7.4484
N930EV,7.8008
N583SW,6.5960
N580SW,6.2797
N562SW,6.3750
N235SW,8.8750
N234SW,5.5441
N906SW,6.4744
N468CA,6.2007
N885AS,6.2332
N114SY,8.3154
N127SY,8.3273
N118SY,8.2186
N116SY,8.2535
N760SK,8.9109
N748SK,8.4570
N786SK,7.4843
N726SK,7.8684
N709SK,8.3341
N121SY,8.3495
N713SK,8.7218
N774SK,7.0817
N773SK,7.1866
N753SK,8.8439
N755SK,8.8828
N728SK,8.4300
N740SK,8.4482
N718SK,8.4996
N750SK,8.3592
N788SK,7.4166
N732SK,8.2324
N766SK,7.5656
N918SW,7.2116
N927SW,7.3742
N961SW,7.4221
N699BR,7.7228
N719SK,7.9327
N791SK,7.5014
N779SK,7.4414
N764SK,7.4284
N783SK,7.5078
N108SY,8.2719
N756SK,8.7623
N780SK,7.5308
N706SK,8.3949
N716SK,8.2253
N778SK,8.6834
N727SK,8.6366
N743SK,7.5700
N119SY,8.2122
N105SY,8.4043
N103SY,8.3616
N113SY,8.1919
N120SY,8.1823
N125SY,8.4115
N122SY,8.1626
N110SY,8.4817
N128SY,8.1269
N117SY,8.2053
N782SK,7.5378
N795SK,7.3068
N772SK,7.2966
N730SK,8.7583
N742SK,7.7725
N754SK,8.5737
N738SK,8.5804
N707SK,8.2756
N762SK,7.7166
N932SW,7.3301
N784SK,7.5355
N787SK,7.5455
N765SK,7.3283
N796SK,7.5424
N702SK,8.8059
N109SY,8.2644
N576SW,6.0178
N752SK,7.8146
N939SW,7.3582
N925SW,7.3217
N292SW,5.5645
N675BR,6.0993
N8903A,6.1039
N814SK,7.1002
N659BR,5.9676
N603QX,6.6916
N947SW,7.2219
N426SW,5.9249
N910EV,6.0254
N463SW,6.0631
N431SW,5.9761
N433SW,5.9805
N440SW,5.8905
N616QX,6.8360
N685BR,6.1430
N448SW,6.0504
N8923A,6.1200
N693CA,7.0185
N809CA,6.1494
N455SW,5.9224
N460SW,5.9739
N449SW,5.8316
N825SK,7.0275
N936SW,6.0325
N487CA,6.0465
N935SW,5.8993
N781CA,6.1520
N432SW,5.8393
N912EV,6.1132
N452SW,5.8525
N8965E,6.0767
N629BR,6.1188
N494CA,6.4289
N446SW,5.9664
N8884E,6.0451
N823AS,5.7879
N915EV,6.0170
N783CA,6.3178
N441SW,5.7835
N445SW,5.9915
N443SW,5.9437
N430SW,5.8668
N429SW,5.9095
N427SW,6.0673
N813SK,6.9416
N187PQ,6.9464
N800SK,6.9213
N554CA,7.0680
N816SK,7.0829
N548CA,6.9490
N161PQ,7.0615
N806SK,6.9604
N812SK,7.0410
N821SK,6.9868
N804SK,6.9718
N810SK,7.1045
N822SK,6.9494
N170PQ,6.9971
N809SK,7.0205
N817SK,7.0128
N805SK,7.0014
N459SW,5.9764
N437SW,5.9398
N418SW,5.8233
N8982A,6.0168
N913EV,6.0490
N461SW,5.9595
N807SK,6.9391
N632SK,6.5264
N607SK,6.4250
N606SK,6.4858
N603SK,6.3512
N631SK,6.5224
N633SK,6.4614
N614SK,6.5002
N611SK,6.3555
N613QX,6.8754
N625CA,6.4816
N679CA,6.9808
N613SK,6.3463
N823SK,6.9318
N608SK,6.5721
N416SW,5.7971
N455CA,5.9727
N457SW,5.9912
N439SW,6.0898
N453SW,6.0390
N820SK,7.0354
N803SK,6.9269
N454SW,5.9458
N442SW,5.9072
N779CA,5.8267
N438SW,5.9605
N641CA,6.5204
N162PQ,7.0799
N824SK,7.0105
N802SK,7.0374
N549CA,6.9164
N758SK,8.4925
N763SK,7.4215
N785SK,7.5587
N708SK,8.4721
N776SK,8.7517
N270YV,5.1200
N790SK,7.5824
N746SK,8.4654
N797SK,7.4011
N771SK,7.5281
N724SK,8.7130
N793SK,7.4120
N703SK,8.6100
N767SK,7.4253
N745SK,8.4236
N712SK,8.3704
N789SK,7.4612
N792SK,7.5318
N794SK,7.4679
N715SK,8.8316
N701SK,8.3792
N768SK,7.4627
N124SY,8.2570
N107SY,8.1222
N744SK,8.4913
N106SY,8.1774
N770SK,7.4207
N710SK,8.3608
N751SK,8.6430
N705SK,8.4253
N907SW,6.5310
N506CA,6.3293
N821AS,7.4978
N944SW,6.1936
N875AS,6.3892
N886AS,6.3429
N496CA,6.2271
N889AS,6.1404
N898SK,7.2795
N896SK,7.1603
N899SK,7.0842
N897SK,7.1720
N609SK,6.4239
N630SK,6.3695
N922EV,6.1627
N926EV,6.2102
N686BR,6.4595
N528CA,5.6318
N923EV,6.2956
N883AS,5.9592
N843AS,6.0226
N135EV,6.7448
N859AS,6.0439
N852AS,5.9183
N851AS,5.9179
N838AS,6.1195
N857AS,6.3392
N847AS,5.9351
N868AS,6.5046
N884AS,6.9082
N878AS,6.1558
N924EV,6.3186
N914EV,6.2047
N916EV,6.1611
N925EV,6.7601
N920EV,6.1746
N867AS,6.0736
N933EV,7.0680
N931EV,6.1334
N839AS,5.8098
N854AS,6.5552
N846AS,5.9175
N855AS,6.0399
N837AS,5.8456
N842AS,5.8233
N840AS,5.8848
N870AS,6.7701
N882AS,6.3466
N927EV,6.2507
N612QX,6.9771
N881AS,6.4223
N604SK,6.8745
N617QX,6.8547
N815SK,7.0860
N689CA,7.0485
N498CA,6.5314
N11535,7.8344
N12528,6.7983
N13202,8.2098
N17524,7.2316
N11181,8.0244
N11165,8.0516
N11140,8.2349
N11548,7.9357
N12126,7.9738
N12530,6.8140
N12957,7.3210
N12563,7.8267
N28529,6.8785
N17108,7.9817
N17196,7.9885
N21129,7.8069
N14177,8.0410
N14174,7.8941
N14203,7.9709
N14173,7.7995
N14542,7.8795
N14953,7.9565
N14916,7.9005
N16525,7.1133
N16976,7.8700
N21154,8.2233
N11107,7.9686
N11164,7.8947
N12201,7.9119
N31131,8.2472
N34110,7.9157
N24103,7.9864
N14116,7.9487
N14143,8.1391
N14117,8.2750
N14158,7.9865
N14171,8.2359
N16178,7.8993
N21130,8.1328
N17169,7.8822
N11526,6.8615
N12924,8.0326
N29515,6.8663
N14514,7.2960
N11113,8.8678
N12160,8.0067
N13913,7.7388
N13566,7.7955
N14179,8.1880
N15527,6.7897
N10575,7.7904
N14105,8.0138
N14959,8.0490
N13992,7.8327
N12145,8.1661
N12167,8.0326
N13124,8.2686
N13132,8.4687
N14168,7.8220
N16147,8.1984
N16112,7.8632
N11119,8.7723
N18102,8.4377
N12136,8.1791
N17984,7.8864
N14904,7.8729
N11127,8.1094
N12172,7.9219
N18556,7.8929
N13133,8.2934
N13975,7.8273
N15574,7.8556
N11191,8.1910
N11193,7.9298
N11184,8.0096
N12163,7.8782
N12567,7.8244
N11189,7.8324
N11192,8.1408
N15910,7.8866
N16183,8.0277
N13989,7.9500
N13994,7.8636
N13538,7.8997
N14204,7.9517
N14950,8.0499
N17146,8.0731
N34111,8.3075
N13914,7.9165
N12540,7.9618
N16999,7.9052
N26549,7.8150
N13550,7.8754
N13958,8.1250
N15572,7.9685
N16918,7.8374
N16987,7.8340
N11547,8.0028
N11544,7.8705
N16546,7.8309
N17560,7.7966
N13964,8.1409
N16961,8.2988
N12900,7.9531
N13979,7.7939
N14562,7.8854
N14923,7.9590
N15985,7.9363
N18557,7.8624
N21537,7.8280
N14543,7.7827
N16561,7.9012
N12122,8.1398
N12175,8.0168
N12195,7.9080
N12142,8.1253
N17159,7.9904
N16559,7.9944
N15986,7.8961
N22971,7.9257
N13161,7.9927
N13978,7.7305
N27962,8.2244
N18120,8.2708
N13903,7.7233
N15983,7.9202
N13123,8.2052
N13965,7.9902
N15980,7.9391
N11199,8.1704
N11109,7.9218
N14902,7.9027
N14573,7.9096
N11565,7.9019
N12996,7.9304
N26545,8.0151
N13997,7.7853
N27200,7.9584
N13988,7.7433
N14570,7.9099
N14991,7.8406
N25134,8.0645
N11187,8.1419
N11194,8.1076
N24128,8.5580
N17115,7.9375
N21144,8.1912
N14162,7.9345
N16170,7.9027
N17185,7.9757
N17138,8.3128
N16911,7.8787
N13118,7.9223
N13995,8.0694
N14972,8.1658
N14977,7.7797
N11536,7.8474
N11176,8.0974
N14186,8.3137
N12564,7.8510
N13968,8.1965
N14558,7.8958
N33182,8.2333
N27152,8.0231
N14998,8.0820
N41104,8.9947
N12967,8.0065
N16149,7.8649
N16541,7.8906
N11155,7.0175
N10156,9.2088
N12157,7.9643
N12921,7.9486
N29917,7.9104
N13955,11.0909
N19554,8.0022
N15555,7.9132
N27190,8.0005
N36915,7.8615
N16951,8.8163
N14148,7.8252
N14198,8.2111
N11137,8.4175
N14125,8.3968
N14180,7.9892
N12569,7.9382
N16919,7.7615
N13908,7.9762
N14920,7.9184
N14907,7.9328
N14960,8.4688
N11551,7.8777
N11106,8.1849
N15973,7.8972
N11539,7.9544
N12552,7.7210
N13969,8.2731
N14993,7.8389
N14568,8.0175
N15912,7.8916
N48901,8.0414
N988CA,6.8184
N955SW,8.4850
N423SW,8.7138
N709BR,8.1127
N8933B,5.9813
N299SW,4.2821
N227AG,5.0638
N218AG,4.9865
N219AG,5.0218
N225AG,5.1636
N216AG,4.9407
N224AG,4.9829
N223AG,5.0994
N217AG,5.4476
N301YV,4.7143
N692CA,7.0339
N447SW,6.0619
N481HA,6.5884
N491HA,6.5732
N480HA,6.5374
N485HA,6.5747
N486HA,6.5348
N477HA,6.5310
N493HA,6.5724
N476HA,6.5437
N475HA,6.5338
N489HA,6.5328
N487HA,6.4894
N488HA,6.5924
N483HA,6.5960
N478HA,6.5767
N492HA,6.5578
N484HA,6.5641
N635MQ,9.0242
N641MQ,8.6283
N650MQ,9.2970
N689MQ,9.1006
N674MQ,8.5656
N688MQ,8.8663
N644MQ,8.8647
N698MQ,8.6561
N696MQ,8.9969
N646MQ,8.5464
N699MQ,8.6401
N908MQ,8.6107
N942MQ,8.8418
N606MQ,10.1043
N637MQ,8.6878
N604MQ,8.4326
N507MQ,8.9381
N503MQ,9.4765
N535MQ,8.8201
N518MQ,8.5031
N517MQ,8.9895
N539MQ,8.8439
N523MQ,9.0124
N527MQ,8.4742
N519MQ,8.8699
N9EAMQ,8.6533
N620MQ,9.2996
N665MQ,8.5630
N648MQ,8.9231
N624MQ,9.3032
N636MQ,8.7626
N642MQ,8.3760
N617MQ,8.5647
N621MQ,9.1533
N941MQ,8.3576
N685MQ,10.0909
N658MQ,9.4850
N613MQ,8.9647
N660MQ,8.6786
N528MQ,8.4757
N505MQ,8.7749
N522MQ,9.0336
N531MQ,8.7462
N8EGMQ,8.7483
N500MQ,8.7408
N530MQ,8.4837
N3AEMQ,8.4670
N511MQ,9.5764
N662MQ,8.1969
N631MQ,8.5318
N680MQ,8.4970
N627MQ,8.7301
N647MQ,8.3206
N622MQ,8.3075
N653MQ,8.2089
N645MQ,8.2925
N918MQ,8.1762
N651MQ,8.1878
N628MQ,8.1625
N690MQ,8.5424
N845MQ,8.4350
N670MQ,8.3682
N643MQ,8.4077
N824MQ,7.9130
N830MQ,8.5125
N855MQ,7.6176
N818MQ,8.4267
N851MQ,7.2840
N813MQ,8.2881
N847MQ,8.1824
N822MQ,8.8416
N857MQ,12.5385
N78005,12.8718
N33266,8.1889
N66056,10.5926
N492UA,7.6317
N21108,9.5797
N14121,9.9310
N78003,11.4017
N482UA,7.6199
N485UA,7.5563
N502UA,9.7651
N518UA,10.0364
N458UA,7.6108
N472UA,7.7124
N438UA,7.6553
N424UA,7.6833
N813UA,7.6003
N588UA,10.1762
N408UA,7.5426
N516UA,8.9226
N453UA,7.6867
N848UA,7.6206
N442UA,7.6518
N672UA,9.7397
N818UA,7.4141
N57111,9.6957
N26902,10.9438
N76064,9.9194
N29907,11.5286
N76055,10.3364
N59053,10.5584
N768UA,8.5475
N849UA,7.5177
N772UA,8.3782
N210UA,8.3244
N439UA,7.6438
N646UA,10.0920
N648UA,10.2355
N817UA,7.5699
N486UA,7.4638
N793UA,11.2821
N412UA,7.7112
N423UA,7.5761
N543UA,8.9002
N822UA,7.5294
N213UA,8.3694
N659UA,11.2500
N229UA,10.0889
N673UA,9.3033
N495UA,7.5471
N666UA,9.5430
N784UA,10.4561
N799UA,10.7098
N211UA,8.4680
N649UA,10.1981
N665UA,9.5829
N69059,10.1384
N68061,10.6084
N223UA,10.0852
N670UA,9.1773
N675UA,9.4409
N426UA,7.6430
N76062,9.6193
N204UA,10.5174
N668UA,9.0616
N667UA,9.6250
N78004,10.6765
N224UA,11.3846
N66808,8.4015
N76065,10.0178
N641UA,9.5323
N654UA,10.9228
N209UA,10.4671
N674UA,9.9546
N57016,11.8962
N67058,10.4520
N651UA,9.9438
N28912,10.8700
N78013,11.6497
N30913,11.1833
N77012,11.0093
N67052,9.8324
N797UA,10.4789
N785UA,11.0050
N37018,12.2150
N642UA,10.9033
N817MQ,8.6317
N922MQ,8.4678
N600MQ,8.8400
N925MQ,8.6801
N508MQ,8.8614
N526MQ,8.8224
N525MQ,8.3051
N514MQ,8.5382
N501MQ,8.6411
N616MQ,8.0660
N0EGMQ,9.0147
N819MQ,8.3826
N795UA,10.5314
N657UA,10.0423
N656UA,10.5789
N787UA,10.0988
N786UA,9.4352
N19951,10.0513
N69020,10.8598
N77014,13.4510
N26910,11.5226
N643UA,11.1875
N671UA,9.7468
N647UA,10.6580
N76010,11.9924
N225UA,10.3486
N775UA,8.8221
N78017,10.8632
N27015,11.5755
N662UA,10.3344
N778UA,8.7202
N66057,9.8176
N660UA,10.2948
N781UA,8.6138
N664UA,10.2134
N644UA,9.5073
N783UA,11.4591
N79011,12.0857
N788UA,10.2297
N658UA,9.3402
N782UA,10.3910
N776UA,8.8535
N17104,9.5640
N116UA,10.5789
N597UA,10.0143
N652UA,9.5139
N78002,11.7419
N77022,11.7364
N780UA,8.5751
N655UA,10.1612
N219UA,10.3967
N228UA,12.3113
N217UA,9.7500
N677UA,9.7850
N78009,12.5702
N637AW,9.0370
N951UW,6.6720
N901AW,6.2100
N648AW,7.3478
N206UW,7.7464
N940UW,7.4704
N277AY,9.2899
N273AY,8.8697
N280AY,9.3315
N172DZ,9.4122
