Tail_Number,AVG(TaxiOut)
N13750,18.4648
N76522,18.2519
N17233,18.0300
N65832,18.1319
N68811,18.0251
N67827,17.8780
N76529,18.2810
N66831,17.9955
N69818,18.1821
N74856,19.7585
N75429,18.6321
N54241,18.1547
N37419,18.5986
N26906,20.9824
N37434,18.5337
N38473,18.4510
N27477,18.5907
N54711,18.4262
N38417,18.2734
N57863,19.8210
N69816,17.9430
N87527,17.8103
N12114,20.8158
N39416,18.3793
N430WN,11.9562
N713SW,11.8703
N744SW,11.8881
N825UA,18.2866
N498UA,18.4743
N838UA,18.1042
N808UA,17.8122
N420UA,18.4393
N834UA,17.8426
N847UA,18.1637
N430UA,18.8839
N440UA,18.8218
N422UA,18.6754
N855UA,17.9877
N437UA,18.9063
N402UA,18.7462
N483UA,18.4886
N473UA,18.5753
N411UA,18.8488
N819UA,17.9589
N448UA,18.5026
N802UA,18.1747
N459UA,18.7661
N212UA,20.8839
N418UA,18.8569
N433UA,18.7479
N415UA,18.5042
N419UA,18.7150
N432UA,18.6657
N821UA,18.1443
N405UA,18.9896
N425UA,18.5576
N831UA,17.8728
N434UA,18.4950
N403UA,18.5305
N449UA,18.7456
N816UA,18.0478
N464UA,18.5345
N805UA,18.2878
N445UA,18.5741
N468UA,18.3976
N779UA,21.1798
N824UA,18.0417
N806UA,18.4065
N446UA,18.5078
N545UA,17.4528
N427UA,18.8186
N417UA,18.7310
N489UA,18.3146
N470UA,18.6108
N809UA,18.1243
N832UA,18.1010
N454UA,18.6766
N428UA,18.5886
N480UA,18.4673
N474UA,18.6332
N815UA,18.0744
N484UA,18.4922
N852UA,17.7831
N490UA,18.3752
N550UA,17.6263
N801UA,18.3988
N810UA,18.2346
N478UA,18.4857
N826UA,17.8955
N836UA,17.7999
N544UA,17.2605
N409UA,18.9674
N823UA,18.3272
N410UA,18.9135
N406UA,18.9160
N214UA,21.5964
N455UA,18.5350
N833UA,18.0277
N413UA,18.9105
N803UA,18.1568
N812UA,17.9295
N481UA,18.4539
N461UA,18.4474
N460UA,18.2692
N494UA,18.7754
N804UA,17.9894
N528UA,18.8528
N469UA,18.5562
N479UA,18.4442
N467UA,18.3494
N596UA,23.3419
N496UA,18.2821
N548UA,17.6921
N465UA,18.4443
N845UA,18.0998
N493UA,18.4365
N547UA,17.3994
N535UA,19.5105
N846UA,17.9164
N421UA,18.6353
N814UA,18.1480
N456UA,18.3869
N811UA,18.2724
N462UA,18.7295
N839UA,17.9428
N431UA,18.4981
N471UA,18.1364
N491UA,18.6475
N512UA,23.0996
N587UA,22.8624
N514UA,18.7712
N844UA,18.0417
N466UA,18.4459
N476UA,18.4642
N451UA,18.5082
N444UA,18.5408
N828UA,17.9430
N443UA,18.4351
N840UA,17.8551
N414UA,18.8233
N477UA,18.7277
N436UA,18.5526
N452UA,18.4038
N509UA,19.8485
N589UA,22.8317
N549UA,17.2469
N853UA,18.0980
N488UA,18.6699
N546UA,22.6975
N598UA,22.6956
N505UA,23.1867
N463UA,18.4169
N435UA,19.2347
N830UA,17.7628
N841UA,17.9713
N676UA,21.8812
N416UA,18.9690
N215UA,21.1041
N595UA,23.0362
N447UA,18.5500
N590UA,22.9165
N843UA,18.1393
N820UA,18.1302
N404UA,18.4835
N807UA,17.9374
N837UA,17.8949
N497UA,18.3762
N401UA,18.6661
N522UA,19.4129
N827UA,18.1769
N663UA,22.1591
N835UA,17.8096
N842UA,18.0362
N850UA,18.0105
N457UA,18.3398
N475UA,18.3584
N829UA,17.9473
N576UA,20.7021
N854UA,17.9367
N529UA,19.4784
N526UA,20.0237
N568UA,23.4173
N407UA,18.6389
N851UA,17.7970
N661UA,21.3553
N487UA,18.5913
N429UA,18.6746
N537UA,19.6945
N510UA,23.3118
N68801,18.1399
N87507,18.5194
N58101,20.3232
N78506,18.2218
N16217,18.1551
N77261,18.1415
N69826,18.0255
N26208,18.2101
N17730,18.3514
N24211,18.0416
N12116,19.7736
N14704,18.2151
N13113,20.4606
N75854,19.9424
N36280,17.4139
N14250,18.2263
N77295,18.2574
N79521,17.9702
N57857,20.0526
N23707,18.6509
N76502,18.1609
N68822,17.9001
N16234,18.0492
N16713,18.0534
N15710,18.7061
N69835,18.0371
N23708,18.4548
N39726,16.6145
N68823,17.8685
N75425,18.3605
N57862,19.6461
N13138,20.0338
N37281,17.3866
N33286,18.0136
N39475,18.0569
N57439,18.1599
N37252,18.0350
N38727,18.7783
N12216,18.2232
N39450,18.4799
N27724,18.2714
N32404,17.3955
N37287,17.9188
N37464,18.4675
N27239,18.0120
N47414,18.6452
N68817,18.1536
N76515,17.8557
N27205,17.9659
N26123,20.0886
N16703,18.5991
N19136,20.4083
N69813,18.3112
N34460,18.1718
N76288,18.0252
N66803,17.9500
N18243,18.4561
N63820,17.9845
N11206,18.2097
N73445,18.5805
N29129,19.8685
N81449,18.4954
N38459,18.3664
N14731,18.2940
N73291,18.0332
N18220,18.1875
N38458,18.3727
N37298,18.6485
N75432,18.4872
N75436,18.5637
N76516,18.1718
N69829,17.8887
N26226,18.2389
N25705,18.5588
N37427,18.2328
N15712,18.7107
N38454,18.6032
N24729,18.2583
N35260,17.9469
N75426,18.4535
N75851,19.8820
N73275,18.1748
N75428,18.3489
N38446,18.2484
N78509,18.1561
N38257,18.2097
N39418,18.4735
N77871,20.2816
N31412,17.6564
N77525,17.9044
N37468,18.1880
N78866,19.9101
N76021,23.9635
N12218,18.4094
N16709,18.5616
N17719,18.6567
N17245,18.3445
N73278,17.3729
N37277,18.1600
N69830,17.9202
N24706,18.8187
N38403,17.3775
N34455,18.3651
N76503,17.9286
N38424,18.2531
N39423,18.4213
N13110,20.1615
N39463,18.5363
N67815,18.1752
N73251,18.1746
N14106,20.1058
N76514,17.9184
N69834,16.9462
N76517,18.0935
N17229,18.3675
N24212,18.2517
N27213,18.7328
N45905,20.0111
N53441,18.6279
N66837,18.1887
N39728,18.4683
N12225,17.8504
N13248,18.0584
N27722,18.3255
N69810,18.4113
N33289,18.0273
N17122,20.1752
N68452,18.3964
N75858,19.8365
N57868,19.5325
N73270,18.0634
N14107,20.3608
N39415,18.3213
N17105,20.5004
N37465,18.1610
N16732,18.6745
N24702,18.7552
N38451,18.4713
N38443,18.3853
N75435,18.5637
N30401,17.3455
N37263,18.1906
N19141,20.1187
N18119,20.3367
N77865,19.8878
N37422,18.4205
N17133,20.2506
N37456,18.2582
N34282,17.0689
N18223,18.2358
N37420,18.4235
N76528,17.9884
N73256,18.2467
N14230,18.1016
N37471,18.1067
N36469,18.0878
N68807,17.9933
N37253,18.1185
N27901,20.7255
N76254,18.3489
N76504,18.1540
N66051,21.0327
N53442,18.6933
N77431,18.0943
N23721,18.7442
N317WN,11.9806
N368SW,12.0480
N19130,20.4512
N39297,18.8511
N77867,19.6076
N36447,18.3447
N76519,18.0767
N14228,18.4196
N78285,17.9917
N27733,18.7329
N56859,19.9806
N57855,20.0509
N14231,17.9169
N48127,20.5212
N73406,17.3686
N37470,18.1260
N24224,18.3333
N14115,20.6001
N77019,24.4333
N77430,18.4561
N57864,19.7417
N12125,20.6864
N37413,18.3941
N76054,21.2159
N79279,17.2471
N73283,17.9600
N77296,18.8639
N17139,20.3934
N13716,18.0715
N77510,17.8943
N27908,20.9796
N26909,21.7553
N33103,20.2999
N20904,20.0018
N78511,17.7290
N73860,19.8723
N28478,18.1906
N17128,20.5597
N35407,17.3145
N37462,18.4439
N19117,20.3660
N41135,20.2656
N14102,20.5550
N87531,18.2566
N77066,22.0570
N77006,25.4746
N14237,17.8877
N36444,18.2985
N24715,18.6430
N69063,21.5633
N41140,20.6548
N78060,20.9699
N78001,24.9576
N27903,20.7626
N12109,20.6165
N67134,20.3070
N17126,20.0503
N8656B,12.4438
N669SW,11.8109
N553WN,11.9228
N496WN,11.7879
N730SW,11.8947
N633AW,17.1930
N282AY,22.0668
N276AY,22.6606
N647SW,12.3363
N281AY,22.9864
N7719A,11.8162
N607SW,12.0276
N726SW,11.9028
N728SW,11.9885
N745SW,11.9918
N499WN,12.0248
N8657B,12.5154
N7710A,11.8483
N7731A,11.9315
N643SW,12.0089
N8658A,12.4662
N521NK,14.5737
N512NK,14.6474
N528NK,14.5365
N523NK,14.5758
N534NK,14.4684
N506NK,14.6098
N516NK,14.3903
N502NK,14.2459
N525NK,14.9473
N533NK,14.6135
N515NK,14.4481
N505NK,14.2431
N522NK,14.7719
N514NK,14.4572
N509NK,14.5237
N517NK,14.6257
N508NK,14.5096
N529NK,14.5074
N531NK,14.6387
N633NK,14.3139
N617NK,14.5424
N613NK,14.6416
N621NK,14.5598
N608NK,14.4499
N616NK,14.4899
N622NK,14.4826
N619NK,14.5071
N615NK,14.4737
N624NK,14.4298
N605NK,14.3894
N609NK,14.4600
N604NK,14.4931
N602NK,14.5818
N628NK,14.6054
N629NK,14.4828
N601NK,14.5437
N612NK,14.4520
N626NK,14.5473
N606NK,14.4189
N625NK,14.5789
N627NK,14.4100
N632NK,14.5274
N631NK,14.7003
N623NK,14.4292
N620NK,14.5885
N636NK,14.5234
N630NK,14.4154
N614NK,14.5615
N524NK,14.6345
N510NK,14.4731
N527NK,14.7624
N530NK,14.8597
N519NK,14.4672
N504NK,14.3879
N503NK,14.6514
N507NK,14.3512
N526NK,14.5958
N532NK,14.5044
N618NK,14.4149
N607NK,14.4039
N611NK,14.5884
N635NK,14.4268
N634NK,14.6408
N603NK,14.7531
N626MQ,16.5393
N691MQ,15.1597
N675MQ,15.6366
N618MQ,15.1506
N655MQ,15.3273
N633MQ,16.1123
N656MQ,15.1344
N602MQ,15.4386
N630MQ,15.0292
N909MQ,14.7541
N681MQ,14.6106
N608MQ,15.1438
N671MQ,17.8061
N900MQ,15.0596
N612MQ,16.2399
N848MQ,17.0341
N933MQ,15.2787
N679MQ,15.3407
N906MQ,15.5787
N676MQ,15.6878
N634MQ,14.8489
N923MQ,14.9794
N605MQ,14.1457
N695MQ,14.6476
N823MQ,16.9786
N939MQ,14.7594
N615MQ,15.4446
N649MQ,14.6900
N683MQ,15.3257
N609MQ,14.6023
N932MQ,14.6999
N632MQ,15.2375
N610MQ,14.1429
N668MQ,15.1124
N678MQ,15.3832
N928MQ,15.1174
N657MQ,14.9522
N607MQ,14.0665
N625MQ,14.8079
N640MQ,15.0960
N672MQ,14.2792
N684MQ,13.9273
N663MQ,15.4222
N694MQ,15.6961
N639MQ,15.4156
N611MQ,14.6981
N812MQ,17.6154
N849MQ,14.6007
N852MQ,15.2474
N935MQ,14.5468
N907MQ,14.9654
N833MQ,16.4547
N614MQ,15.1624
N677MQ,14.4249
N905MQ,15.3551
N697MQ,14.6297
N692MQ,15.0425
N623MQ,14.7050
N686MQ,15.4720
N629MQ,14.1969
N603MQ,15.0010
N902MQ,14.9454
N638MQ,15.0678
N673MQ,15.5725
N682MQ,15.6220
N687MQ,16.3125
N512MQ,16.8976
N521MQ,17.3963
N6EAMQ,16.0515
N515MQ,17.0866
N513MQ,16.9179
N504MQ,17.5072
N510MQ,17.5076
N524MQ,17.0680
N544MQ,17.0387
N509MQ,16.3807
N516MQ,17.2556
N542MQ,16.9181
N537MQ,16.8273
N1EAMQ,17.3191
N520MQ,17.3113
N534MQ,17.0438
N5PBMQ,17.0835
N506MQ,17.3053
N532MQ,16.5827
N546MQ,18.1266
N809MQ,16.2444
N853MQ,16.3707
N661MQ,15.4832
N826MQ,16.9503
N838MQ,15.7300
N827MQ,16.6070
N820MQ,17.2107
N836MQ,16.7062
N854MQ,15.6406
N815MQ,15.4618
N814MQ,18.2108
N843MQ,16.1031
N637NK,14.7294
N587NK,14.8641
N588NK,14.8357
N869AS,18.4878
N464SW,18.8848
N466SW,19.2914
N863AS,18.3938
N435SW,18.9473
N492SW,18.7824
N477CA,18.6214
N417SW,18.7376
N465SW,19.0620
N866AS,18.9317
N693BR,18.7477
N862AS,19.1044
N868CA,18.1508
N864AS,18.8077
N951SW,18.3896
N290SW,13.3045
N568SW,14.5804
N298SW,13.9302
N585SW,13.4350
N569SW,14.7280
N586SW,13.8354
N582SW,14.7640
N291SW,14.6225
N578SW,14.6853
N295SW,14.7273
N579SW,14.5805
N221SW,14.9782
N584SW,13.6324
N701BR,19.0281
N679SA,19.0804
N910SW,19.2171
N915SW,19.0998
N937SW,18.9982
N479CA,18.9117
N967SW,18.8993
N956SW,19.2298
N593ML,19.0120
N975SW,19.1134
N923SW,19.3466
N978SW,18.9738
N932EV,19.2816
N973SW,19.0451
N971SW,19.0125
N941SW,19.2875
N953SW,18.4587
N924SW,19.0660
N567SW,14.5905
N308SW,11.1175
N296SW,11.5449
N565SW,10.6920
N564SW,13.2275
N560SW,13.8374
N224SW,12.5561
N561SW,13.7654
N954SW,19.2797
N946SW,19.1556
N930SW,19.6057
N824AS,17.6830
N917SW,19.2260
N983CA,18.1341
N920SW,19.2359
N934SW,19.3937
N909SW,19.4294
N702BR,18.2683
N943SW,19.0886
N970SW,19.3268
N958SW,18.9685
N962SW,19.3054
N908SW,18.8231
N594SW,18.2961
N874AS,18.9703
N237SW,14.8805
N566SW,15.3496
N563SW,14.4082
N919SW,19.2649
N980SW,19.0211
N929EV,19.1942
N948SW,18.8188
N929SW,19.1456
N957SW,19.1956
N495CA,17.0285
N507CA,18.1443
N905SW,18.8000
N986CA,17.1747
N984CA,17.6359
N928SW,19.1497
N959SW,19.0910
N963SW,19.1097
N964SW,18.9873
N652BR,18.9010
N471CA,19.1941
N928EV,18.9230
N986SW,18.8511
N976SW,19.0913
N965SW,19.1044
N945SW,19.3025
N938SW,19.0233
N472CA,18.7290
N913SW,19.0401
N952SW,19.3187
N916SW,19.0586
N979SW,19.1233
N983SW,19.1424
N912SW,19.1305
N926SW,19.1576
N903SW,18.9003
N969SW,18.9940
N960SW,19.1463
N982SW,18.9460
N930EV,19.3019
N583SW,14.2525
N580SW,14.5008
N562SW,14.5694
N235SW,13.2500
N234SW,14.7059
N906SW,18.3444
N468CA,18.1815
N885AS,18.6003
N114SY,20.0695
N127SY,20.1375
N118SY,20.3734
N116SY,20.1277
N760SK,19.8201
N748SK,19.3873
N786SK,19.4367
N726SK,19.0595
N709SK,19.4449
N121SY,20.0666
N713SK,19.7425
N774SK,19.1933
N773SK,19.5874
N753SK,19.8642
N755SK,19.9829
N728SK,19.5481
N740SK,19.5807
N718SK,19.6512
N750SK,19.4350
N788SK,19.1501
N732SK,19.3235
N766SK,19.5432
N918SW,19.0490
N927SW,19.5301
N961SW,19.2560
N699BR,18.7771
N719SK,19.0379
N791SK,19.2280
N779SK,19.2837
N764SK,19.3803
N783SK,19.1958
N108SY,20.2627
N756SK,19.9652
N780SK,19.4503
N706SK,19.1503
N716SK,18.9821
N778SK,19.5845
N727SK,19.6462
N743SK,19.3009
N119SY,20.1865
N105SY,20.0633
N103SY,20.3670
N113SY,19.9930
N120SY,20.1826
N125SY,20.1741
N122SY,20.4613
N110SY,20.2115
N128SY,20.0769
N117SY,20.0852
N782SK,19.2292
N795SK,19.3400
N772SK,19.5458
N730SK,19.6665
N742SK,18.8812
N754SK,19.5370
N738SK,19.4861
N707SK,19.3951
N762SK,19.6486
N932SW,19.4079
N784SK,19.2908
N787SK,19.3226
N765SK,19.2796
N796SK,19.1836
N702SK,19.7420
N109SY,20.1929
N576SW,14.8427
N752SK,18.9355
N939SW,19.0676
N925SW,19.0174
N292SW,14.8815
N675BR,18.2698
N8903A,18.8218
N814SK,19.9161
N659BR,18.4383
N603QX,17.6235
N947SW,18.9117
N426SW,18.2787
N910EV,18.7072
N463SW,19.0978
N431SW,18.4397
N433SW,18.3832
N440SW,18.1582
N616QX,17.6008
N685BR,18.6208
N448SW,18.6888
N8923A,18.6899
N693CA,19.5520
N809CA,18.6710
N455SW,18.7885
N460SW,18.6695
N449SW,18.1926
N825SK,19.2541
N936SW,18.6441
N487CA,18.4554
N935SW,18.4175
N781CA,18.7399
N432SW,18.3577
N912EV,18.8460
N452SW,18.8166
N8965E,18.7166
N629BR,18.4575
N494CA,18.1312
N446SW,18.3205
N8884E,18.2300
N823AS,17.9686
N915EV,18.5416
N783CA,19.0503
N441SW,18.3458
N445SW,18.5843
N443SW,18.4137
N430SW,18.6591
N429SW,18.4263
N427SW,18.3301
N813SK,19.1797
N187PQ,19.4378
N800SK,19.5245
N554CA,19.4616
N816SK,19.6955
N548CA,19.6569
N161PQ,19.5200
N806SK,19.5490
N812SK,19.8883
N821SK,19.5953
N804SK,19.4310
N810SK,20.0016
N822SK,19.5330
N170PQ,19.3117
N809SK,19.4531
N817SK,19.4552
N805SK,19.4408
N459SW,18.5352
N437SW,18.7796
N418SW,18.5287
N8982A,18.6051
N913EV,19.1629
N461SW,18.7094
N807SK,19.5578
N632SK,18.8307
N607SK,18.6180
N606SK,18.7917
N603SK,18.4317
N631SK,18.9290
N633SK,18.7093
N614SK,18.5902
N611SK,18.4183
N613QX,17.6349
N625CA,18.9999
N679CA,19.5663
N613SK,18.7844
N823SK,19.4148
N608SK,18.8327
N416SW,17.7311
N455CA,18.3935
N457SW,18.7161
N439SW,18.6808
N453SW,18.7190
N820SK,19.3940
N803SK,19.6150
N454SW,18.6594
N442SW,18.3886
N779CA,18.0299
N438SW,18.7885
N641CA,18.6600
N162PQ,19.7158
N824SK,19.6335
N802SK,19.2660
N549CA,19.3430
N758SK,19.4304
N763SK,19.5256
N785SK,19.4748
N708SK,19.1896
N776SK,19.5645
N270YV,15.0800
N790SK,19.2740
N746SK,19.3034
N797SK,19.3930
N771SK,19.5557
N724SK,19.8013
N793SK,19.2946
N703SK,19.6220
N767SK,19.5385
N745SK,19.2367
N712SK,19.3077
N789SK,19.2537
N792SK,19.2722
N794SK,19.4443
N715SK,20.1045
N701SK,19.0312
N768SK,19.3801
N124SY,20.2329
N107SY,20.0654
N744SK,19.7055
N106SY,20.0230
N770SK,19.4640
N710SK,19.4703
N751SK,19.6090
N705SK,19.3352
N907SW,18.2094
N506CA,18.5700
N821AS,17.8534
N944SW,18.3596
N875AS,18.2471
N886AS,18.5225
N496CA,18.2070
N889AS,18.2820
N898SK,19.8107
N896SK,19.6690
N899SK,19.4348
N897SK,19.8598
N609SK,18.7806
N630SK,18.8754
N922EV,17.9804
N926EV,17.8785
N686BR,19.4035
N528CA,15.8048
N923EV,17.8015
N883AS,16.4868
N843AS,16.1303
N135EV,18.7513
N859AS,16.3482
N852AS,16.0259
N851AS,16.5426
N838AS,15.4710
N857AS,17.4858
N847AS,16.0346
N868AS,17.9269
N884AS,17.7309
N878AS,17.7676
N924EV,18.3652
N914EV,17.6961
N916EV,17.6228
N925EV,17.9597
N920EV,17.4344
N867AS,16.5750
N933EV,18.2539
N931EV,17.5298
N839AS,16.6952
N854AS,17.3380
N846AS,16.4199
N855AS,16.4331
N837AS,16.7427
N842AS,16.1096
N840AS,15.9554
N870AS,18.0100
N882AS,17.7181
N927EV,18.6513
N612QX,17.6675
N881AS,17.8399
N604SK,18.9334
N617QX,17.7798
N815SK,19.9472
N689CA,19.6694
N498CA,18.2004
N11535,17.7415
N12528,14.3698
N13202,16.6576
N17524,14.6140
N11181,16.3956
N11165,17.5176
N11140,16.4342
N11548,17.8296
N12126,15.5954
N12530,14.5457
N12957,16.9074
N12563,17.7597
N28529,14.4167
N17108,17.6825
N17196,17.5229
N21129,16.1277
N14177,16.3166
N14174,16.8733
N14203,17.4894
N14173,16.8287
N14542,17.9629
N14953,15.1304
N14916,17.7187
N16525,14.5701
N16976,17.8045
N21154,16.1444
N11107,17.3820
N11164,17.5651
N12201,17.6602
N31131,16.5760
N34110,17.5579
N24103,17.4457
N14116,16.4029
N14143,16.4630
N14117,15.8592
N14158,17.5051
N14171,16.1951
N16178,17.1673
N21130,16.3525
N17169,16.7059
N11526,14.4229
N12924,16.7584
N29515,14.8198
N14514,16.2646
N11113,17.9835
N12160,16.2958
N13913,17.6493
N13566,17.2737
N14179,16.0786
N15527,14.2210
N10575,17.4558
N14105,17.9424
N14959,17.2238
N13992,17.5900
N12145,16.4272
N12167,17.6013
N13124,15.6942
N13132,16.1953
N14168,16.9249
N16147,15.6558
N16112,16.7479
N11119,16.6239
N18102,16.4302
N12136,16.4821
N17984,18.0710
N14904,18.1108
N11127,16.5049
N12172,17.1034
N18556,18.0117
N13133,16.4741
N13975,18.0521
N15574,17.7452
N11191,16.8361
N11193,16.4986
N11184,17.4901
N12163,17.3314
N12567,17.4394
N11189,17.6567
N11192,17.7307
N15910,17.7205
N16183,16.5266
N13989,18.0137
N13994,16.9435
N13538,17.8188
N14204,16.2953
N14950,16.4179
N17146,16.4704
N34111,16.2534
N13914,16.7824
N12540,17.7760
N16999,16.7021
N26549,17.4151
N13550,17.1812
N13958,16.3750
N15572,17.9403
N16918,16.6258
N16987,18.1062
N11547,18.0480
N11544,17.5428
N16546,17.6347
N17560,17.8225
N13964,15.6888
N16961,16.5021
N12900,17.9103
N13979,17.7688
N14562,17.8903
N14923,16.7663
N15985,16.7838
N18557,17.7312
N21537,17.6360
N14543,16.7633
N16561,17.8699
N12122,16.2210
N12175,17.2013
N12195,16.8370
N12142,16.2189
N17159,17.4015
N16559,17.9529
N15986,18.3626
N22971,16.0273
N13161,16.6181
N13978,18.0357
N27962,16.7057
N18120,16.0830
N13903,17.5687
N15983,17.9211
N13123,15.7415
N13965,16.5706
N15980,18.0376
N11199,16.7289
N11109,17.7848
N14902,17.9015
N14573,17.8443
N11565,17.4484
N12996,17.1765
N26545,17.7870
N13997,16.6506
N27200,17.5231
N13988,18.1140
N14570,17.4686
N14991,18.2527
N25134,17.6242
N11187,16.2852
N11194,16.4270
N24128,16.0740
N17115,17.5436
N21144,16.3011
N14162,16.5399
N16170,17.7747
N17185,17.6225
N17138,16.3472
N16911,17.5399
N13118,17.2884
N13995,17.9654
N14972,16.2328
N14977,17.8624
N11536,17.6941
N11176,16.7357
N14186,15.9042
N12564,17.7053
N13968,16.5258
N14558,17.8301
N33182,16.5464
N27152,17.1859
N14998,16.9717
N41104,16.1676
N12967,16.3742
N16149,17.0472
N16541,18.0096
N11155,17.4035
N10156,17.6923
N12157,16.6701
N12921,16.9301
N29917,18.1579
N13955,17.8409
N19554,18.0498
N15555,17.7733
N27190,17.1149
N36915,17.5122
N16951,14.5510
N14148,17.3109
N14198,16.1182
N11137,16.8214
N14125,15.8794
N14180,17.6685
N12569,17.7041
N16919,16.7388
N13908,17.9457
N14920,16.6513
N14907,18.0731
N14960,15.7813
N11551,17.6025
N11106,16.8151
N15973,16.1990
N11539,17.8321
N12552,16.9751
N13969,15.7646
N14993,17.8709
N14568,17.9453
N15912,17.7586
N48901,18.0456
N988CA,17.7158
N955SW,19.1940
N423SW,18.7247
N709BR,19.1747
N8933B,18.2940
N299SW,11.8974
N227AG,14.9921
N218AG,15.2068
N219AG,15.1879
N225AG,15.3844
N216AG,15.0195
N224AG,15.0262
N223AG,15.3083
N217AG,16.1061
N301YV,13.8571
N692CA,19.6389
N447SW,18.6081
N481HA,10.5940
N491HA,10.5030
N480HA,10.4227
N485HA,10.5485
N486HA,10.4973
N477HA,10.4426
N493HA,10.4793
N476HA,10.5595
N475HA,10.4637
N489HA,10.5291
N487HA,10.4132
N488HA,10.5918
N483HA,10.5665
N478HA,10.4591
N492HA,10.4891
N484HA,10.4908
N635MQ,14.9995
N641MQ,15.3107
N650MQ,15.4729
N689MQ,15.4752
N674MQ,15.1811
N688MQ,15.6193
N644MQ,15.1217
N698MQ,15.3259
N696MQ,15.0609
N646MQ,15.1731
N699MQ,14.4380
N908MQ,14.8584
N942MQ,15.4891
N606MQ,16.4609
N637MQ,15.0283
N604MQ,15.0776
N507MQ,16.5664
N503MQ,17.1240
N535MQ,16.9283
N518MQ,16.0893
N517MQ,17.4598
N539MQ,17.2887
N523MQ,17.3133
N527MQ,17.0830
N519MQ,17.4116
N9EAMQ,16.9139
N620MQ,16.1470
N665MQ,15.0371
N648MQ,15.4027
N624MQ,15.4382
N636MQ,15.4197
N642MQ,14.6751
N617MQ,14.7335
N621MQ,15.6748
N941MQ,15.0621
N685MQ,16.7107
N658MQ,15.6813
N613MQ,15.5896
N660MQ,15.0321
N528MQ,16.5944
N505MQ,17.4484
N522MQ,17.4565
N531MQ,16.9821
N8EGMQ,16.5933
N500MQ,16.8969
N530MQ,18.0512
N3AEMQ,17.1952
N511MQ,17.9337
N662MQ,15.3799
N631MQ,15.2432
N680MQ,14.8545
N627MQ,14.6959
N647MQ,14.9930
N622MQ,14.8046
N653MQ,14.6544
N645MQ,14.2714
N918MQ,14.4334
N651MQ,14.6960
N628MQ,14.7411
N690MQ,14.7784
N845MQ,16.3014
N670MQ,14.4662
N643MQ,15.5435
N824MQ,17.0705
N830MQ,16.9051
N855MQ,17.5440
N818MQ,15.7836
N851MQ,15.8201
N813MQ,15.1494
N847MQ,15.2855
N822MQ,17.0138
N857MQ,14.2923
N78005,23.9915
N33266,18.2000
N66056,20.7441
N492UA,18.4000
N21108,20.3794
N14121,20.5515
N78003,23.8034
N482UA,18.0585
N485UA,18.6699
N502UA,22.8214
N518UA,23.3697
N458UA,18.1317
N472UA,18.4683
N438UA,18.6520
N424UA,18.5301
N813UA,18.1716
N588UA,22.7067
N408UA,18.6547
N516UA,19.4943
N453UA,18.3669
N848UA,17.9606
N442UA,18.7275
N672UA,22.6050
N818UA,18.3048
N57111,20.4881
N26902,20.8714
N76064,20.9632
N29907,20.4637
N76055,21.3402
N59053,21.5584
N768UA,21.5372
N849UA,17.8614
N772UA,20.9265
N210UA,21.1225
N439UA,18.6369
N646UA,22.7520
N648UA,22.2032
N817UA,18.0570
N486UA,18.5891
N793UA,22.8013
N412UA,18.6664
N423UA,18.8557
N543UA,17.8039
N822UA,18.0685
N213UA,20.9898
N659UA,23.4467
N229UA,22.8056
N673UA,22.3910
N495UA,18.3457
N666UA,21.9681
N784UA,21.8889
N799UA,22.1161
N211UA,21.2638
N649UA,22.4686
N665UA,22.3627
N69059,21.1845
N68061,20.9800
N223UA,23.8523
N670UA,21.1163
N675UA,21.4113
N426UA,18.5597
N76062,21.6007
N204UA,23.6337
N668UA,22.1027
N667UA,22.3728
N78004,22.7255
N224UA,24.0410
N66808,18.3381
N76065,20.4664
N641UA,22.3878
N654UA,22.0695
N209UA,22.5526
N674UA,21.1711
N57016,21.9623
N67058,21.7881
N651UA,22.5993
N28912,20.3155
N78013,25.8089
N30913,20.7944
N77012,24.8889
N67052,21.2048
N797UA,23.7684
N785UA,22.3168
N37018,23.9346
N642UA,22.7658
N817MQ,15.5094
N922MQ,15.0625
N600MQ,15.2640
N925MQ,15.1074
N508MQ,17.1700
N526MQ,18.0547
N525MQ,16.7240
N514MQ,17.3115
N501MQ,16.4938
N616MQ,14.1224
N0EGMQ,18.1787
N819MQ,15.4125
N795UA,22.5257
N657UA,21.3807
N656UA,22.5691
N787UA,23.0432
N786UA,22.3886
N19951,20.6090
N69020,24.0093
N77014,25.0392
N26910,20.4919
N643UA,24.1546
N671UA,22.4957
N647UA,21.9294
N76010,24.4885
N225UA,23.8400
N775UA,22.1779
N78017,24.6737
N27015,27.5472
N662UA,22.2611
N778UA,22.0341
N66057,20.9602
N660UA,22.5219
N781UA,22.2907
N664UA,22.5116
N644UA,23.2409
N783UA,22.9560
N79011,24.0095
N788UA,23.3684
N658UA,22.9795
N782UA,24.0897
N776UA,22.4446
N17104,20.4053
N116UA,23.4211
N597UA,23.1801
N652UA,23.2535
N78002,24.8871
N77022,25.1938
N780UA,21.8159
N655UA,21.4901
N219UA,24.0272
N228UA,21.8113
N217UA,23.1489
N677UA,21.1580
N78009,25.2632
N637AW,15.8519
N951UW,22.1115
N901AW,18.4211
N648AW,16.0870
N206UW,18.8006
N940UW,19.8742
N277AY,22.6612
N273AY,23.6884
N280AY,22.8488
N172DZ,19.6794
N378NW,17.5697
N860DA,18.7959
