Tail_Number,AVG(TaxiOut)
N948AN,18.5828
N352PS,18.6565
N945AN,18.6771
N358PW,18.6117
N9616G,15.5720
N961TW,15.8276
N968TW,15.4562
N940AN,18.0266
N939NN,18.7185
N851NN,18.5970
N877NN,18.4622
N928NN,18.4256
N931NN,18.4309
N843NN,18.7999
N875NN,18.7207
N840NN,18.7260
N903NN,18.4840
N961AN,18.1781
N986NN,18.3154
N150NN,18.6782
N143AN,18.2613
N988AL,18.6082
N148AN,18.8067
N923AN,18.4327
N929AN,18.5633
N934AN,18.6647
N933AN,18.5900
N314PD,18.3151
N978NN,18.3004
N873NN,18.1063
N943NN,18.2044
N919NN,18.2139
N991AN,18.5875
N963NN,18.4750
N903AN,18.3132
N800NN,18.6040
N953AN,18.3926
N892NN,18.1616
N862NN,18.6676
N138AN,18.7066
N979TW,15.8114
N165NN,18.5139
N173AN,21.0058
N189AN,19.9361
N309PC,18.4756
N342PM,18.0316
N339PL,18.6364
N335PH,18.1908
N939AN,18.7682
N955NN,18.6771
N355PU,18.4391
N962NN,18.0416
N855NN,18.9420
N956NN,18.0420
N866NN,18.6080
N801NN,18.4142
N994NN,18.5121
N901NN,18.5844
N912AN,18.1303
N965AN,18.3358
N928AN,18.4748
N395AN,21.5394
N191AN,20.2170
N733AR,18.4828
N349AN,21.3311
N392AN,20.1473
N344AN,20.9084
N346AN,21.1645
N398AN,21.7527
N396AN,21.2300
N350AN,21.6958
N343AN,21.8605
N347AN,21.3456
N393AN,22.4772
N385AM,21.4506
N856NN,18.1186
N802NN,18.3529
N847NN,18.1871
N818NN,18.4470
N824NN,18.8247
N826NN,18.3329
N914NN,18.3209
N9004F,16.9551
N4032T,17.0808
N3014R,17.1736
N133AN,18.8641
N131NN,18.3026
N128AN,18.7527
N118NN,18.6681
N120EE,18.7558
N132AN,18.4725
N122NN,18.4903
N129AA,18.8278
N123NN,18.3889
N119NN,18.4817
N126AN,18.6417
N130AN,18.4371
N346PR,18.6004
N815NN,18.2697
N831NN,18.5895
N926AN,18.2806
N835NN,18.5418
N821NN,18.2844
N909AN,18.8145
N967AN,18.5156
N838NN,18.2330
N357PV,18.8071
N987AN,18.4574
N933NN,18.6594
N177AN,20.9464
N184AN,20.1592
N193AN,20.5200
N188AN,20.6357
N691AA,19.8730
N692AA,20.2084
N199AN,20.5441
N192AN,20.8010
N195AN,20.0591
N932NN,18.4149
N186AN,20.2967
N9026C,16.6044
N4005X,17.6552
N9023N,16.2108
N9010R,16.6571
N979NN,18.4559
N832NN,18.2611
N913NN,18.3890
N830NN,18.4058
N804NN,18.7604
N886NN,18.0889
N857NN,18.2509
N869NN,18.8187
N959AN,18.2932
N975AN,18.1234
N337PJ,18.4563
N861NN,18.4274
N954NN,18.2204
N958NN,18.0416
N848NN,18.3289
N925AN,18.7637
N964AN,18.7071
N964NN,18.1781
N306NY,18.1459
N957NN,18.7776
N998NN,18.3522
N973NN,18.1628
N990NN,18.2726
N5007E,16.5782
N8027D,17.0746
N893NN,18.5903
N344PP,18.3281
N183AN,19.9412
N172AJ,20.3408
N867NN,18.4780
N995NN,18.1356
N997NN,18.6346
N839NN,18.4830
N980NN,18.2746
N972AN,18.2897
N989NN,18.2534
N930AN,18.6595
N952NN,18.4358
N845NN,18.1593
N920AN,18.8108
N811NN,18.2803
N937NN,18.4076
N922AN,18.6973
N969AN,18.4822
N820NN,18.5897
N827AN,20.0325
N972NN,18.4484
N109NN,22.4204
N197AN,20.4864
N818AL,19.6735
N811AB,18.7052
N808AN,19.6950
N817AN,19.8417
N819AN,18.8412
N820AL,21.0793
N803AL,19.3372
N810AN,19.0167
N829AN,18.7669
N801AC,19.3512
N804AN,20.1619
N813AN,19.5871
N187AN,20.5391
N175AN,20.4020
N348AN,22.4355
N399AN,21.2353
N381AN,21.9576
N342AN,21.0948
N397AN,21.7629
N771AN,19.0393
N789AN,19.6824
N790AN,20.5313
N750AN,19.2340
N797AN,20.7875
N792AN,20.1984
N752AN,20.2148
N766AN,19.3660
N755AN,19.8862
N775AN,18.8067
N762AN,19.7757
N794AN,20.8288
N784AN,20.2482
N767AJ,19.7644
N793AN,19.8844
N770AN,20.0366
N772AN,19.1139
N776AN,19.6148
N780AN,19.9760
N753AN,18.6667
N774AN,19.2700
N718AN,19.5682
N304RB,22.8781
N324RA,22.5752
N306RC,22.8058
N308RD,22.2976
N104NN,22.9064
N103NN,22.2806
N108NN,23.2088
N114NN,23.0099
N115NN,22.3267
N110AN,22.9743
N111ZM,23.0490
N106NN,22.5150
N112AN,22.7439
N116AN,22.6285
N102NN,22.3605
N101NN,22.3990
N786AN,19.8783
N782AN,20.1290
N778AN,20.3857
N787AL,20.2569
N777AN,19.5488
N758AN,18.1568
N799AN,19.4870
N796AN,19.0407
N783AN,18.6604
N765AN,19.4213
N185AN,20.3639
N729AN,20.6944
N791AN,19.6946
N761AJ,19.3730
N822AN,20.7317
N798AN,20.7177
N785AN,19.9438
N795AN,18.8301
N830AN,20.1972
N720AN,22.0741
N826AN,20.0805
N824AN,20.7708
N821AN,21.0645
N823AN,20.8000
N802AN,19.5372
N805AN,20.0345
N888DU,17.5280
N333DX,17.1874
N889DN,17.9532
N334DN,17.2164
N332DN,17.2977
N7887A,11.9872
N8561Z,12.7169
N8562Z,12.2655
N8563Z,12.3255
N924VA,23.6301
N196SY,17.4906
N197SY,16.8854
N653NK,14.3518
N683NK,15.6539
N684NK,15.8407
N835AE,19.2355
N818AE,19.2245
N849AE,19.9089
N830AE,19.0402
334NV,13.3455
N924FJ,16.0673
N938AN,18.8057
N800AN,19.4496
N935AN,18.9897
N932AN,18.6536
N728AN,22.6667
N726AN,19.1667
N781AN,19.3690
N756AM,19.3020
N725AN,21.5938
N724AN,20.2500
N335DN,17.4435
N897UA,18.9705
N898UA,18.6553
N24974,25.2667
N24973,22.2609
N8943A,20.7860
N326FR,17.1780
N328FR,17.2834
312NV,13.1028
313NV,14.0004
337NV,14.1810
N834AE,20.3659
N833AE,19.6491
N810AE,19.0271
N816AE,18.8503
N853AE,18.6961
N800AE,18.3404
N824AE,18.9237
N826AE,20.3417
N685NK,15.5372
N686NK,15.5308
N687NK,15.8207
N525EA,16.5877
N7867A,11.8604
N8565Z,12.5226
N8564Z,12.2878
N8566Z,12.3936
N8717M,14.8857
N303RE,21.5722
N310RF,21.6074
N788AN,21.0627
N890DN,17.6710
N338DN,17.2966
N336DX,17.2476
N891DN,17.4294
N337DN,17.5373
N342DN,17.1782
N340DN,17.2442
N339DN,16.7597
N892DN,17.2949
N341DN,17.3051
N899UA,19.0299
N4888U,18.9305
N329FR,17.5443
N330FR,17.2590
258NV,11.7551
240NV,12.5225
316NV,12.4821
N837AE,19.0500
N806AE,19.9826
N838AE,19.9858
N815AE,19.6681
N845AE,19.9604
N841AE,19.5198
N654NK,14.3980
N264SY,21.8418
N263SY,22.0617
N262SY,22.3151
N8567Z,12.3513
N7888A,11.9859
N8568Z,12.3179
N8569Z,12.3742
N732AN,21.0000
N303RG,22.2965
N717AN,19.7941
N285AK,19.9609
N927VA,24.2799
N894DN,17.4171
N893DN,17.7141
N346DN,17.4489
N344DN,17.1690
N895DN,17.6806
N993JB,21.0603
N992JB,20.5191
N2645U,25.0938
319NV,13.4237
335NV,13.4001
261NV,12.9189
256NV,12.7129
N205HA,14.5891
N812AE,19.2855
N848AE,19.1461
N803AE,18.4342
N821AE,19.0455
N840AE,19.1098
N851AE,18.7363
N843AE,20.2398
N825AE,18.7655
N823AE,18.8116
N267SY,21.9311
N265SY,21.3696
N198SY,17.0437
N268SY,22.0728
N8718Q,14.7995
N8570W,12.3674
N8571Z,12.2293
N734AR,20.2115
N314RH,21.7239
N315RJ,22.7008
N754AN,20.5736
N721AN,19.5714
N345DN,17.2601
N896DN,16.9869
N350DN,17.0201
N352DN,17.3681
N348DN,17.2195
N926VA,24.0034
N287AK,19.7419
N994JB,19.4899
N2747U,26.3889
N288AK,19.9379
N928VA,24.3935
318NV,13.3435
317NV,14.2955
262NV,11.7660
N212HA,14.6289
N844AE,19.4293
N813AE,18.3667
N801AE,18.7498
N804AE,19.0874
N622AE,17.6280
N269SY,21.8324
N987SW,20.3095
N199SY,17.0730
N271SY,22.0540
N400SY,16.9149
N270SY,20.9026
N272SY,21.9859
N8572X,12.7703
N7868K,11.8887
N8573Z,12.6099
N8575Z,12.5316
N8574Z,12.3925
N8701Q,14.8053
N316RK,21.8117
N87360,16.8478
N331FR,17.1003
N37502,19.8359
N27503,20.3716
N67501,20.4114
N4901U,19.1515
N47505,19.7558
N37506,19.8387
N37504,20.3830
N343DN,16.9782
N897DN,16.8364
N351DN,17.1985
N898DN,17.3164
N349DX,17.5867
N347DN,17.2348
N356DN,17.0307
N899DN,16.8994
N995JB,19.2662
N8576Z,12.3646
N8577Z,12.4681
N8719Q,15.2328
N8578Q,12.2861
N8579Z,12.4804
N323RM,21.5775
N722AN,19.5556
N736AT,20.2188
N751AN,19.3121
N321RL,21.8727
N835AN,19.2881
N355DN,17.3273
N353DN,17.5080
N357DN,17.4620
N900DU,17.1433
N358DN,17.5321
N354DN,17.2462
272NV,13.4308
241NV,13.9100
271NV,13.2996
273NV,13.5510
260NV,12.1845
257NV,11.7116
N215HA,14.1526
N209HA,14.5387
N214HA,14.6803
N2846U,23.9800
8805,24.5075
8809,20.9286
N334FR,16.9278
N402SY,16.8815
N273SY,21.4398
N274SY,21.2982
N275SY,21.2813
N403SY,16.7218
N1902U,19.0787
N24972,26.2857
N655NK,14.4597
N656NK,14.1900
N336FR,17.6691
N335FR,17.1454
N996JB,18.6774
235NV,14.0578
274NV,12.8628
N213HA,14.4315
N404SY,16.5955
N278SY,21.0171
N277SY,21.2871
N276SY,20.9042
N405SY,16.6931
N280SY,19.9256
N8720L,14.8374
N8580Z,12.6004
N8581Z,12.5160
N324RN,22.6295
N730AN,20.1964
N359DN,17.0289
N901DN,17.2579
N902DN,16.8359
N290AK,19.6040
N7869A,11.8527
N8584Z,12.1770
N8721J,15.1064
N8726H,15.0328
N8727M,14.9355
N735AT,19.5385
N837AN,18.9252
N326RP,21.4180
N328RR,21.1837
N723AN,18.1200
N360DN,17.2387
N361DN,17.3981
N362DN,17.3760
N332FR,16.8482
N338FR,17.3329
N623AE,17.6111
N504TE,16.0879
N279SY,20.9308
N757AN,18.7162
N292AK,19.8046
N997JB,18.1799
N904DN,17.1108
N363DN,17.2987
N903DN,17.0388
N364DX,17.6539
N341FR,17.4318
N339FR,17.3721
259NV,12.3529
N37507,20.3131
N8702L,13.9688
N8722L,15.0100
N8583Z,12.6277
N8582Z,12.4320
N8724J,14.2492
N216HA,14.3537
N282SY,20.4701
N281SY,20.8092
N826SK,18.7991
N283SY,20.3281
N286SY,20.6527
N284SY,20.3830
N285SY,20.6129
N731AN,20.8148
N805AE,19.2992
N619AE,17.7602
N690NK,14.6224
N618AE,17.7265
N760AN,18.2313
N338RS,22.9291
N293AK,19.5289
N998JB,17.5020
N905DN,17.4804
N906DN,17.2403
N719AN,16.2727
N365DN,17.6916
N907DN,17.4621
N337FR,17.4780
N842AE,19.5594
N616AE,18.0728
N615AE,18.2588
N501BG,18.0110
N8725L,14.6014
N8723Q,14.5912
SS25,6.0000
N288SY,19.9968
N287SY,20.6651
N290SY,19.2564
N289SY,19.8967
N291SY,20.7784
N827SK,18.5281
N37508,20.8960
N505DN,20.3333
N342FR,16.9813
N208HA,14.1698
N7889A,11.9591
N8731J,14.2640
N8730Q,14.2700
N8732S,14.0390
N8728Q,14.5831
N722FR,16.1155
N343FR,17.4717
N344FR,17.1650
N723FR,16.5185
N909DN,16.4724
N908DN,16.8778
N910DU,17.0479
314NV,13.7305
N217HA,14.0243
N264NN,18.5544
N268NN,18.4429
N265NN,18.5726
N267NN,18.4717
N612AE,17.7777
N693NK,14.2361
N908NK,16.0480
N910NK,15.2696
N692NK,14.8076
N691NK,14.6933
N694NK,14.6222
N524EA,16.6555
N829SK,18.5535
N292SY,19.5812
N17002,23.7925
N27509,21.2020
N14001,24.3857
N2748U,26.9524
N336RU,22.8409
N335RT,21.5706
N773AN,21.3981
N759AN,19.1353
N294AK,20.4567
N296AK,19.6892
N999JB,18.6211
N973JB,18.6569
N830SK,18.3854
N831SK,18.2508
N350RV,22.8421
N341RW,23.0593
N266NN,18.2114
N613AE,17.3250
N611AE,17.3649
N8729H,13.5778
ALL,0.6719
320NV,12.7981
N977JB,16.8095
N912DU,16.7127
N911DQ,17.4617
N913DU,16.8420
N504DN,16.0000
N27511,22.6667
N12003,25.6944
N37510,21.3652
N956JT,18.9504
N998JE,18.3957
N943JT,20.1958
N945JT,20.3401
N969JT,19.9400
N975JT,18.1627
N967JT,19.5051
N996JL,18.3688
N977JE,20.2140
N988JT,19.6966
N968JT,20.0125
N997JL,18.2887
N999JQ,18.4572
N993JE,20.0745
N976JT,20.1477
N985JT,20.0653
N981JT,19.7221
N972JT,18.5416
N990JL,19.7924
N989JT,19.5665
N974JT,19.0424
N991JT,19.7656
N987JT,19.8593
N507JT,17.7141
N964JT,20.1060
N980JT,19.7836
N526JL,17.7778
N944JT,20.2330
N979JT,19.7665
N950JT,18.0937
N531JL,18.3301
N508JL,17.2174
N949JT,19.0646
N965JT,19.3009
N966JT,18.1175
N961JT,19.8303
N994JL,18.5269
N983JT,19.6981
N971JT,19.3854
N537JT,17.8924
N527JL,17.1785
N946JL,20.1966
N995JL,18.2650
N973JT,18.7706
N962JT,20.4851
N907NK,15.9080
N695NK,14.5707
N912NK,15.4876
N913NK,15.6266
N269NN,18.2940
N271NN,17.8914
N270NN,17.8131
N606AE,17.5573
N272NN,17.8177
276NV,12.3257
323NV,13.0487
315NV,14.0984
322NV,12.7590
321NV,13.8902
N656YX,20.0000
N346FR,17.6299
N914DU,16.8313
N366DX,17.1720
N102DU,21.7881
N103DU,20.9192
N104DU,20.7212
N367DN,17.7226
N915DU,16.8464
N368DN,17.2512
N101DU,21.5494
N916DU,16.7011
N105DU,21.1810
N369DN,17.0500
N917DU,17.0740
N371DN,17.5695
N918DU,16.6304
N297AK,20.1395
N832SK,17.1057
N47512,21.6176
N12004,24.6502
N342RX,22.5955
N840AN,19.4600
N313SB,22.4444
N343RY,20.6154
N778XF,16.7863
N8733M,15.1633
N8734Q,15.8846
N302SA,21.6944
N841AN,20.3333
N298AK,20.2834
N214AK,19.5800
N919DU,16.8943
N370DN,17.4511
N106DU,20.6248
N920DU,16.4039
N372DN,16.8815
N373DX,17.3708
N109DU,20.1199
N503DN,22.0000
N512DN,15.0000
N501DN,17.0000
N374DX,17.3381
N833SK,17.3908
N349FR,17.1372
N347FR,16.9135
N12005,24.3891
N37514,21.2381
N37513,20.1250
N8735L,13.9583
243NV,13.0176
242NV,13.6559
N274NN,17.8944
N273NN,17.6332
N605KS,17.4712
N610AE,17.8796
N275NN,17.6212
N544EA,18.3263
N534AE,17.8150
N915NK,15.9003
N218HA,13.9553
N277NN,17.1190
N276NN,18.1883
N906NK,15.1411
N772XF,16.6802
N401AN,19.2462
N400AN,18.5938
N16008,23.0556
N12006,23.9626
N215AK,19.9600
N834SK,16.9815
N293SY,16.2748
N684RW,25.0000
N922DZ,16.4790
N923DZ,16.7012
N107DU,21.0093
N110DU,20.5970
N375DN,17.1888
N921DU,16.6367
N377DN,17.6002
N350FR,17.2022
N826MD,21.3145
N806MD,21.7063
N91007,25.1721
N16009,23.0899
244NV,12.9758
N696NK,14.3607
N936NK,11.0000
N294SY,16.2502
N836SK,16.1863
N295SY,16.3566
N296SY,16.0855
N601EN,19.8262
N603NN,19.4411
N668CA,20.3042
N655CA,19.6233
N112DU,20.2041
N108DQ,20.5127
N376DN,17.5425
N925DZ,16.6350
N924DZ,16.4894
N926DZ,16.7664
N381DZ,17.8816
N113DQ,20.6663
N379DN,16.9458
N771XF,16.8934
N607AE,18.0940
N278NN,18.9427
N279MQ,17.5172
N802AE,0.0000
N351FR,17.3446
N348FR,17.1827
N352FR,17.8056
N297SY,16.3925
N774XF,16.8159
N402AN,18.8025
N403AN,19.1061
N281NN,17.6880
N280NN,17.9496
N602NN,19.6394
N604NN,20.1643
N605NN,19.6919
N380DN,17.0590
N928DU,16.6773
N929DZ,16.3117
N114DU,19.9118
N111NG,19.0026
N927DZ,16.6055
N383DZ,16.9451
N384DN,16.6642
N385DZ,16.8968
N115DU,19.2051
N116DU,20.3560
N821MD,21.9497
N220HA,14.3960
N604UX,22.8110
N603UX,23.3571
N602UX,24.5947
N601UX,23.6736
245NV,13.6037
282NV,13.5559
N929VA,27.7940
N684UA,32.0000
N118DU,20.5403
N930DZ,16.1713
N117DU,19.3439
N382DN,16.2753
N387DN,16.7645
N119DU,20.4521
N390DN,17.1172
N404AN,18.9664
N353FR,18.1031
N354FR,17.0690
N356FR,17.5376
N837SK,16.4425
N838SK,16.6135
N604AE,0.0000
N605UX,22.8342
N606UX,23.6507
N607UX,23.7035
N120DU,20.2385
N392DN,16.8130
N393DN,16.3444
N121DU,19.0806
279NV,13.1597
N358FR,17.2207
N282NN,17.9512
N606NN,20.7443
N608UX,24.7102
N609UX,24.4165
N406AN,18.8613
N773XF,17.1129
N177XF,16.8642
N916NK,16.5090
N839SK,16.3398
275NV,12.7711
N226HA,14.0050
N610UX,23.7143
N612UX,23.5447
N611UX,22.8947
N283NN,18.9720
N607NN,20.6276
N608NN,19.7470
N2002J,19.7539
N122DU,19.2512
N394DX,16.7061
N395DZ,16.6221
N403DX,26.2222
N396DN,17.1675
N507DN,15.0000
N123DQ,18.8638
N509DN,15.0000
N510DN,18.0000
N876UA,19.1012
N613UX,23.4963
N284JN,18.6242
N223HA,14.5000
N331CA,22.2029
N233JQ,21.7296
N239JQ,22.0063
N240JQ,22.3735
N698NK,13.7309
N697NK,15.2673
N359FR,17.1301
N360FR,17.4985
N361FR,18.0580
N362FR,18.1486
N397DN,16.4320
N124DU,20.2371
N378DN,17.2172
N388DN,17.9258
N125DU,21.6176
N402DX,20.5000
N126DU,20.3577
N404DX,15.0000
N386DN,17.1174
N686UA,36.0000
N407AN,19.7867
N405AN,18.8389
N609NN,20.1436
N877UA,19.7677
N871UA,16.4341
N685UA,23.5000
N127DU,19.9791
N128DU,18.6383
N616UX,25.0745
N615UX,23.7330
N614UX,23.8534
N363FR,18.5652
280NV,14.2091
283NV,14.2474
N227HA,14.0899
N286NN,19.5644
N285NN,20.4912
N921NK,16.1138
N918NK,16.4372
N917NK,15.2721
N919NK,16.6124
N610NN,20.5686
N235JQ,23.9886
N241JQ,20.9414
N243JQ,22.2810
N244JQ,24.0201
N930VA,23.8345
N390CA,22.9283
N317CA,17.6537
N367CA,22.1282
N368CA,19.5197
N409AA,19.0180
N776XF,18.4171
N2016J,20.2042
N2017J,27.3333
N412UW,20.6970
N242JQ,22.5583
N236JQ,22.7024
N245JQ,22.1304
N246JQ,20.5333
N617UX,24.0745
N228HA,14.5385
N364FR,16.0625
N365FR,17.1061
N478PX,21.0000
N376CA,18.2500
N479PX,13.9091
N299SY,18.4943
N298SY,16.6548
N288NN,18.7680
N287NN,19.9600
N920NK,15.2286
N923NK,15.5882
N922NK,15.2917
N612NN,19.6117
N611NN,19.5694
N878UA,17.9333
N2749U,21.7500
N2029J,20.0769
N2038J,20.1818
