Dest,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12
DRO,33.1385,44.549,26.8462,38.7593,33.9672,28.439,23.7333,31.434,20.4571,36.2813,21.8214,35.5455,36.75,41.7273,31.2857,29.2903,48.1053,24.6111,60.963,36.7273,23.7619,28.0769,37.1667,42.7,44.3333,54.125,22.0,50.4286,24.28,55.75,62.3415,50.3462,29.125,60.8261,20.8333,37.8372,33.2121,49.2619,33.5778,59.2,37.5789,29.9659,46.5104,46.325,52.9063,40.5116,42.0,48.8889,34.5946,35.7593,49.4167,49.7273,57.2237,51.3306,50.8175,46.3759,59.1605,70.1923,35.6857,61.8295
DRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0769,22.0,25.0,40.0625,31.3333,22.8333,26.875,40.3636,17.7778,36.875,60.0,32.6,26.0,48.0
DSM,36.1714,35.4624,36.6391,29.6653,36.5693,42.1534,36.7875,34.524,31.1494,34.5301,33.0702,33.0352,29.0464,33.2468,35.4639,30.5207,34.863,39.0901,44.2015,42.2539,29.6059,23.1517,36.1742,48.8407,45.6025,34.3885,37.4516,47.7868,43.3482,38.5021,39.1882,37.8622,35.0637,26.018,30.0779,39.191,42.4064,45.4801,28.8596,39.8123,42.5163,44.7686,39.926,47.0427,38.1794,35.5758,31.6632,33.312,38.3861,45.3047,41.8136,39.7218,49.2053,49.1783,50.5285,38.3026,36.7891,37.9482,32.8365,32.9153
DTW,37.8817,42.2402,33.6872,33.1109,36.8085,41.1815,35.1765,36.8465,33.9331,29.2233,31.3441,37.8273,39.6076,46.215,37.0388,35.1225,35.9963,39.776,47.3544,53.5452,37.0238,32.7028,41.1239,50.7455,49.0173,42.9719,44.1096,59.4018,40.2659,45.1721,44.1475,44.9907,39.7102,41.4762,39.7672,48.2956,52.8089,58.2264,40.0717,40.9347,40.9319,39.7602,44.4973,43.1617,39.6934,33.7618,40.5872,41.5894,55.4415,53.3006,37.1791,49.2651,42.6334,46.2248,52.4171,42.8639,36.2812,37.1206,46.2517,42.5275
DVL,56.7368,37.4167,39.0714,58.625,38.0,43.0769,19.7,25.5,14.7778,16.5,48.375,47.4286,55.3571,66.6923,39.5714,36.8182,44.9167,72.125,24.0769,28.0,29.5,44.1429,28.0,27.3333,56.6154,40.6429,32.625,40.875,33.3846,31.75,47.6471,49.0,80.0,53.9167,17.7143,41.1111,31.7778,15.2857,33.8889,17.5,58.6667,91.5556,128.8889,39.9375,34.375,121.6,36.3333,129.6,151.1111,188.0,116.6667,160.0,44.7778,88.4783,48.3478,70.6,147.6364,64.7143,49.0,149.5556
EAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,37.7,25.5455,84.1667,17.8462,70.9,127.6667,17.8333,17.4444,49.5833,103.2727,40.4737,37.1667,47.6818,35.9091,67.8333
EAU,69.1364,37.2381,36.0,32.8182,27.8182,43.4706,37.0,62.08,23.75,31.9167,57.2857,34.3846,33.3182,33.5,35.6842,29.6364,47.8667,21.0,53.6111,47.5714,59.5,38.0,69.8333,29.6667,25.7273,36.0,26.75,27.4444,54.1111,26.1538,43.381,71.3333,41.6,109.75,44.2222,63.1333,102.5,57.1875,53.5556,51.4667,63.7727,111.0345,33.4286,48.1579,48.8636,35.8824,46.6471,56.6316,73.1579,115.6,38.95,63.5263,32.1481,66.5429,68.3571,38.6,108.0,47.0526,34.0625,51.6471
ECP,38.55,29.9176,25.1176,23.5874,27.3333,33.2947,28.9571,34.7651,27.2394,29.3797,18.4634,29.6635,29.2537,30.08,22.1831,24.6,26.0781,36.3085,38.1348,35.8099,27.9565,22.0959,17.1429,25.3273,43.835,24.8525,25.3468,43.3379,24.6406,28.6522,36.8718,27.6233,21.4505,24.2212,23.1548,43.2049,33.6602,38.0693,24.6994,23.3397,31.2629,36.9526,44.5352,36.6792,32.2456,240.5732,52.4054,46.6222,46.3969,37.4367,34.0,39.8516,38.8027,39.2091,31.051,32.8559,34.3481,30.5747,30.92,36.9235
EGE,37.8397,45.6355,33.9389,34.8421,,59.6,39.4286,26.375,39.1429,11.0,14.0,42.8384,50.0808,34.3131,31.1154,43.9167,30.5,75.9355,76.5556,69.0,82.2941,10.75,6.6,72.0265,51.1078,59.2043,52.6422,18.375,,70.1765,70.2581,32.8667,75.5714,20.8571,6.0,47.6364,59.1667,71.5089,37.4,182.7273,12.5,46.2647,28.4444,54.2917,17.0476,60.25,76.4815,52.4344,61.5535,73.8108,54.4304,75.8824,50.1667,35.9091,73.7292,42.7619,64.375,54.5,45.125,55.7246
EKO,39.5714,,8.0,45.5556,58.3333,21.2,17.6,21.0,5.0,37.1667,148.75,75.1429,153.3636,65.0,77.4,54.75,,1.0,98.5,18.5,34.5,,60.0,11.0,21.7778,15.6667,59.4,160.4,13.0,37.0,35.5714,16.8333,26.6667,44.0,140.2,96.3,10.8333,39.4286,98.3333,15.4,,4.0,21.8333,23.3333,44.75,15.2,7.0,47.6923,127.5556,128.625,14.6,22.7143,17.8571,88.6,19.5556,25.3333,86.5,7.625,29.8,101.0833
ELM,48.963,46.7595,35.125,41.717,35.2353,33.6066,47.5522,32.15,37.2353,36.8333,29.8824,28.05,38.7907,37.66,54.1395,30.9412,31.8846,43.4688,44.2826,75.7273,37.6667,39.2857,56.0465,45.5714,198.8333,13.0,104.1818,115.3478,59.5122,41.6667,,,,,,49.6667,35.0,63.5,34.0,33.0,6.5,80.3333,6.0,23.5,77.0,27.6,16.6,20.3077,20.75,56.5556,10.5,43.875,35.5,26.5,24.25,11.0,,69.5,54.0857,36.8696
ELP,28.9058,24.7526,24.4909,30.0788,35.6239,30.2048,30.625,31.4196,20.0802,25.6561,27.896,33.55,26.2476,22.0095,26.4948,25.2202,28.6436,33.8232,36.9423,35.8216,23.6283,23.4543,22.8,30.5623,34.8096,23.5271,29.0883,33.4313,26.0855,32.3687,29.8975,30.5287,18.7659,22.2108,20.3435,28.1856,34.3867,35.5323,26.7525,30.714,36.793,37.2049,36.3689,35.0998,36.0381,34.1626,28.6835,31.8384,26.1013,33.8288,31.0316,35.5205,36.4158,37.5156,32.7544,33.8359,31.3922,34.1959,29.98,33.8608
ERI,44.0,50.1739,19.75,14.7143,19.6471,37.6957,36.6087,39.4074,27.1111,15.0833,38.8333,28.1333,31.7222,26.8824,30.6667,11.3,39.3333,32.0769,61.5625,29.0526,46.2,45.1538,79.3077,83.8,42.0789,44.5238,29.6977,43.4,36.95,40.4667,41.1111,45.3556,76.7273,52.4688,31.75,39.1071,71.8837,64.6364,38.2609,43.0,133.4615,40.4286,9.9444,59.6667,34.7647,31.6316,39.1905,36.5,68.7895,57.4231,36.8571,88.1481,32.6364,33.4444,75.6444,44.9167,48.8387,51.16,46.8571,54.9394
ESC,52.6471,47.5833,86.4615,71.8333,35.8571,59.5,20.0833,44.25,55.75,38.0,17.0,43.7273,67.7273,82.3636,32.1667,66.2,7.5,48.6,59.0,60.6875,48.6667,27.3333,58.4167,68.9,95.375,53.1,67.0,27.3636,87.3333,33.3571,43.6923,154.8182,39.2,54.2308,49.6,69.6,109.4706,71.6154,25.5556,29.0,45.1429,27.0,33.7143,23.8,70.1429,37.4167,115.0,30.8462,53.5,111.0,40.3333,44.6923,19.7059,43.1579,39.4706,56.8235,37.4444,61.6667,50.6429,175.5294
EUG,38.4741,36.9032,29.3039,33.5607,38.6,36.7,37.2479,33.4918,27.1798,36.5172,28.0989,48.8833,48.1848,51.3455,50.9009,22.0536,50.1868,37.7228,34.844,28.9756,23.3913,49.1548,41.6118,48.696,44.4158,48.0886,37.0253,47.4388,33.4938,34.051,34.991,34.6081,37.481,52.6275,35.2308,33.8356,43.117,36.9054,42.5909,52.1294,34.732,49.7903,34.4857,51.9697,33.7432,27.4457,52.1321,45.9083,59.3529,49.9891,75.7551,36.0633,40.3431,49.774,43.3143,42.6606,36.3387,30.5455,37.4276,38.7633
EVV,43.0603,41.6789,32.0901,34.3418,40.2949,38.0962,33.0746,35.7391,33.2418,30.954,32.5051,38.3214,41.6119,56.1692,58.5536,30.4118,60.8636,41.0,71.1392,60.5618,39.9714,29.2941,59.4,54.791,66.4487,25.6042,68.2987,71.6324,56.2388,63.9107,63.8846,53.4872,43.1154,37.2381,43.5714,54.6,44.2222,49.1494,46.0513,45.0789,43.0652,65.0157,50.6739,51.024,36.3117,44.4578,46.4492,41.6833,55.6702,54.023,41.0122,41.5909,46.7179,59.6212,47.4545,36.7125,43.9091,44.6932,37.3529,29.1325
EWN,29.6471,24.0,23.25,35.8333,32.0,29.4444,38.4783,50.2,44.8667,22.1429,32.8333,28.9474,32.619,41.95,15.5385,58.6667,35.8125,32.0476,62.8333,35.2727,106.0,27.4444,94.1538,38.0588,51.6154,40.125,28.3684,69.3158,37.5714,42.8667,74.125,26.4167,,,,,50.6167,40.5294,38.2885,23.5758,40.8878,60.8462,38.6667,38.6528,31.5957,25.8793,35.1967,36.25,29.3958,38.3478,36.0377,34.7333,38.5965,47.3667,40.5,53.7564,42.6,37.1525,57.4231,36.0328
EWR,34.5493,31.2823,35.9834,31.3326,35.2233,45.7597,42.8889,36.4604,29.1566,34.5317,39.9303,44.3787,30.1549,45.0762,36.4398,38.682,34.1099,44.5314,58.7677,48.4657,38.7699,39.1958,42.7318,47.7544,47.596,46.9795,51.9478,54.2323,59.1734,59.8893,69.9524,59.4823,49.225,50.1448,47.2759,51.3346,48.1325,51.1834,46.7727,59.4217,53.1071,54.3063,73.8882,74.4197,56.1289,47.1819,57.3429,52.5471,63.7151,58.075,52.6227,61.9672,65.5525,72.8214,80.6382,72.433,51.0244,54.5114,47.4505,67.3257
EYW,44.6538,34.9242,26.6275,29.7857,31.2,104.0,38.4286,28.3,38.5833,16.8286,55.5526,58.1639,53.1905,23.6591,25.8542,35.32,30.907,80.6154,22.3214,61.1034,43.1765,18.8261,19.75,38.0256,59.4348,49.5588,41.5135,70.04,48.5,49.8,39.4815,22.5625,9.6364,9.5,37.3333,27.12,42.113,49.1146,30.4464,33.9655,44.1625,62.1711,37.8987,57.8727,40.6512,26.7288,32.2698,41.405,40.0579,42.9167,40.1909,54.7073,26.473,33.7143,28.7375,40.0116,22.4865,50.3729,41.0364,29.7027
FAI,27.5893,26.587,30.8413,27.1429,18.8305,27.4677,22.9084,20.0,17.25,26.3958,19.18,14.9836,14.8333,17.2222,17.9167,15.2424,19.413,23.8205,28.3043,27.7553,16.7419,27.4848,16.6923,22.2059,20.1176,24.2593,13.5645,30.186,16.9718,18.8333,17.7308,22.4375,24.8852,26.6452,26.1356,21.9111,14.2,34.1379,18.0704,17.9194,37.4177,34.032,26.2992,33.1938,16.1111,24.6782,32.557,22.1667,21.7015,38.6933,24.9577,25.8462,33.6207,23.6713,24.9728,24.3152,20.4516,24.2283,29.2338,31.184
FAR,35.6577,35.9667,28.7966,32.635,29.6536,38.0651,32.9956,31.4127,39.7387,25.0,47.8026,33.7514,45.6466,34.4945,26.044,26.2623,28.236,35.3524,49.055,48.5253,48.92,34.8723,51.4483,71.0673,44.7237,29.7727,45.8256,56.6585,46.58,36.1864,53.1667,55.25,31.98,46.1385,54.0755,71.2989,39.7647,47.7422,29.3445,38.062,63.3571,40.9643,41.7639,30.8684,38.3297,29.8898,27.0938,46.0103,42.4803,48.6516,51.8333,47.7417,35.3759,48.7826,55.6864,50.8909,34.8165,51.156,32.8049,58.967
FAT,34.2976,35.9394,33.7703,35.2723,30.7814,40.2166,40.3251,35.4351,44.3136,37.6531,31.2317,38.4444,43.2563,35.7459,42.3372,42.9929,52.6265,48.4055,34.3349,42.4245,31.7895,40.7929,30.3161,42.4383,43.3404,49.2614,49.0843,47.5225,44.4743,41.9051,52.0189,54.9512,50.2318,48.5625,41.9856,45.8,48.7137,44.7268,38.6853,41.7635,48.2288,46.5959,47.2353,45.163,42.968,42.4492,49.037,41.2811,50.2151,49.0299,64.1854,44.5897,49.8486,45.5,46.9813,36.5549,38.0546,38.5136,43.2246,44.3051
FAY,40.9459,40.7907,28.8846,37.675,42.2439,26.8889,26.8696,35.6182,36.7143,25.8621,23.5897,48.84,29.15,33.24,26.2857,24.303,36.7174,40.8788,55.9483,30.4516,29.875,49.5172,38.6667,27.6129,42.1538,40.4583,37.3235,52.6944,33.3846,55.3269,45.093,33.9024,37.0435,12.0,4.0,37.04,33.125,41.3871,28.1058,29.4941,29.6239,53.1923,42.5923,45.1,30.2872,21.6818,28.4175,27.1368,33.7258,30.7727,41.8395,49.0,35.8957,43.4954,46.3796,44.4609,36.2368,34.3824,34.6364,40.0755
FCA,32.641,37.2927,24.5676,29.92,18.5588,30.7869,25.6633,28.2045,36.4643,17.7059,29.28,34.0164,37.9375,37.7143,41.7813,22.5263,32.0,43.1667,38.9709,42.1714,26.1944,28.4762,64.8182,36.597,39.75,42.9063,24.2667,38.1379,26.2143,29.0625,50.3214,43.1625,26.4762,32.6522,32.3846,39.175,43.225,35.7174,37.5682,36.1818,34.5172,32.4943,40.0157,36.272,28.9348,23.5556,34.8421,48.6571,39.7674,43.1636,21.125,18.3636,24.525,34.7094,39.4041,44.1858,27.2295,33.7895,21.8537,36.5732
FLG,44.9355,36.1739,18.7188,26.75,35.9286,39.2692,53.8696,41.4314,26.0357,31.3158,38.0625,36.1481,29.4615,35.1667,26.1923,19.8125,18.4118,25.5385,46.0,39.2162,48.6364,30.5135,29.1481,26.4545,11.5556,11.25,35.95,55.3529,61.6316,44.5263,35.9667,20.6176,36.2308,56.3125,17.2,21.5882,29.3462,41.8485,31.4286,37.9333,39.5,18.9091,35.9615,74.2,44.5294,27.3333,57.5455,58.2963,99.25,36.9565,71.931,40.9167,47.16,92.6333,34.5313,41.5349,44.0,52.3171,42.6875,47.1333
FLL,26.1536,32.2264,31.0362,29.648,33.2502,37.735,33.6837,34.469,28.348,25.374,23.0501,33.8171,30.9724,36.1748,32.3969,32.5875,28.2077,33.6484,41.3976,37.1278,29.4779,29.5329,24.1424,34.9017,37.7584,32.3497,32.0159,40.7237,40.7243,47.4135,43.6082,37.9216,35.1004,30.0482,25.0083,33.3767,36.8975,30.4732,32.31,38.1113,37.4535,35.6883,42.2602,44.4742,36.9832,30.3057,32.8153,34.3686,36.2934,38.8402,35.6922,43.3318,38.1624,44.4236,47.7347,49.5965,32.3078,30.0104,28.2933,37.0723
FLO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,54.7273,41.9167,20.0,,,,,,,,,,,,,,,,,,,
FNT,35.9671,35.1097,28.9226,27.0,33.9191,42.4412,35.515,36.5707,27.8172,25.1792,23.504,32.6531,31.3095,24.3077,26.5182,24.2289,25.4833,27.0217,39.6855,37.2727,26.8354,53.7385,29.6364,33.7426,54.9037,40.7978,45.2764,49.0233,33.0667,35.9407,46.4658,33.2984,30.1294,35.9175,45.2727,44.336,44.75,37.102,21.0484,30.2331,37.2519,47.3421,42.0455,42.9753,32.8077,31.1017,31.0,53.1099,43.5641,51.1375,29.3387,32.3226,55.3958,56.6735,43.9505,33.2778,39.0,28.0282,39.5873,37.7778
FSD,37.5568,40.2623,29.6091,33.7682,31.1875,37.2987,31.4161,42.1908,31.1607,24.8211,42.3566,31.9459,42.7981,48.2727,39.5053,28.3077,32.3448,31.0849,41.2373,42.7925,37.5942,34.3211,44.3797,53.377,42.5969,38.6885,47.5444,58.875,46.1122,52.5109,61.9686,49.2482,41.8714,40.1647,22.0179,50.7011,46.8228,55.4138,27.7377,55.9504,37.2826,47.435,50.7255,46.1543,40.1408,38.0377,48.0524,47.2598,50.0667,52.2186,57.6813,38.9241,39.9835,46.2699,49.7884,46.7333,35.1216,48.68,38.7628,48.1116
FSM,34.6024,38.7705,30.9091,39.4024,37.6712,39.4744,37.8116,31.678,26.4595,32.4167,36.9608,58.7857,40.875,42.5745,32.2308,23.4118,38.8182,84.7333,43.1316,45.3448,30.7931,37.5652,34.7273,49.1111,68.0435,38.7619,36.2667,52.6,82.1364,93.4783,60.9545,52.0,26.1429,56.3333,35.4286,70.7,52.7241,93.0222,31.8,29.7879,38.1176,66.2642,37.0816,46.2321,48.8478,56.2069,37.9111,72.1136,40.931,33.814,41.4583,48.6111,51.8444,68.5333,49.0923,52.9836,25.0233,39.7719,35.8049,63.4286
FWA,37.15,45.0124,32.747,33.2065,38.8716,37.6,36.1216,34.271,33.9588,27.0842,46.7913,52.5789,51.2277,50.1828,63.046,40.5789,30.4333,46.8095,61.7263,70.5631,44.0,57.2283,66.6914,62.4861,54.3421,57.61,63.3333,77.0345,51.2815,68.2593,65.6405,65.9852,31.4273,63.7113,55.8372,65.681,58.9722,70.2335,44.3086,44.6667,59.6126,67.3403,53.0856,57.901,52.3974,38.9149,38.0353,51.4162,61.7333,58.4253,42.6962,40.5989,58.3113,61.9301,50.28,55.6561,39.6959,45.8314,40.3061,65.1908
GCC,28.1163,29.0,31.2632,43.1905,28.3,39.8571,25.1111,22.3684,28.0,40.3077,37.0556,34.85,28.7333,44.3333,27.1667,25.7273,33.0556,38.9167,47.5652,44.5625,16.0,15.0,40.0833,31.12,40.3333,44.8333,39.2857,36.3846,34.3077,100.2,31.3333,41.3571,78.4,46.0,76.6667,55.6842,63.3529,87.6667,39.1,100.4211,34.0,35.5385,34.45,42.6667,7.6,17.7143,35.5714,106.3,30.0769,33.9333,35.1875,39.5,23.0625,46.2,106.6,27.1739,32.5294,54.5769,18.2353,55.1739
GCK,29.2222,38.5263,25.7143,32.24,47.1724,26.2813,21.5,19.5714,18.1429,33.7692,22.8889,16.5,,,,,,95.3636,123.1,44.8947,40.7143,64.0,57.8182,42.3077,87.1667,25.8571,43.0833,113.0,,,,,,,,,37.5,33.875,35.0,43.75,45.3077,28.5,23.381,34.6364,45.4444,24.125,19.0556,13.0,167.5,29.6364,21.5,17.4,36.5,50.9,29.0,20.1111,16.6,14.0,55.3077,31.8462
GEG,31.6347,27.0229,26.3658,26.6678,21.0762,29.5077,30.5245,25.4481,22.6653,23.751,26.1107,30.7928,30.1916,29.4573,29.594,26.7985,24.7629,24.9104,27.3398,34.3365,20.7463,23.1732,21.268,38.4729,35.64,35.2807,27.871,25.1055,23.9242,25.2449,31.4053,28.5891,26.4548,26.9717,32.4094,28.7649,25.9407,26.0126,22.6559,26.7982,28.384,29.1072,27.9631,33.7394,33.2563,31.1309,32.8022,22.7029,25.4188,37.6832,29.9804,30.4793,28.1165,32.9899,32.6306,30.8918,29.5921,26.8939,31.4944,33.7854
GFK,71.5,38.625,,23.7778,36.6,37.4118,20.25,35.625,28.0,24.875,37.2121,25.0,40.375,67.5455,31.5789,32.4286,28.6667,52.6296,48.8696,29.1364,31.6667,29.0,54.4815,71.8276,32.8205,35.8462,77.0,41.375,28.3333,51.3704,69.6452,29.5652,17.0,83.0,57.381,41.2273,34.5333,99.6053,28.439,32.0909,61.8654,29.625,44.2778,21.925,26.1176,37.3,40.8846,58.3171,31.7778,45.4068,57.2593,41.0238,37.8333,44.2632,25.2083,40.3571,58.0204,61.1667,35.0,65.7969
GGG,21.9545,20.3636,35.0769,46.2,29.8696,32.1905,15.8667,27.9474,36.625,15.7143,8.8889,35.9375,,,39.7143,20.0,22.5,59.2917,89.4615,65.0,61.1667,57.6,118.7778,97.1333,97.25,,,,,,,,,,,,45.7778,58.6,39.2857,69.0,67.9091,23.0833,32.3929,47.2381,18.3077,65.3846,24.5385,22.8824,14.0,68.5625,26.9333,61.7647,23.2353,49.2353,17.1667,36.55,19.0,24.75,18.9091,41.6154
GJT,34.6506,34.4063,22.9437,32.2911,41.7381,30.5345,18.3784,35.4286,28.2308,24.28,25.7647,33.3837,38.2143,29.5789,21.7917,17.6538,35.2222,23.875,64.9643,36.3778,25.9545,24.8542,37.2258,40.0,34.1786,43.9,50.0,33.1395,20.8333,31.6327,40.6957,40.2174,23.8649,41.9767,28.0385,32.7813,34.2857,40.1406,11.3333,47.5417,26.1071,30.8,31.1609,30.6867,31.9677,38.0,51.7368,25.3548,31.1639,33.5432,25.2537,25.9184,48.9895,48.1895,35.2973,43.0,23.1311,31.8493,29.4286,42.6218
GNV,36.0161,39.7794,33.5543,31.8046,45.4219,39.4433,39.3678,45.7083,27.1667,41.7544,23.3774,40.4545,31.8571,33.8824,39.4583,40.5714,32.5,55.5714,58.2535,47.3455,47.569,22.2927,30.5758,38.34,62.125,44.8333,46.4063,60.1765,24.75,74.0182,56.3878,22.1563,67.0,28.0,26.4,40.3077,41.5,44.4571,31.5545,30.6364,25.3333,48.1525,45.4186,32.6269,30.6494,20.7609,33.104,52.0826,32.814,29.9474,39.2117,41.1379,43.1376,56.2938,38.1007,39.2239,31.0725,27.1393,28.6842,34.0
GPT,35.8681,32.7596,27.5203,27.9196,39.9406,39.6053,25.3793,34.7358,24.45,35.8621,29.5735,36.9206,43.566,24.0612,32.1833,38.0185,26.2769,43.9324,53.4231,47.8218,39.9138,20.7447,29.878,60.5854,49.3714,22.7105,32.1795,55.8906,24.2833,43.9123,27.9412,31.1163,28.0882,45.82,10.6087,69.9574,39.4026,51.3556,42.3889,32.4308,41.0396,55.375,49.4887,53.8151,59.8673,44.7865,32.2128,40.9012,34.1446,92.2202,43.0877,46.486,48.1048,48.2828,52.812,45.9032,42.7294,50.0741,34.4405,46.8264
GRB,37.2357,45.4419,35.8627,30.7561,35.0976,38.5901,39.3285,34.5615,37.8571,31.7404,34.7961,39.7083,43.7049,59.4386,57.9888,35.0625,49.8923,44.7128,54.4914,50.8632,55.6889,32.3065,38.7193,52.1489,79.496,53.4493,43.4127,55.7143,52.307,51.1552,41.8837,57.9663,41.9677,39.7606,29.6222,50.6703,46.1014,60.9157,25.9247,48.6563,56.8774,59.3968,47.0583,55.8136,33.5972,40.6389,36.5424,35.3699,56.8762,54.8534,45.7778,55.1023,39.0485,48.1706,61.7633,56.12,36.7578,39.2881,45.9753,72.8571
GRI,29.087,41.7037,22.36,49.4545,26.65,26.2308,26.2941,26.3333,23.5,29.8,60.8333,28.3333,,,,,,,120.9412,61.2143,56.6667,37.6667,70.0,56.3333,107.2308,27.5,,,,39.375,50.0667,37.0,45.5455,20.0,,,38.1579,52.0435,23.7857,57.0,28.125,50.0476,28.15,29.9375,42.8889,118.3103,95.0455,60.3333,28.0435,34.32,44.4706,85.6667,40.8,46.5417,28.3529,20.1304,38.6875,30.85,60.8824,38.7917
GRK,30.7192,33.824,31.1831,28.4766,37.2342,39.3137,41.6466,36.4453,25.8209,38.0164,34.0562,40.0,27.34,28.75,39.5167,42.2195,35.1429,43.1795,60.95,47.75,34.2105,64.7667,46.025,64.4595,78.5,32.0,73.5217,81.4167,53.5517,56.6905,75.2558,33.3333,34.8947,56.125,23.2778,52.0769,42.1111,62.1754,29.75,23.3256,28.66,34.6234,36.5714,38.863,29.4462,37.9861,31.6,23.1831,25.7368,37.9103,42.9079,39.746,36.1845,39.5294,50.3529,57.9589,32.85,36.7625,21.2586,39.4306
GRR,34.9704,32.6247,32.5251,29.0731,32.5113,32.8986,32.0956,34.0165,28.2,25.4239,34.1852,35.1391,23.9617,33.7235,34.0345,30.7347,33.6071,36.1685,44.0365,33.8225,26.39,30.2549,32.595,43.901,44.878,39.1511,43.2456,49.1897,37.6258,44.549,44.664,42.0408,32.1449,27.1191,30.5,41.767,42.5011,36.4628,28.3377,33.2005,38.2059,46.8734,41.9356,45.4155,38.4138,34.267,35.0063,39.2835,38.648,40.3898,37.4325,37.5352,41.1017,43.025,50.3657,45.1472,44.9849,42.9418,41.4792,42.5471
GSO,36.4708,42.4509,39.4717,32.1646,40.2775,37.6712,44.7337,41.4087,31.974,29.2207,33.6134,38.4832,47.8364,42.3429,37.7838,28.5169,25.1382,53.0221,59.9045,45.466,40.3933,51.8276,49.4846,34.8217,49.6894,40.7647,49.051,54.4408,48.3886,47.1531,43.8295,42.5935,31.6783,42.4286,29.9741,46.0407,39.1821,39.7264,34.7764,36.6966,36.7826,47.0023,43.6421,44.9309,42.0502,34.1333,36.74,38.5914,42.3048,41.3401,36.0712,50.9639,40.0577,52.3017,48.753,49.8759,42.7609,44.7363,38.3165,40.3973
GSP,33.4163,31.736,25.9917,26.4545,31.6298,34.3643,28.2269,30.9722,26.2929,24.1131,27.5808,26.9403,29.7134,28.1543,42.5098,35.0273,34.4098,52.035,48.009,44.5093,34.5135,25.3254,29.8417,42.2938,44.94,33.0805,24.985,47.555,51.9623,43.0306,45.1898,34.3287,28.526,24.5669,18.418,37.486,46.7857,43.8204,33.699,33.174,41.0681,47.9234,44.7859,43.9504,41.877,34.2251,37.539,32.7319,38.2547,38.1945,32.8067,43.9336,42.6552,47.6958,56.7075,45.7688,37.2055,36.1419,42.085,40.8615
GST,,,,,,33.0,58.5,19.0,,,,,,,,,,14.0,19.0,14.0,,,,,,,,,,15.1111,33.3333,60.2,,,,,,,,,,24.5,4.5,32.0,,,,,,,,,,20.0,39.0,43.6667,,,,
GTF,41.8511,26.6316,20.1563,26.7105,21.3953,34.4068,20.6122,26.7937,20.5357,30.2647,29.8537,28.375,41.9302,42.04,34.1563,26.5789,25.45,44.1667,35.8033,55.551,20.4091,17.3125,31.6842,34.973,21.1111,25.9167,35.2727,35.8235,25.3,46.0213,47.4412,31.8529,19.087,21.2857,19.7333,55.625,62.88,33.5172,66.9333,59.9231,102.8333,24.1333,49.814,31.8475,35.1429,35.2727,28.5357,22.5862,46.76,32.9118,76.3824,40.0385,28.92,30.16,54.2895,26.093,27.1364,53.6667,25.3684,41.48
GTR,43.087,52.1429,31.7273,24.8636,24.3889,29.5938,47.5185,49.5517,29.0,23.619,51.0,40.6842,38.2667,54.7273,41.1905,50.8235,31.2917,52.9565,57.8387,59.5185,60.8846,58.2632,46.1333,43.6154,82.2759,50.25,59.8077,48.6842,36.0,49.6452,40.88,47.0,26.8889,49.913,21.3636,47.4167,49.6563,84.3333,39.1111,27.8421,29.5294,92.9091,43.5217,48.9565,25.875,27.1111,47.0,44.0455,23.3,31.3571,52.5313,28.8621,33.2759,55.2619,44.8431,37.1778,29.75,26.8958,22.5,49.9375
GUC,31.8889,27.3235,24.9143,15.1429,6.0,53.8462,49.5484,32.7222,28.4444,,132.0,30.8846,42.9333,20.8182,50.8636,18.0,,,22.25,57.8571,,,16.0,27.8235,35.6667,56.6,45.4167,29.5,,,,,,,,50.5,63.8,52.375,39.9167,,,10.3333,22.8571,47.5,,,,67.0,44.0769,113.0714,25.3478,,,138.1667,35.2727,63.6667,,,,27.0
GUM,32.619,15.6111,34.619,22.2222,22.7619,18.7778,28.0345,24.0,15.0833,11.6471,91.0417,40.24,21.2174,10.2273,10.2609,15.7692,28.4762,13.4583,19.8462,22.5714,18.45,15.1579,14.7333,35.5385,22.3913,18.4737,23.45,9.0588,14.7143,11.0667,16.55,21.9375,28.6,9.1429,19.7857,19.1111,24.875,14.6154,18.92,17.0,18.3571,18.36,24.6129,34.1379,43.4444,49.44,43.04,15.7813,22.1724,13.3571,20.963,16.5263,17.0,14.8947,81.8636,27.2593,70.7619,18.4762,45.3182,16.2
