Dest,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12
SAT,27.7082,27.6335,23.6899,28.9555,31.5664,33.2651,30.7934,28.863,19.7997,22.0076,25.6923,31.2725,24.7029,24.1429,26.2225,28.2237,29.2486,36.6242,37.7886,34.9409,24.4544,22.3345,24.4603,30.5783,32.3263,24.4726,27.1426,31.9545,29.2598,35.0602,35.694,31.272,25.0199,25.0298,21.5064,26.5673,33.9471,28.1244,24.5402,29.1792,33.0535,35.76,35.0622,35.9975,34.0521,27.8767,27.4878,26.059,25.817,33.0999,27.4317,33.283,36.6646,36.7388,33.728,32.4695,25.0363,26.6919,27.3743,28.6142
SAV,34.1613,34.5471,28.6455,31.8715,34.3705,38.8147,34.7942,33.4435,21.9474,22.3444,30.7251,38.8704,30.4458,37.0976,27.3966,29.6011,24.8313,34.8976,56.2165,54.2289,28.6111,27.5912,30.0075,39.0046,45.9936,32.6587,34.2155,50.9314,36.9485,40.4087,47.0808,47.7511,33.5816,38.1526,32.392,39.4972,36.9964,36.4149,25.6045,32.0814,40.8679,50.1652,48.5869,47.2979,36.7632,39.5619,35.6099,35.511,34.905,42.5612,34.9176,45.0233,36.812,52.986,48.7858,49.7754,43.0065,34.8926,39.9905,44.6312
SBA,45.4022,40.9245,35.8346,32.3944,32.4061,38.6763,38.2544,31.5876,35.3333,31.6412,28.0889,40.5732,37.3534,38.3861,47.5308,35.7778,44.4603,39.4706,39.2783,42.6054,33.9593,36.0311,48.3554,45.8222,46.2403,69.4414,47.0429,50.087,56.7597,42.2923,33.042,71.4465,49.8487,58.1316,51.2935,46.0494,53.8702,40.0672,38.9746,56.6047,56.3584,59.8466,47.012,49.8447,39.1261,60.6327,45.4821,44.442,54.4935,51.7435,61.9737,48.1241,49.6788,43.8217,48.441,61.2196,47.7676,33.2667,49.4948,45.2918
SBN,57.7426,47.8344,46.7823,50.4043,34.8889,42.1678,37.75,45.3413,33.6224,33.419,48.7327,58.6148,65.1094,47.5217,73.1759,41.3178,36.3511,58.4889,46.0,63.3556,52.27,47.6989,50.1758,68.4731,65.9338,78.8901,53.9774,66.7727,55.8261,68.587,59.9577,63.3182,45.7614,54.3077,35.3838,50.7862,69.0389,62.2054,55.9496,52.5271,39.6478,53.8895,61.5642,50.9863,60.975,53.4425,51.0349,63.9176,61.7077,68.0608,56.6517,44.6257,66.2251,52.2371,65.6108,51.51,44.9161,47.4268,56.8239,66.6859
SBP,37.3451,28.9438,28.4878,34.8023,30.4714,28.6154,37.9242,39.1143,39.4143,44.1176,31.0,33.5507,50.2766,32.8049,46.1795,47.2258,45.5405,40.8481,44.4521,40.5417,28.3704,40.5667,39.9516,40.4302,51.5844,47.7237,51.5938,82.4659,70.4426,44.3218,56.5294,64.1165,52.0,70.175,37.1042,54.9783,43.5364,57.9479,43.443,35.039,41.3025,49.822,40.8689,46.1765,43.1818,46.2308,64.3846,54.5714,50.2595,51.3333,62.8288,35.3594,38.4206,58.7442,47.5695,48.4621,49.8058,46.7914,78.6286,59.6905
SCC,16.6842,18.6471,30.6957,28.75,33.5833,33.4211,23.56,15.7727,11.75,34.625,31.8667,15.5882,14.4286,31.2857,19.9091,16.25,25.5,36.0,21.4444,37.0,5.0,8.6,11.6667,10.9333,31.8571,44.875,38.4667,25.8889,24.25,25.1,31.1111,15.5,20.0,22.625,8.375,16.0,27.2857,37.3,29.0,20.4545,41.5,29.1875,23.5385,40.2857,27.8182,26.6,50.75,39.8,23.3333,26.4375,31.8571,57.7857,40.8421,32.5,22.0,14.4375,26.75,13.1667,19.4,33.5385
SCE,37.8966,45.3871,23.4783,24.619,27.5909,55.8222,50.9167,26.561,49.7059,25.3077,40.7647,27.913,30.5556,23.0,48.5882,44.2273,49.7895,50.375,52.5,31.1714,53.5,37.45,60.2308,46.44,54.1538,45.6842,76.5556,39.7368,50.8571,64.5122,61.1795,49.1091,51.6774,47.303,72.5161,55.7115,91.4643,48.32,89.8636,30.0588,21.0667,33.7143,69.375,23.0294,31.7586,60.4314,50.7838,57.2973,83.4444,40.6842,68.1034,52.7234,61.0536,52.4063,56.2923,49.3019,33.1351,49.54,60.8627,45.2308
SCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.875,37.5263,40.5946,41.1,42.7273,45.1026,30.9688,43.5455,29.6875,35.3077,32.4118,18.4286,31.95,43.5,29.7143,13.2353,59.381,23.0741,17.9583,43.7692,37.7097,79.8333,38.2083,43.0208
SDF,27.9425,29.1017,29.7066,26.3145,34.4872,36.1409,31.0563,28.9016,25.413,16.8171,26.287,35.7942,28.4636,27.2558,25.451,25.9963,22.8584,38.37,39.0028,35.8509,26.5694,25.9636,29.0942,36.564,33.3731,28.6136,34.5,46.0148,26.7409,36.2454,37.175,33.0992,29.351,20.6667,20.8647,26.4084,32.1898,30.4538,27.6552,33.2971,39.657,41.81,40.3231,43.6809,40.5009,32.4765,34.3728,36.2453,47.5041,43.4116,31.1397,41.7191,42.8977,41.4455,46.0807,37.2962,39.9694,38.2401,32.7946,38.2734
SEA,29.1979,28.663,28.3339,26.856,24.499,30.6085,29.098,29.4808,23.6383,24.2147,27.3576,31.8853,31.1215,29.9442,27.483,27.3558,25.6515,31.0847,32.5381,32.1758,25.336,29.595,25.4037,35.3968,35.2217,38.9637,29.9307,33.3656,28.4895,30.8349,29.8321,31.2878,26.1929,32.1311,34.6885,30.2366,31.2091,30.3512,26.9618,27.3986,30.3914,29.5818,32.0193,38.0858,29.439,32.3153,36.1049,29.9694,31.9433,44.4277,29.3541,30.4109,29.6365,33.0968,33.5441,33.5368,28.9173,28.9405,31.9074,32.2823
SFB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.2848,60.6806,48.5867,49.6812,74.2834,64.7967,65.3785,55.3899,52.28,54.5892,46.6591,41.9101,41.5368,53.5625,48.897,46.0079,40.7482,51.8134,45.1429,45.6928,33.2443,38.9766,37.0152,55.1425
SFO,36.5189,40.0244,31.861,32.0452,38.0724,35.7668,36.1941,33.0212,27.6498,30.1163,31.0244,51.1884,47.1415,40.3644,50.5674,38.0796,40.8296,35.3211,40.802,40.9019,32.9627,50.8834,34.7817,44.9212,54.51,58.4474,45.9806,60.512,50.7042,47.6833,42.3572,53.0362,44.43,58.2448,46.7066,34.2441,42.1818,36.009,52.5623,43.0902,54.2842,42.8961,40.5015,57.0224,40.473,37.1334,52.5207,48.2288,64.0243,62.0252,55.0183,40.4252,50.8478,41.7042,47.1729,47.0812,72.3317,36.0188,45.6551,56.4399
SGF,40.4198,44.502,32.0302,35.2407,31.3833,36.4983,31.8333,28.92,35.8264,29.5565,31.3289,37.691,47.1471,41.3235,35.8571,27.0294,35.2857,45.8539,48.6145,46.1739,31.2778,29.6296,35.8393,39.1167,44.3855,37.3,36.8293,49.0847,30.2381,58.7742,34.5125,51.9492,31.5417,48.5942,22.7674,49.4127,35.4854,42.454,32.0341,35.0592,42.8342,46.9892,46.6786,40.2028,34.6725,37.7299,39.8643,47.672,35.5519,43.6701,33.9345,43.0556,51.498,48.708,49.0,38.2294,40.5731,31.7979,30.3841,46.7767
SGU,33.4194,19.6207,26.303,30.7333,30.1,37.7917,37.1786,30.6452,22.1481,33.7895,24.9444,40.0541,36.303,17.8261,19.3438,53.84,32.7407,37.7667,45.5143,20.9429,19.3043,27.125,45.5517,35.6964,38.45,21.1429,32.1852,45.25,33.3125,29.4242,48.2286,46.3889,33.7586,27.7813,70.2051,63.359,77.7273,31.5094,39.82,20.075,37.6481,32.9184,46.1132,31.449,13.7714,31.2955,34.8095,24.6154,29.4118,41.623,39.6897,34.3182,68.0938,,,,70.5,46.3647,38.3077,44.6489
SHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0714,65.28,84.55,85.8621,119.56,77.3333,83.6,159.0769,78.7059,86.4,136.0,116.1429,65.6667,64.3333,69.5217,58.2,128.5714,35.2857,89.3571,233.0,101.5667
SHV,32.4923,32.1709,38.4649,40.6512,46.3553,45.7769,36.3897,35.971,29.5302,34.8676,33.6296,41.3072,44.5631,36.7083,38.315,31.5413,44.0089,53.1346,48.7347,60.5691,63.3516,29.2125,38.2421,61.5871,61.8841,41.7447,54.4964,74.8317,45.1682,65.3583,56.2778,36.7674,41.8649,54.6383,46.9688,45.0843,57.938,43.9559,41.6316,38.8898,41.536,47.0632,42.3656,41.6162,40.0429,33.4172,33.8324,49.9632,42.9065,57.5536,43.3846,50.0898,49.6994,63.1333,43.3353,42.108,36.8468,47.1579,39.7612,43.2081
SIT,20.56,29.6,32.2069,30.1923,20.5417,27.6216,28.2453,33.5614,19.8235,28.7333,45.4483,37.7778,23.05,36.4167,40.3684,21.0833,24.5333,24.22,18.4286,29.8056,10.6667,47.1667,32.0556,22.7188,45.05,31.4118,26.5806,26.9375,36.1786,61.6,16.3548,24.8205,18.6842,25.7692,25.5714,28.5,71.4167,35.4211,17.3333,11.4444,24.125,21.5,25.7778,34.902,22.1333,21.9615,48.84,35.0588,25.4762,37.3182,10.7143,17.3182,23.5,28.549,27.2162,30.431,21.2174,19.7407,17.1429,30.1333
SJC,26.772,24.0926,25.6124,24.4584,24.8309,30.2959,31.1319,29.9515,23.6276,22.1582,24.7306,28.7203,25.0154,22.6077,22.5041,22.7425,23.8233,28.1806,32.6165,28.3053,22.1296,23.3422,21.7646,34.2341,32.4348,27.5369,27.8311,28.5044,28.5723,28.3754,28.356,29.2793,24.284,24.0176,25.4422,25.9212,26.9404,27.1659,26.2096,27.5741,28.9012,27.8803,31.1415,32.4207,26.7657,26.5949,27.2269,24.9763,24.9319,31.5333,23.8282,25.7065,28.7791,31.1593,29.7136,27.6204,21.7765,25.6348,26.0648,27.2147
SJT,30.2791,32.0952,41.0508,39.3654,29.197,29.3774,28.8333,25.6053,30.7083,29.8621,18.0645,27.8182,,,40.75,37.3333,55.8696,44.4815,46.9412,52.3438,29.44,31.2308,47.1176,35.7037,39.25,,,,103.1818,87.36,66.6667,34.1667,28.0909,108.2941,167.0,64.25,37.12,34.9583,26.0769,21.55,43.4286,24.8889,39.4167,33.75,28.5385,57.0,35.1875,28.7586,23.3056,23.3,25.9,55.5357,39.7027,37.8837,34.8108,29.9545,19.4545,44.0667,18.2759,34.8529
SJU,29.1017,33.1735,32.484,28.7713,26.6162,35.9145,29.2761,32.2412,27.473,24.8361,22.2427,30.8937,28.8604,35.9265,30.9678,27.8411,27.076,30.4705,37.2337,42.5608,28.0018,25.8306,21.7857,31.9133,31.0466,31.4653,34.7879,34.3695,36.4683,42.802,42.6199,37.7656,54.819,41.0647,21.6994,30.2211,30.9734,30.2,28.7217,35.1032,33.4878,38.2393,41.7577,45.6213,33.4036,28.6307,31.6965,35.7968,33.3547,35.1514,34.2769,42.8703,34.4454,42.6405,45.872,45.0755,31.7776,28.2862,27.8272,34.298
SLC,30.3602,30.0052,28.8457,29.9917,27.4232,31.1874,31.4078,27.9347,26.5161,24.0166,28.0736,35.379,33.2054,32.4475,30.8545,31.0523,29.146,33.1396,37.0453,39.3015,25.8357,27.7034,26.8154,40.7908,42.6357,34.3289,36.5915,43.152,32.4849,35.3417,37.6965,38.0097,30.6088,32.38,30.7593,37.4814,37.1597,39.9335,31.0401,31.8267,32.115,33.1915,36.4857,38.9723,33.2566,29.4825,34.1396,33.5619,39.1489,40.8398,37.4545,34.5368,36.0578,37.6932,38.9165,39.0097,32.6911,33.1528,35.2386,39.1317
SLN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0667,82.7917,121.4138,104.0,60.32,50.6316,57.6875,52.1333,79.7222,87.0909,71.5806,70.9091,57.5,95.1304,71.5556,157.9615,57.619,107.3333,145.6296,32.8421,50.3077
SMF,27.433,26.3588,23.5531,24.8389,26.4809,30.8425,31.6453,30.4946,23.6754,22.2217,25.3144,27.2113,26.4926,24.7829,23.808,24.2988,23.6755,29.5104,34.2162,27.9482,24.7511,22.8791,21.0024,33.3443,33.2923,30.5557,28.3459,29.003,29.1526,30.4095,31.3534,31.6703,24.6237,24.0262,22.0633,27.5837,27.5315,26.2979,25.5129,27.1153,31.0357,26.9276,32.3505,31.6155,26.892,25.0746,26.1225,25.3171,24.7757,32.0928,26.828,26.2255,29.7554,33.0491,31.4992,29.0949,25.4281,25.2689,22.9842,27.9003
SMX,27.8462,35.7333,21.5625,21.4286,52.4286,38.8462,35.6471,39.6842,57.6,42.6471,52.5,63.5294,46.3462,54.2727,57.2963,29.375,52.087,40.9375,75.4286,55.6563,33.7368,55.75,,,,,,,,,,,,,,,12.0,21.0,125.0,4.25,17.0,34.3333,31.6,22.0,39.6667,55.4,8.5,59.0,25.2,15.0,8.0,,13.0,12.6667,16.3333,39.4,28.5,13.0,55.0,13.0
SNA,24.1874,21.2142,19.9546,20.3508,23.723,23.7447,24.6916,23.7714,19.6424,19.0444,21.3901,25.1424,20.1708,21.0331,22.9338,22.1824,21.9506,23.4086,27.5439,26.5477,18.7136,21.6423,18.3397,26.0899,26.6235,24.443,24.5613,26.6731,23.9203,28.5415,25.0863,26.9841,21.4321,24.22,21.9215,24.5012,25.3019,23.9551,24.605,25.418,26.9504,24.6558,28.5631,26.9216,22.8874,24.9392,24.4495,25.5669,23.7536,26.8886,23.5414,28.3763,28.4554,27.5157,24.4161,26.6151,24.0744,23.5104,24.7589,28.5857
SPI,36.3019,46.5397,34.3333,40.9762,43.3725,48.8857,29.78,30.3571,38.8333,33.697,54.1892,44.2273,30.093,25.3793,38.5,26.3514,57.2308,50.65,45.8113,44.1525,27.6129,37.0714,48.44,55.6579,65.186,36.8,47.5,47.0556,36.1667,59.913,72.4242,54.3333,39.0588,48.75,31.4167,106.7586,45.1154,47.3404,42.0938,33.4375,47.2609,58.6889,44.4286,65.7593,42.4103,44.425,55.0278,33.4878,65.5313,50.64,55.4468,25.1795,48.6226,52.3462,45.4419,77.6279,56.1892,58.2075,36.3265,87.7115
SPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0769,22.9333,57.7857,5.25,92.0,19.1429,14.7692,28.8182,20.7143,12.7143,36.4,25.4,20.4286,12.5714,28.5,11.3333,28.0,45.1111,23.25
SPS,31.1667,34.2941,30.5283,45.8667,46.1698,29.9574,30.7586,12.7857,26.9375,19.1154,51.8,32.8,,,72.3684,34.9286,37.1111,43.0526,58.6552,61.4286,72.6471,40.5,44.2941,121.3636,86.0,165.4167,88.6774,37.25,,,,,,,,,29.8095,35.4375,23.4091,37.8571,38.5333,27.6471,39.381,30.2,30.2308,26.2,24.4444,33.2632,17.8571,33.5714,21.3077,34.2727,74.6667,20.5217,57.4615,47.6875,23.4286,29.0476,26.8235,30.0833
SRQ,35.5135,23.5253,28.3523,34.4455,30.8072,25.7978,31.1149,27.9,18.6415,18.4301,24.32,36.9742,26.1043,37.6154,32.777,31.9192,25.8205,32.9155,39.6591,37.2958,28.4655,17.0735,19.5,35.8841,32.6724,24.726,29.964,63.5248,18.5146,40.0341,34.1096,24.1029,17.92,18.05,17.5319,22.5474,35.2449,30.3012,32.4054,28.8286,25.5647,49.8509,41.9458,33.7045,26.4574,21.1838,25.9481,26.6557,29.6196,30.5365,33.4475,45.322,35.7644,41.8164,45.1966,42.163,28.4576,29.8551,39.3382,45.9358
STC,43.2069,39.4167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8333,24.0,29.3333,43.6667,14.0,37.0,51.4,17.0,109.0,6.0,,51.5,,32.3,33.25,64.3333,29.0,12.1667,19.5,,,24.2,19.2,14.5
STL,28.6014,28.9946,26.5463,29.686,33.4053,34.3915,33.1071,29.9495,22.1153,20.8759,24.9778,30.9072,25.041,27.8879,28.6742,24.6702,29.3759,34.5273,39.5719,34.6658,24.7954,20.8731,23.8762,28.52,31.844,24.4069,28.4146,31.3842,28.1265,33.2745,32.977,31.8745,25.26,24.3013,21.4534,27.8576,27.2984,28.9144,23.4023,26.5993,28.3687,32.5474,32.5326,32.6805,30.7872,26.6209,26.7761,27.4971,30.2873,33.4373,28.0004,29.7122,32.6661,33.3419,34.5026,32.0234,25.0529,26.4282,25.2379,28.5873
STS,,,,,,,,,,,,,,,,,,,,,,,,,,6.3333,28.7143,27.0,66.75,33.7879,38.1538,58.0563,45.15,95.3462,99.6286,37.6667,63.0526,42.5517,50.7778,45.7742,48.381,50.6286,54.9574,81.8621,53.2692,61.0,51.25,30.7391,45.0,39.4359,54.5439,35.069,61.7755,79.0727,71.4054,51.2239,51.42,86.9216,45.2364,61.3056
STT,34.709,36.3548,32.4047,27.7547,34.4262,36.8261,41.9796,31.7482,46.9623,25.8133,29.4021,39.46,41.0909,34.0338,35.987,30.211,32.6972,37.7376,41.9716,37.6258,36.8873,27.4839,24.5341,46.2571,48.4676,35.8376,26.7907,41.9664,32.748,41.869,50.6323,42.4561,29.45,24.8378,38.64,17.5625,20.2703,18.625,27.7391,31.6463,28.6515,33.398,48.2913,38.4571,40.6964,22.1346,21.4571,32.6083,40.2411,40.6698,34.7559,29.6563,31.2267,34.2455,47.8649,47.0938,40.7381,29.5313,39.7,33.1429
STX,37.1176,29.7381,25.8286,24.0938,39.8095,28.1622,36.9565,20.8718,29.6667,24.9444,20.8889,22.3714,37.7907,32.9375,22.8627,22.48,22.6,30.5,38.6744,32.2857,27.8889,26.3,28.44,23.3542,37.1591,23.1739,30.2059,41.2963,26.2432,58.2857,58.7222,20.875,45.5,25.45,24.4737,22.3415,28.4706,23.6522,35.3333,25.7037,35.6389,52.0588,34.7321,53.9778,76.5,31.7895,38.8077,44.6,21.0,30.4118,21.6429,28.5625,42.0,44.5,32.8205,36.5714,13.375,18.8889,21.7778,31.7647
SUN,33.2083,20.6786,28.4286,23.6667,28.3333,41.9524,39.1429,39.0,22.6667,31.625,24.2857,33.3478,48.8333,27.2381,35.5714,20.6667,34.75,38.3684,28.6122,34.2692,53.0,238.7143,59.5714,50.3023,55.875,22.9091,40.0313,44.3333,46.3333,26.6818,32.9778,41.4565,38.3636,42.4545,12.8333,24.8462,32.4211,15.381,39.7826,22.3333,31.2778,13.0476,38.1957,29.8214,23.35,21.1579,25.0909,37.1563,37.0,41.0588,35.4762,19.5,21.3333,38.9714,45.8333,27.5,7.6,52.9474,22.9167,38.907
SUX,47.6071,52.1176,32.5833,17.9048,23.2308,37.125,32.4118,33.0,36.75,19.4,45.5833,32.4667,,,,,,,,,,,,,,,,,98.7,33.0,,,,,,,41.68,30.7941,25.2857,36.5217,37.3871,37.2333,35.1304,41.2759,64.3913,33.85,34.3846,31.5,31.35,35.6757,24.7692,24.3478,36.1538,51.4324,44.0667,31.6286,45.7419,30.0882,25.2069,40.28
SWF,45.0,38.0,28.8462,19.6923,47.9048,24.8519,35.7097,40.2703,34.2857,33.3548,34.05,38.7241,35.8919,32.1667,31.3824,26.3939,39.2857,36.75,31.1944,59.3784,30.2759,42.6923,37.8235,46.8636,26.0556,40.35,31.9744,61.9574,35.8214,50.1053,56.25,65.1475,26.0952,40.439,43.7857,59.6852,55.3659,60.8431,46.9273,51.5366,55.3962,49.1957,68.0533,49.2909,37.1818,46.12,34.2093,48.7059,80.7609,47.0811,47.9074,70.898,52.7347,54.0506,59.3143,65.25,56.1333,43.3421,61.4286,50.623
SWO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,52.1429,42.0,29.9167,30.6667,33.0769,73.75,48.8261,33.3,48.1818,30.0,19.4444,39.6923,11.5,119.875,19.2857,40.3333,54.2609,27.4118,52.0526,27.3182,37.125,44.6667,10.3333,33.5455
SYR,37.0515,36.33,34.0733,36.728,35.4901,37.4293,36.914,42.9557,36.1563,27.4681,31.2941,40.3155,28.0634,42.0224,36.3211,34.938,34.1471,38.5864,59.0302,49.8088,42.4681,38.2444,28.8198,41.5118,42.0813,28.4151,51.7418,59.3495,52.401,50.4767,47.612,38.2781,31.9929,41.2971,37.3113,50.8287,45.5092,41.7819,42.739,42.5172,37.5012,47.5046,42.0976,49.7346,47.3758,34.3795,42.651,42.9314,54.4354,47.6438,40.4504,49.5309,50.3184,51.2259,46.9622,46.7237,42.337,38.5738,37.9335,47.3889
TLH,35.5,36.8796,29.0342,26.5556,37.3537,47.6544,32.3689,44.29,36.6818,24.2676,21.1013,45.8765,35.2833,34.9385,30.15,33.2069,31.2931,41.3409,47.4699,51.873,54.4545,37.8,26.8824,33.0,47.5926,38.3333,33.2,47.2097,35.4815,30.0571,34.1897,49.3846,70.5,23.9524,20.5,75.8438,34.3092,41.3967,28.9231,31.2683,35.452,53.6806,39.3208,43.2089,32.438,25.819,27.6667,40.0776,27.5194,43.6055,29.8425,35.4895,31.8354,45.6754,36.7318,40.4917,38.38,39.9083,32.2783,45.4024
TOL,42.2727,38.0,28.3571,23.1875,34.7368,26.64,23.8636,25.2917,34.5417,20.6667,22.5625,26.6667,,,,,,,,,,,,,,,,43.8,62.75,76.0,62.4444,61.0,98.6,43.0769,71.8333,67.0714,45.1406,41.0,36.1296,25.6786,39.2264,60.5352,58.3158,49.0,40.05,25.6486,37.7059,36.5227,26.1429,38.9787,27.2368,45.0,62.1714,49.541,63.7391,54.1304,42.76,39.8889,42.825,40.5185
TPA,27.9748,31.0748,30.401,27.8829,31.5338,36.4776,34.4158,34.6005,28.4282,22.562,24.0091,32.9509,28.236,33.7087,31.2304,30.1147,28.0336,35.1898,43.2499,35.8308,27.3802,22.2715,21.7605,34.7363,32.2312,28.8217,32.0183,40.5099,32.9027,38.7665,36.9753,33.014,27.7581,25.8939,23.4622,32.7923,34.5004,28.6684,27.4974,33.3589,32.213,36.1747,40.5792,37.6883,31.4455,28.1817,31.6139,30.3338,29.5339,34.3622,33.5318,36.6087,37.1458,38.3122,39.7064,42.2711,29.472,27.3015,26.675,32.2069
TRI,24.4474,36.7273,31.5294,32.1304,34.5918,29.7119,30.4516,37.037,29.6964,24.5294,25.7273,25.0769,28.5366,44.4906,32.8039,88.25,28.15,56.2807,64.3514,64.7692,53.0962,39.8,40.5192,33.5932,42.2115,78.4524,44.3273,87.6479,33.6,56.7115,67.8197,30.4103,31.0,34.1316,21.125,38.9667,69.5385,49.9625,30.4375,42.5342,30.0652,56.7083,49.9293,58.5532,37.8298,28.9756,70.6557,66.3913,28.8108,36.6087,31.4118,35.4545,42.62,42.5688,51.2951,41.5,32.4717,33.5104,28.3953,42.7879
TTN,52.7025,87.48,61.3967,31.5281,37.1753,60.0206,51.4286,33.686,46.1263,34.1795,43.0,57.3,36.4318,64.7576,61.6304,20.9,52.5902,44.9231,58.8864,60.7222,52.6119,43.3922,43.381,47.9385,66.5714,60.0175,24.5484,36.6333,42.7576,75.3333,83.7912,52.2024,40.325,57.6379,40.7188,52.6375,50.8378,77.7273,51.0364,48.75,75.4457,82.7949,49.2292,57.7742,60.4144,63.34,46.9412,40.4432,42.9247,46.8861,49.3924,51.4878,67.8362,59.2041,65.051,60.7216,49.9268,50.8955,36.3253,49.6364
TUL,30.4962,27.5987,28.5076,31.2778,34.6283,35.6782,30.656,32.0822,27.2897,27.445,30.524,33.5522,28.9053,25.0811,29.2918,27.6521,30.442,44.809,41.1558,39.9118,24.1981,25.022,26.7321,36.7151,33.0626,25.7669,29.9847,41.7053,36.8086,35.0994,37.4741,32.2495,29.4909,23.0933,25.2478,31.4946,31.4787,30.3457,30.1086,31.3596,34.5904,40.5113,40.2288,38.4037,42.9281,35.3926,27.3399,29.1618,31.9059,38.1085,30.3501,37.6973,43.1074,41.4658,36.3157,34.0674,27.9659,29.8932,29.3124,29.6499
TUS,30.5233,29.2761,26.4668,33.6062,30.7648,37.3706,36.4094,33.0491,27.1626,27.218,30.6385,32.271,27.8635,28.8694,31.7261,28.8372,31.8272,37.6495,42.826,38.8372,29.812,23.8771,24.9389,38.7381,34.2214,34.2944,33.1976,34.8178,33.7859,37.9577,36.0165,36.8742,28.8435,23.8848,27.3705,30.685,30.4342,36.2311,27.9937,31.7739,35.4833,38.473,34.9721,38.7173,37.3427,36.9373,30.8136,31.1459,33.0068,37.4609,31.7246,36.0586,34.3768,39.2355,34.7025,33.1321,34.6015,35.0511,34.1285,38.8448
TVC,49.0455,38.1354,28.95,39.1875,23.6429,30.4159,24.5676,28.1954,37.5593,21.1935,36.0741,26.4464,44.6571,38.4043,28.8235,40.2581,54.8077,30.6812,55.5093,41.6218,35.037,26.5789,75.125,42.2813,45.72,50.6415,46.8442,57.7,40.1724,44.781,47.4068,53.7674,52.6,47.3881,43.88,86.6471,75.4891,59.5147,36.6852,54.84,46.125,44.0,36.5536,40.3901,40.96,49.2951,33.1,68.38,71.5128,73.1525,61.7353,57.2,46.3289,44.7903,56.0138,41.4774,46.2991,58.918,36.4177,32.375
TWF,18.0,42.25,39.8333,28.1667,12.8571,3.75,91.0,28.4286,17.2222,6.6667,14.7143,34.8235,38.7143,38.9333,10.1,6.5,10.625,5.5,17.6,3.0,2.0,53.75,33.8182,32.1905,48.2353,110.4615,16.75,53.4167,42.7,30.7273,37.25,45.4167,17.5455,23.1667,27.9333,104.4211,13.3333,35.0625,53.7273,24.7647,28.7333,7.2727,66.7692,21.3684,8.3333,204.3333,10.2143,15.5385,16.5,67.7368,40.9412,41.5,31.9,76.9048,21.0556,56.3684,20.4643,63.45,32.1818,88.0833
TXK,26.7647,21.7917,25.5294,30.1786,28.6,27.2581,17.3953,31.2857,19.5625,45.0,31.3846,32.8261,56.25,28.3,51.5556,31.0769,51.56,99.7778,113.8857,61.9,53.5385,10.8571,128.5,61.6875,53.0667,74.6667,,,,,,,,,,,26.0833,40.3333,53.0,35.7059,36.5556,41.7143,21.5517,37.4,32.25,53.0,25.5625,25.2941,27.3636,19.2941,29.375,63.0526,41.4706,39.0667,43.2941,35.3214,48.6471,36.9167,24.7647,41.6842
TYR,47.9846,31.1042,27.3523,36.5139,33.8118,37.39,31.6377,47.0154,30.3,33.7143,40.0392,37.5,36.6207,39.3333,21.4615,11.0,,,,,,,,60.375,41.0,65.0,109.7778,49.1667,61.4444,171.0,,,,,,,56.4,38.2069,43.3478,40.3889,33.5667,60.3448,32.2,36.9643,31.973,33.8108,96.3077,23.8261,26.0476,35.5484,27.8966,31.2069,80.5238,40.2571,43.6364,26.0345,21.5417,54.65,32.0476,51.4737
TYS,41.0807,36.1041,34.5451,30.1667,39.604,41.6147,40.0136,48.2524,32.9933,35.0709,39.2584,45.1451,43.3041,44.6691,42.9295,32.8092,41.5099,45.2211,64.3496,48.5467,37.0926,34.75,42.1232,55.7477,55.0609,38.4961,57.4221,63.5329,52.6575,54.3016,50.8798,60.3451,33.2521,40.8917,45.3487,60.1609,42.8848,51.4246,37.2954,42.1802,45.4869,60.119,52.6814,54.0117,47.6551,37.422,46.3209,41.704,48.3427,46.3246,48.5903,54.9513,46.7187,57.1373,64.2384,54.8752,49.4688,41.5061,52.3452,41.877
UIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.4348,42.6471,55.1538,29.8333,53.0,49.2222,50.3,72.5217,78.6364,41.3333,86.4,64.6875,49.0,85.4737,49.1875,76.0,65.4375,60.55,107.1034,53.3182,65.2632,62.6429,56.8824,104.6154,72.65
