Origin,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12
SEA,58.0,66.0,16.0,35.0,28.0,70.0,31.0,19.0,13.0,19.0,50.0,64.0,80.0,21.0,45.0,27.0,13.0,35.0,66.0,55.0,15.0,33.0,4.0,108.0,102.0,155.0,45.0,42.0,46.0,47.0,37.0,94.0,71.0,71.0,76.0,47.0,93.0,21.0,66.0,25.0,32.0,42.0,54.0,94.0,65.0,83.0,63.0,24.0,75.0,394.0,122.0,78.0,50.0,102.0,72.0,79.0,52.0,38.0,50.0,47.0
SFB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,2.0,6.0,1.0,1.0,6.0,0.0,0.0,2.0,2.0,3.0,10.0,5.0,8.0,2.0,7.0,0.0,5.0,4.0,0.0,41.0,0.0,2.0,11.0
SFO,294.0,348.0,161.0,120.0,133.0,245.0,175.0,152.0,67.0,56.0,90.0,363.0,419.0,173.0,337.0,110.0,122.0,124.0,166.0,179.0,76.0,377.0,71.0,303.0,515.0,503.0,261.0,372.0,251.0,177.0,81.0,339.0,181.0,377.0,169.0,73.0,239.0,69.0,434.0,160.0,211.0,141.0,150.0,358.0,150.0,82.0,200.0,216.0,574.0,586.0,392.0,165.0,233.0,208.0,141.0,186.0,569.0,62.0,156.0,376.0
SGF,16.0,54.0,22.0,12.0,18.0,18.0,5.0,6.0,1.0,7.0,9.0,13.0,3.0,6.0,3.0,3.0,2.0,9.0,8.0,5.0,2.0,0.0,1.0,6.0,3.0,3.0,2.0,3.0,0.0,2.0,2.0,11.0,10.0,0.0,0.0,5.0,28.0,53.0,5.0,2.0,10.0,15.0,9.0,12.0,16.0,7.0,7.0,16.0,17.0,27.0,12.0,16.0,25.0,15.0,14.0,10.0,11.0,8.0,9.0,5.0
SGU,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,4.0,3.0,0.0,,,,0.0,1.0,4.0,1.0
SHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,3.0,0.0,3.0,2.0,0.0,1.0,2.0,8.0,4.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0
SHV,6.0,59.0,30.0,10.0,12.0,8.0,4.0,2.0,0.0,7.0,8.0,11.0,0.0,3.0,8.0,9.0,7.0,18.0,15.0,10.0,1.0,0.0,5.0,8.0,7.0,2.0,7.0,8.0,6.0,6.0,5.0,23.0,18.0,0.0,0.0,11.0,21.0,8.0,7.0,4.0,7.0,9.0,9.0,5.0,13.0,7.0,9.0,19.0,5.0,24.0,14.0,17.0,30.0,28.0,8.0,13.0,13.0,9.0,2.0,7.0
SIT,0.0,1.0,1.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,1.0,2.0,0.0,1.0,4.0,2.0,2.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
SJC,49.0,34.0,33.0,26.0,39.0,45.0,76.0,44.0,19.0,18.0,36.0,37.0,37.0,20.0,33.0,23.0,17.0,44.0,85.0,40.0,12.0,21.0,7.0,47.0,69.0,44.0,38.0,21.0,26.0,28.0,24.0,48.0,28.0,31.0,33.0,26.0,45.0,25.0,38.0,45.0,45.0,44.0,51.0,51.0,31.0,46.0,24.0,45.0,80.0,154.0,151.0,148.0,179.0,110.0,69.0,66.0,37.0,69.0,53.0,44.0
SJT,10.0,20.0,15.0,5.0,12.0,2.0,2.0,1.0,0.0,5.0,2.0,8.0,,,0.0,2.0,0.0,7.0,3.0,9.0,1.0,0.0,0.0,3.0,3.0,,,,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,4.0,2.0,3.0,1.0,4.0,2.0,4.0,2.0,0.0,4.0,3.0,1.0,0.0,5.0,9.0,9.0,2.0,4.0,1.0,4.0,0.0,0.0
SJU,40.0,48.0,23.0,5.0,13.0,9.0,7.0,29.0,3.0,5.0,4.0,10.0,61.0,17.0,4.0,5.0,10.0,12.0,21.0,26.0,1.0,37.0,5.0,16.0,21.0,23.0,34.0,14.0,16.0,19.0,28.0,30.0,728.0,139.0,1.0,7.0,41.0,9.0,45.0,8.0,15.0,14.0,27.0,30.0,7.0,5.0,5.0,6.0,15.0,7.0,25.0,25.0,9.0,16.0,20.0,45.0,56.0,3.0,3.0,10.0
SLC,59.0,58.0,25.0,40.0,29.0,29.0,27.0,22.0,8.0,10.0,40.0,58.0,54.0,29.0,41.0,27.0,8.0,13.0,32.0,78.0,5.0,18.0,10.0,81.0,90.0,37.0,39.0,77.0,11.0,18.0,19.0,55.0,31.0,20.0,17.0,34.0,78.0,24.0,31.0,28.0,20.0,23.0,36.0,28.0,20.0,13.0,16.0,23.0,51.0,48.0,79.0,52.0,41.0,48.0,41.0,27.0,32.0,21.0,17.0,34.0
SLN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,9.0,4.0,4.0,3.0,6.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0
SMF,50.0,47.0,13.0,14.0,26.0,36.0,48.0,41.0,16.0,16.0,27.0,40.0,33.0,17.0,30.0,22.0,12.0,26.0,79.0,23.0,12.0,21.0,6.0,48.0,60.0,54.0,16.0,33.0,14.0,27.0,29.0,41.0,22.0,27.0,15.0,21.0,30.0,20.0,30.0,21.0,22.0,13.0,32.0,50.0,20.0,16.0,20.0,24.0,51.0,90.0,111.0,83.0,109.0,60.0,46.0,47.0,40.0,29.0,22.0,39.0
SMX,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,5.0,4.0,5.0,3.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNA,29.0,60.0,30.0,25.0,30.0,53.0,33.0,22.0,15.0,13.0,14.0,75.0,42.0,19.0,33.0,30.0,11.0,21.0,91.0,30.0,12.0,35.0,6.0,61.0,55.0,80.0,30.0,32.0,23.0,29.0,22.0,75.0,31.0,33.0,26.0,17.0,26.0,18.0,20.0,13.0,22.0,23.0,35.0,26.0,24.0,31.0,15.0,24.0,33.0,61.0,56.0,55.0,58.0,51.0,21.0,49.0,23.0,21.0,31.0,31.0
SPI,7.0,14.0,9.0,5.0,5.0,6.0,3.0,3.0,1.0,1.0,8.0,4.0,2.0,8.0,4.0,1.0,1.0,1.0,9.0,8.0,0.0,1.0,1.0,11.0,3.0,1.0,2.0,2.0,0.0,4.0,5.0,3.0,0.0,0.0,0.0,1.0,5.0,10.0,1.0,1.0,7.0,6.0,5.0,3.0,1.0,2.0,6.0,3.0,16.0,7.0,3.0,5.0,7.0,6.0,3.0,4.0,5.0,1.0,3.0,5.0
SPN,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
SPS,8.0,15.0,8.0,5.0,11.0,5.0,2.0,1.0,0.0,4.0,0.0,6.0,,,2.0,2.0,1.0,7.0,4.0,8.0,3.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,,,,,,,,,3.0,10.0,3.0,2.0,7.0,2.0,5.0,0.0,3.0,1.0,0.0,3.0,6.0,2.0,4.0,6.0,11.0,8.0,3.0,5.0,1.0,4.0,4.0,2.0
SRQ,5.0,13.0,7.0,1.0,2.0,4.0,0.0,1.0,0.0,1.0,1.0,5.0,3.0,7.0,1.0,1.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,4.0,7.0,3.0,4.0,14.0,3.0,0.0,1.0,0.0,23.0,2.0,1.0,9.0,22.0,3.0,13.0,4.0,3.0,20.0,6.0,3.0,4.0,1.0,5.0,7.0,14.0,6.0,6.0,12.0,4.0,9.0,7.0,15.0,1.0,3.0,1.0,2.0
STC,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
STL,90.0,174.0,93.0,24.0,46.0,82.0,20.0,39.0,7.0,14.0,24.0,48.0,73.0,55.0,31.0,30.0,19.0,54.0,99.0,54.0,6.0,19.0,12.0,100.0,120.0,34.0,65.0,63.0,18.0,39.0,39.0,93.0,77.0,23.0,13.0,44.0,113.0,87.0,128.0,59.0,62.0,92.0,115.0,137.0,57.0,23.0,62.0,43.0,257.0,202.0,183.0,206.0,159.0,112.0,108.0,102.0,51.0,35.0,26.0,77.0
STS,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,2.0,6.0,1.0,42.0,5.0,6.0,6.0,0.0,5.0,2.0,5.0,1.0,2.0,7.0,2.0,1.0,0.0,3.0,5.0,6.0,4.0,3.0,0.0,3.0,1.0,1.0,4.0,41.0,23.0,16.0
STT,5.0,12.0,1.0,4.0,5.0,3.0,3.0,9.0,0.0,0.0,1.0,6.0,13.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,0.0,8.0,0.0,3.0,4.0,6.0,9.0,3.0,2.0,4.0,2.0,3.0,185.0,38.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0,6.0,5.0,0.0,1.0,1.0
STX,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,36.0,9.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
SUN,12.0,8.0,8.0,3.0,3.0,0.0,0.0,4.0,1.0,2.0,11.0,38.0,41.0,15.0,21.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,40.0,54.0,52.0,23.0,0.0,0.0,0.0,0.0,5.0,6.0,1.0,7.0,9.0,24.0,20.0,29.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,29.0,46.0,101.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,42.0
SUX,6.0,8.0,0.0,2.0,1.0,3.0,0.0,2.0,0.0,0.0,5.0,2.0,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,7.0,9.0,2.0,4.0,1.0,5.0,0.0,2.0,1.0,3.0,2.0,3.0,16.0,10.0,3.0,5.0,1.0,4.0,2.0,2.0,3.0,3.0,5.0,1.0
SWF,6.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,5.0,1.0,2.0,3.0,3.0,4.0,1.0,1.0,4.0,1.0,3.0,11.0,1.0,0.0,1.0,9.0,5.0,10.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,1.0,0.0,3.0,3.0,5.0,0.0,0.0,3.0,1.0,1.0,4.0,0.0,0.0,4.0
SWO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,1.0,2.0,1.0,2.0,4.0,0.0,5.0,0.0,0.0,0.0,2.0,9.0,1.0,1.0,6.0,6.0,2.0,3.0,1.0,4.0,2.0,0.0
SYR,21.0,36.0,21.0,6.0,6.0,15.0,10.0,7.0,4.0,5.0,13.0,7.0,22.0,13.0,11.0,4.0,3.0,5.0,28.0,22.0,3.0,2.0,1.0,15.0,10.0,8.0,37.0,20.0,16.0,9.0,10.0,20.0,8.0,10.0,2.0,11.0,67.0,31.0,84.0,43.0,19.0,45.0,31.0,48.0,22.0,10.0,26.0,11.0,81.0,56.0,11.0,41.0,33.0,27.0,43.0,26.0,17.0,10.0,13.0,28.0
TKI,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLH,5.0,12.0,4.0,5.0,4.0,5.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,1.0,2.0,2.0,1.0,5.0,3.0,6.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,10.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,10.0,18.0,6.0,8.0,5.0,5.0,25.0,16.0,7.0,8.0,32.0,4.0,8.0,8.0,3.0,3.0,17.0,12.0,26.0,11.0,17.0,4.0,5.0,2.0,5.0
TOL,16.0,13.0,6.0,2.0,0.0,5.0,4.0,6.0,3.0,0.0,6.0,4.0,,,,,,,,,,,,,,,,2.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,9.0,1.0,4.0,4.0,15.0,2.0,6.0,7.0,2.0,4.0,6.0,22.0,14.0,1.0,5.0,3.0,4.0,5.0,5.0,7.0,0.0,4.0,1.0
TPA,103.0,154.0,88.0,18.0,36.0,76.0,28.0,49.0,14.0,11.0,20.0,38.0,151.0,66.0,34.0,43.0,22.0,32.0,114.0,57.0,11.0,23.0,7.0,65.0,66.0,54.0,119.0,88.0,39.0,47.0,63.0,89.0,684.0,25.0,9.0,50.0,140.0,45.0,170.0,47.0,47.0,56.0,98.0,80.0,31.0,19.0,34.0,46.0,120.0,78.0,155.0,192.0,128.0,95.0,83.0,79.0,31.0,25.0,25.0,36.0
TRI,3.0,9.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,12.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,6.0,1.0,6.0,1.0,1.0,4.0,19.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,4.0,3.0,5.0,5.0,1.0,1.0,0.0,1.0
TTN,12.0,13.0,2.0,0.0,0.0,5.0,5.0,2.0,4.0,0.0,3.0,5.0,7.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,3.0,1.0,11.0,8.0,9.0,7.0,2.0,1.0,1.0,1.0,3.0,7.0,1.0,1.0,2.0,9.0,4.0,13.0,2.0,4.0,4.0,9.0,11.0,14.0,10.0,6.0,2.0,2.0,4.0,0.0,6.0,7.0,8.0,15.0,9.0,6.0,9.0,0.0,9.0
TUL,16.0,41.0,28.0,23.0,23.0,29.0,13.0,14.0,5.0,7.0,16.0,23.0,7.0,12.0,9.0,25.0,7.0,18.0,32.0,18.0,4.0,2.0,2.0,20.0,15.0,1.0,10.0,22.0,10.0,11.0,6.0,52.0,27.0,2.0,0.0,8.0,26.0,31.0,12.0,7.0,18.0,23.0,17.0,10.0,13.0,8.0,7.0,20.0,28.0,22.0,24.0,50.0,65.0,27.0,25.0,21.0,15.0,16.0,10.0,1.0
TUS,14.0,26.0,14.0,10.0,16.0,16.0,10.0,10.0,2.0,10.0,7.0,29.0,13.0,11.0,15.0,16.0,6.0,13.0,27.0,13.0,0.0,8.0,5.0,23.0,26.0,12.0,6.0,12.0,1.0,10.0,7.0,5.0,1.0,3.0,3.0,5.0,15.0,13.0,16.0,12.0,13.0,10.0,9.0,11.0,18.0,5.0,7.0,12.0,18.0,34.0,46.0,24.0,23.0,34.0,13.0,13.0,24.0,15.0,13.0,15.0
TVC,13.0,19.0,7.0,3.0,4.0,11.0,9.0,5.0,6.0,0.0,8.0,7.0,1.0,8.0,6.0,2.0,1.0,1.0,15.0,10.0,0.0,1.0,0.0,6.0,9.0,4.0,10.0,2.0,1.0,5.0,10.0,7.0,6.0,3.0,2.0,7.0,7.0,13.0,1.0,12.0,5.0,8.0,11.0,17.0,6.0,1.0,10.0,3.0,25.0,23.0,2.0,6.0,6.0,13.0,17.0,12.0,11.0,2.0,10.0,11.0
TWF,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
TXK,6.0,17.0,10.0,5.0,11.0,3.0,0.0,0.0,0.0,6.0,3.0,5.0,1.0,4.0,3.0,3.0,2.0,3.0,0.0,3.0,0.0,0.0,1.0,1.0,3.0,0.0,,,,,,,,,,,8.0,7.0,3.0,3.0,5.0,3.0,7.0,0.0,3.0,2.0,3.0,4.0,0.0,1.0,0.0,7.0,11.0,11.0,3.0,4.0,0.0,2.0,0.0,3.0
TYR,6.0,23.0,21.0,7.0,14.0,9.0,2.0,4.0,1.0,4.0,9.0,4.0,0.0,0.0,2.0,0.0,0.0,,,,,,,0.0,2.0,0.0,0.0,2.0,1.0,0.0,,,,,,,7.0,13.0,5.0,2.0,6.0,3.0,6.0,1.0,5.0,8.0,5.0,3.0,3.0,4.0,0.0,5.0,10.0,7.0,5.0,5.0,1.0,13.0,1.0,2.0
TYS,20.0,74.0,16.0,7.0,11.0,18.0,6.0,4.0,2.0,6.0,6.0,8.0,7.0,10.0,4.0,11.0,6.0,14.0,10.0,16.0,2.0,0.0,7.0,19.0,10.0,6.0,15.0,17.0,10.0,9.0,7.0,25.0,11.0,1.0,1.0,12.0,29.0,18.0,30.0,17.0,18.0,50.0,23.0,29.0,22.0,12.0,15.0,28.0,31.0,21.0,16.0,39.0,24.0,41.0,29.0,34.0,19.0,13.0,7.0,8.0
UIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,9.0,16.0,1.0,0.0,10.0,5.0,3.0,6.0,2.0,0.0,9.0,10.0,13.0,11.0,2.0,4.0,7.0,0.0,1.0,1.0,3.0,1.0,2.0,1.0
USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,2.0,0.0,1.0,5.0,1.0,0.0,2.0,2.0,1.0,5.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0,8.0,0.0,0.0,0.0
UST,0.0,2.0,1.0,1.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,3.0,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEL,3.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,3.0,0.0,7.0,6.0,13.0,3.0,1.0,3.0,0.0,2.0,0.0,1.0,2.0,3.0
VLD,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
VPS,8.0,20.0,18.0,8.0,13.0,7.0,1.0,4.0,0.0,4.0,9.0,11.0,3.0,3.0,2.0,8.0,2.0,6.0,7.0,7.0,2.0,0.0,1.0,2.0,6.0,0.0,2.0,12.0,1.0,2.0,2.0,15.0,14.0,1.0,0.0,11.0,13.0,4.0,7.0,7.0,5.0,25.0,15.0,6.0,16.0,42.0,5.0,15.0,6.0,16.0,8.0,20.0,21.0,24.0,8.0,12.0,7.0,9.0,2.0,4.0
WRG,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0
WYS,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,3.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,
XNA,31.0,57.0,32.0,21.0,31.0,32.0,24.0,18.0,5.0,7.0,22.0,23.0,4.0,10.0,7.0,7.0,5.0,9.0,12.0,11.0,1.0,2.0,3.0,9.0,10.0,6.0,14.0,13.0,3.0,6.0,4.0,8.0,7.0,4.0,1.0,7.0,38.0,31.0,25.0,10.0,17.0,29.0,17.0,16.0,21.0,9.0,18.0,17.0,35.0,24.0,14.0,34.0,38.0,32.0,21.0,26.0,29.0,20.0,13.0,9.0
XWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,2.0
YAK,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,5.0,0.0,0.0,1.0,7.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,5.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,4.0,2.0,3.0
YNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
YUM,1.0,2.0,1.0,1.0,1.0,3.0,5.0,4.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
